R,signal_ts,entry_ts,exit_ts,side,lane
-1.0045389217614347,1615522500,1615522920,1615528260,-1,FAST191
0.09426251159323455,1615529400,1615529940,1615538940,-1,FAST191
-1.0049956553510888,1615602900,1615604520,1615611600,-1,FAST191
5.018041928870358,1615618500,1615621080,1615630380,1,FAST191
-1.004130303120533,1615631400,1615631760,1615634940,-1,FAST191
0.09304895848016727,1615690800,1615691100,1615693560,1,FAST191
-1.0086391060244058,1615701900,1615702020,1615703400,1,FAST191
-1.0084489471394682,1615706400,1615706580,1615708920,1,FAST191
-1.00430192328314,1615768800,1615768860,1615772460,-1,FAST191
2.194266292385573,1615788000,1615789380,1615792800,-1,FAST191
1.9471961082491602,1615793100,1615800060,1615800300,-1,FAST191
0.0969529636385016,1615858500,1615858680,1615860180,1,FAST191
-1.0041286393916664,1615878000,1615879920,1615881840,-1,FAST191
0.09625038943378733,1615884300,1615885740,1615890540,-1,FAST191
0.09454919070396754,1615940700,1615942020,1615944300,-1,FAST191
0.09465755399612578,1615947000,1615947720,1615954980,-1,FAST191
0.2909830796695432,1615974600,1615974720,1615975800,1,FAST191
0.09546173594272528,1616025600,1616025660,1616025840,1,FAST191
0.0942339129953714,1616038200,1616038500,1616041860,1,FAST191
-1.007162201492994,1616053200,1616055360,1616057220,1,FAST191
0.09522797611233029,1616122200,1616123640,1616126880,1,FAST191
0.0936846598438004,1616133000,1616133060,1616133660,1,FAST191
0.09515678183980986,1616145900,1616152740,1616158080,1,FAST191
0.0899920266795578,1616241000,1616245320,1616245740,1,FAST191
-1.007543319371881,1616246400,1616246580,1616248080,1,FAST191
0.09509007228337674,1616258400,1616259240,1616271480,-1,FAST191
0.09301911681444974,1616286600,1616287200,1616289120,-1,FAST191
0.09327100617631542,1616292300,1616293500,1616293920,-1,FAST191
1.3986031813857192,1616300700,1616300760,1616302440,-1,FAST191
0.15564181819015915,1616374500,1616375460,1616380200,1,FAST191
-0.38376284830149776,1616383200,1616383440,1616388300,-1,FAST191
-1.0075278309441025,1616392200,1616392860,1616402280,1,FAST191
0.16086177160319604,1616458200,1616458500,1616463300,1,FAST191
-1.0046043127589541,1616477700,1616478780,1616480520,1,FAST191
0.0959022007162642,1616487900,1616488560,1616492100,1,FAST191
0.09523552279708916,1616569500,1616569560,1616571720,-1,FAST191
-0.522815545522003,1616574000,1616574180,1616578800,-1,FAST191
0.09343058842756358,1616587200,1616587260,1616588340,1,FAST191
0.09729138444036887,1616630400,1616636100,1616637720,-1,FAST191
0.0948004012333921,1616655000,1616657040,1616661720,-1,FAST191
-1.0051913222558135,1616673600,1616673720,1616674020,1,FAST191
0.4638322070240498,1616716800,1616716860,1616726100,1,FAST191
-0.11448124322297527,1616729100,1616729580,1616730000,-1,FAST191
0.0942464137478879,1616745300,1616748420,1616748900,-1,FAST191
0.0941422641759336,1616811300,1616818440,1616820780,1,FAST191
0.09142264144995602,1616843100,1616843160,1616846400,1,FAST191
0.09162998045605554,1616847000,1616847120,1616849940,1,FAST191
0.09169575634625243,1616904000,1616904060,1616904840,1,FAST191
-1.0102779348949624,1616922600,1616922780,1616925300,1,FAST191
0.09272227853915066,1616934000,1616936520,1616939520,1,FAST191
0.0930230637171871,1616984100,1616991720,1616996940,-1,FAST191
1.3693327922099165,1617001500,1617001560,1617002580,1,FAST191
0.09210517832870689,1617008100,1617008340,1617008760,1,FAST191
0.09321350507198359,1617062400,1617062460,1617068760,-1,FAST191
-1.0089163536674066,1617076500,1617076860,1617078420,-1,FAST191
-1.008823914632943,1617078600,1617078840,1617079620,-1,FAST191
0.08930064441910673,1617148800,1617159480,1617160020,-1,FAST191
0.09494086556072624,1617177600,1617177660,1617178620,-1,FAST191
0.09649392209450434,1617186600,1617186840,1617192240,1,FAST191
-0.1792061072222689,1617235500,1617235980,1617243900,-1,FAST191
0.09116231773715988,1617263400,1617273300,1617277560,-1,FAST191
0.09290389027834009,1617287700,1617289200,1617290820,1,FAST191
-1.0105243994174957,1617321600,1617322080,1617324420,1,FAST191
2.0747448799091246,1617329400,1617329460,1617330720,1,FAST191
-0.46386423602237814,1617333600,1617334080,1617343200,1,FAST191
0.09031591995699621,1617415500,1617418260,1617427740,1,FAST191
-0.04984378838967362,1617439500,1617439620,1617439800,1,FAST191
-1.0071397949271532,1617449100,1617450120,1617462060,1,FAST191
-1.0044723688233128,1617499200,1617499440,1617505320,-1,FAST191
-0.4448656122142299,1617507000,1617517260,1617519300,-1,FAST191
-0.39576988028765914,1617523200,1617528000,1617528900,1,FAST191
1.7377505117543448,1617581400,1617581460,1617588240,-1,FAST191
0.09003717440537345,1617589200,1617589260,1617595380,-1,FAST191
0.09084325149346098,1617598500,1617598800,1617600480,-1,FAST191
-1.0092368219855103,1617667200,1617668460,1617670800,-1,FAST191
0.09290932879095158,1617675900,1617681360,1617695280,-1,FAST191
1.617046743896122,1617717900,1617717960,1617719040,-1,FAST191
0.09147994135392544,1617756600,1617757020,1617757380,-1,FAST191
-1.0080945206698209,1617763800,1617764040,1617766020,-1,FAST191
-1.0073715411260085,1617770100,1617770640,1617772440,-1,FAST191
-1.007677388647484,1617843600,1617843780,1617846600,-1,FAST191
0.9890798567908735,1617861600,1617861780,1617870300,1,FAST191
-1.0092379462237957,1617876000,1617878640,1617881700,1,FAST191
0.07412843375278466,1617926400,1617926460,1617927000,1,FAST191
-1.009578959562715,1617937200,1617937260,1617939720,-1,FAST191
0.09004824223762162,1617941400,1617941820,1617944760,1,FAST191
0.08877888390465294,1618020900,1618021860,1618022160,1,FAST191
2.193450874503105,1618023600,1618023660,1618027560,1,FAST191
0.0920543904760319,1618028700,1618030620,1618030920,1,FAST191
0.09247487355703525,1618109100,1618109760,1618110420,1,FAST191
-1.0071998039025447,1618111800,1618112160,1618116180,1,FAST191
-1.0076646378692453,1618116300,1618116360,1618121340,1,FAST191
0.08990739396365689,1618199400,1618199580,1618200120,1,FAST191
1.590355480470534,1618203600,1618204440,1618210920,1,FAST191
0.09228403717019108,1618211100,1618211460,1618211640,1,FAST191
-0.3188034540105803,1618272900,1618273020,1618274400,-1,FAST191
1.762859038995145,1618274700,1618277940,1618283040,1,FAST191
1.682006406223954,1618295400,1618301520,1618301820,1,FAST191
0.09106127083144107,1618363800,1618363860,1618369620,-1,FAST191
-1.0091345939723553,1618371000,1618371060,1618372200,-1,FAST191
-1.0070379055699883,1618379700,1618379760,1618380600,-1,FAST191
-1.0076391097168702,1618446900,1618450860,1618451460,1,FAST191
0.09304437691071235,1618451700,1618454820,1618457760,1,FAST191
-1.0068893476383798,1618460100,1618460280,1618462380,1,FAST191
1.6610370145481537,1618537200,1618545840,1618547700,-1,FAST191
0.09444174367102248,1618551000,1618551120,1618551660,-1,FAST191
1.556104667295312,1618553400,1618553940,1618572120,-1,FAST191
0.0922390215544206,1618622700,1618622820,1618639800,1,FAST191
0.09000461759766488,1618643700,1618644060,1618644960,-1,FAST191
0.09174035379375,1618651800,1618651920,1618653000,-1,FAST191
0.0935048123944284,1618705800,1618707300,1618709160,-1,FAST191
0.09538061725996576,1618712100,1618712160,1618712520,-1,FAST191
-0.38300702558307786,1618719600,1618720380,1618741980,1,FAST191
1.4027703659923003,1618885800,1618887480,1618894500,1,FAST191
-1.0040075152368468,1618897800,1618898460,1618900680,1,FAST191
0.09555955659298801,1618901400,1618901460,1618903080,1,FAST191
0.09428666263008839,1618966200,1618966260,1618966740,-1,FAST191
1.3648969762988648,1618972800,1618974000,1618977660,-1,FAST191
-1.0054430509319554,1618979100,1618981260,1618986120,-1,FAST191
-1.0041247796681434,1619049600,1619049660,1619050080,1,FAST191
0.09590758321661198,1619050200,1619050560,1619051100,1,FAST191
0.09626831357339789,1619052000,1619053260,1619055060,1,FAST191
0.09676359456855566,1619139900,1619140020,1619141220,-1,FAST191
-1.0020079609207926,1619147400,1619149440,1619153760,1,FAST191
0.09802748193790696,1619155500,1619155620,1619157600,1,FAST191
-0.3875228000464036,1619224500,1619235120,1619246100,1,FAST191
0.09419381673134573,1619249400,1619249580,1619257560,-1,FAST191
0.35070394991871556,1619258400,1619258520,1619259600,-1,FAST191
-0.09397744077571442,1619308800,1619309040,1619315400,1,FAST191
0.09355538683578617,1619321100,1619322120,1619322600,-1,FAST191
-1.0069133375582364,1619333700,1619334540,1619336700,-1,FAST191
-1.0030646094195093,1619404200,1619404440,1619409600,-1,FAST191
-0.6746694189082427,1619419800,1619420460,1619423100,-1,FAST191
0.09522438002735523,1619443200,1619443320,1619445060,1,FAST191
1.0154668653727472,1619503500,1619503680,1619504100,1,FAST191
0.09296661028002319,1619508000,1619508420,1619510820,-1,FAST191
0.0935697335033417,1619511900,1619512020,1619520960,-1,FAST191
0.09149621889855106,1619568600,1619578920,1619581680,-1,FAST191
-1.0094146015883876,1619586000,1619586060,1619587980,1,FAST191
-1.0087125922126001,1619588400,1619588760,1619590080,1,FAST191
-1.006975073177888,1619654400,1619654640,1619654880,-1,FAST191
1.3668278107818153,1619655000,1619655180,1619663280,-1,FAST191
0.09228807336842643,1619664000,1619667300,1619668440,-1,FAST191
