episode_id,episode_start,episode_end,duration_h,signal_time,phase_h,ordinal,risk_pct
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-26 08:00:00,0,5,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-26 16:00:00,0,6,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-27 00:00:00,0,7,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-27 08:00:00,0,8,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-27 16:00:00,0,9,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-28 00:00:00,0,10,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-28 08:00:00,0,11,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-28 16:00:00,0,12,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-29 00:00:00,0,13,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-29 08:00:00,0,14,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-29 16:00:00,0,15,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-30 00:00:00,0,16,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-30 08:00:00,0,17,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-30 16:00:00,0,18,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-31 00:00:00,0,19,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-31 08:00:00,0,20,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-07-31 16:00:00,0,21,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-01 00:00:00,0,22,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-01 08:00:00,0,23,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-01 16:00:00,0,24,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-02 00:00:00,0,25,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-02 08:00:00,0,26,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-02 16:00:00,0,27,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-03 00:00:00,0,28,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-03 08:00:00,0,29,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-03 16:00:00,0,30,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-04 00:00:00,0,31,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-04 08:00:00,0,32,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-04 16:00:00,0,33,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-05 00:00:00,0,34,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-05 08:00:00,0,35,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-05 16:00:00,0,36,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-06 00:00:00,0,37,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-06 08:00:00,0,38,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-06 16:00:00,0,39,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-07 00:00:00,0,40,0.08333333333333333
16,2025-07-25 00:00:00,2025-08-07 12:00:00,324.0,2025-08-07 08:00:00,0,41,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-17 16:00:00,0,1,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-18 00:00:00,0,2,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-18 08:00:00,0,3,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-18 16:00:00,0,4,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-19 00:00:00,0,5,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-19 08:00:00,0,6,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-19 16:00:00,0,7,0.08333333333333333
18,2025-10-17 16:00:00,2025-10-20 08:00:00,64.0,2025-10-20 00:00:00,0,8,0.08333333333333333
20,2025-11-08 12:00:00,2025-11-10 04:00:00,40.0,2025-11-08 12:00:00,0,1,0.08333333333333333
20,2025-11-08 12:00:00,2025-11-10 04:00:00,40.0,2025-11-08 20:00:00,0,2,0.08333333333333333
20,2025-11-08 12:00:00,2025-11-10 04:00:00,40.0,2025-11-09 04:00:00,0,3,0.08333333333333333
20,2025-11-08 12:00:00,2025-11-10 04:00:00,40.0,2025-11-09 12:00:00,0,4,0.08333333333333333
20,2025-11-08 12:00:00,2025-11-10 04:00:00,40.0,2025-11-09 20:00:00,0,5,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-22 12:00:00,0,1,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-22 20:00:00,0,2,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-23 04:00:00,0,3,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-23 12:00:00,0,4,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-23 20:00:00,0,5,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-24 04:00:00,0,6,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-24 12:00:00,0,7,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-24 20:00:00,0,8,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-25 04:00:00,0,9,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-25 12:00:00,0,10,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-25 20:00:00,0,11,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-26 04:00:00,0,12,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-26 12:00:00,0,13,0.08333333333333333
22,2025-11-22 12:00:00,2025-11-27 00:00:00,108.0,2025-11-26 20:00:00,0,14,0.08333333333333333
24,2026-02-08 12:00:00,2026-02-08 16:00:00,4.0,2026-02-08 12:00:00,0,1,0.08333333333333333
26,2026-05-23 12:00:00,2026-05-24 12:00:00,24.0,2026-05-23 12:00:00,0,1,0.08333333333333333
26,2026-05-23 12:00:00,2026-05-24 12:00:00,24.0,2026-05-23 20:00:00,0,2,0.08333333333333333
26,2026-05-23 12:00:00,2026-05-24 12:00:00,24.0,2026-05-24 04:00:00,0,3,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-06 12:00:00,0,1,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-06 20:00:00,0,2,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-07 04:00:00,0,3,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-07 12:00:00,0,4,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-07 20:00:00,0,5,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-08 04:00:00,0,6,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-08 12:00:00,0,7,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-08 20:00:00,0,8,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-09 04:00:00,0,9,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-09 12:00:00,0,10,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-09 20:00:00,0,11,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-10 04:00:00,0,12,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-10 12:00:00,0,13,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-10 20:00:00,0,14,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-11 04:00:00,0,15,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-11 12:00:00,0,16,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-11 20:00:00,0,17,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-12 04:00:00,0,18,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-12 12:00:00,0,19,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-12 20:00:00,0,20,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-13 04:00:00,0,21,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-13 12:00:00,0,22,0.08333333333333333
28,2026-06-06 12:00:00,2026-06-14 00:00:00,180.0,2026-06-13 20:00:00,0,23,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-27 16:00:00,0,1,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-28 00:00:00,0,2,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-28 08:00:00,0,3,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-28 16:00:00,0,4,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-29 00:00:00,0,5,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-29 08:00:00,0,6,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-29 16:00:00,0,7,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-30 00:00:00,0,8,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-30 08:00:00,0,9,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-06-30 16:00:00,0,10,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-07-01 00:00:00,0,11,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-07-01 08:00:00,0,12,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-07-01 16:00:00,0,13,0.08333333333333333
30,2026-06-27 16:00:00,2026-07-02 04:00:00,108.0,2026-07-02 00:00:00,0,14,0.08333333333333333
32,2026-08-03 12:00:00,2026-08-04 20:00:00,32.0,2026-08-03 12:00:00,0,1,0.08333333333333333
32,2026-08-03 12:00:00,2026-08-04 20:00:00,32.0,2026-08-03 20:00:00,0,2,0.08333333333333333
32,2026-08-03 12:00:00,2026-08-04 20:00:00,32.0,2026-08-04 04:00:00,0,3,0.08333333333333333
32,2026-08-03 12:00:00,2026-08-04 20:00:00,32.0,2026-08-04 12:00:00,0,4,0.08333333333333333
