period,year,event_id,signal_ts,confirm_ts,side,method,cost_model,filled,R,reason,entry_improve_atr,entry_fill,exit_fill,exit_ts
historical,2021,0,1609480800,1609482600,-1,RETRACE_LIMIT_15,IC,True,-1.0103818883520377,SL,0.36173417125772545,29166.263812678113,29361.778120834348,1609495800.0
historical,2021,0,1609480800,1609482600,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.0044244228692258,SL,0.36173417125772545,29163.27938329914,29357.640889969458,1609495800.0
historical,2021,1,1609494300,1609496100,1,MARKET_SIGNAL,GROSS,True,-0.43012813719572757,TIME,0.3640091598973444,29250.0,29149.98,1609515900.0
historical,2021,1,1609494300,1609496100,1,MARKET_SIGNAL,IC,True,-0.43762952255088167,TIME,0.3640091598973444,29250.8736624,29149.109325077374,1609515900.0
historical,2021,1,1609494300,1609496100,1,MARKET_SIGNAL,GETLEVERAGED,True,-0.4633270439385333,TIME,0.3640091598973444,29253.8665706625,29146.12665102631,1609515900.0
historical,2021,1,1609494300,1609496100,1,CONFIRM_MARKET,GROSS,True,-0.9999999999999978,SL,0.0,29306.43,29073.894642857143,1609515420.0
historical,2021,1,1609494300,1609496100,1,CONFIRM_MARKET,IC,True,-1.0085554725246566,SL,0.0,29307.305347896385,29072.78054089448,1609515420.0
historical,2021,1,1609494300,1609496100,1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0036468106394332,SL,0.0,29310.304030169595,29076.920660612264,1609515420.0
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_10,GROSS,True,-0.9999999999999978,SL,0.18203683310833652,29278.21,29045.674642857142,1609515600.0
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_10,IC,True,-1.0085471683266884,SL,0.18203683310833652,29279.084504998846,29044.56162901658,1609515600.0
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.0036432709386598,SL,0.18203683310833652,29282.080299755093,29048.697753303346,1609515600.0
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_15,GROSS,True,-0.9999999999999978,SL,0.18203683310833652,29278.21,29045.674642857142,1609515600.0
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_15,IC,True,-1.0085471683266884,SL,0.18203683310833652,29279.084504998846,29044.56162901658,1609515600.0
historical,2021,1,1609494300,1609496100,1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.0036432709386598,SL,0.18203683310833652,29282.080299755093,29048.697753303346,1609515600.0
historical,2021,2,1609523700,1609524000,-1,MARKET_SIGNAL,GROSS,True,1.9999999999999947,TP,0.31874559869153535,29139.09,28761.767142857145,1609526700.0
historical,2021,2,1609523700,1609524000,-1,MARKET_SIGNAL,IC,True,1.9999999999999947,TP,0.31874559869153535,29138.21965034861,28760.896793205753,1609526700.0
historical,2021,2,1609523700,1609524000,-1,MARKET_SIGNAL,GETLEVERAGED,True,1.9999999999999947,TP,0.31874559869153535,29135.238090580307,28757.915233437452,1609526700.0
historical,2021,2,1609523700,1609524000,-1,CONFIRM_MARKET,GROSS,True,-0.9999999999999973,SL,0.0,29099.0,29287.661428571428,1609524180.0
historical,2021,2,1609523700,1609524000,-1,CONFIRM_MARKET,IC,True,-1.010621978020219,SL,0.0,29098.1308477888,29288.79623390778,1609524180.0
historical,2021,2,1609523700,1609524000,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.004526741201496,SL,0.0,29095.15339009545,29284.668840128725,1609524180.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_5,GROSS,True,1.9999999999999947,TP,0.15941255309965152,29119.05,28741.727142857144,1609526700.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_5,IC,True,1.9999999999999947,TP,0.15941255309965152,29118.180248919358,28740.857391776502,1609526700.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.00452984015441,SL,0.15941255309965152,29115.200739676926,29304.716774363085,1609524180.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_10,GROSS,True,1.9999999999999947,TP,0.15941255309965152,29119.05,28741.727142857144,1609526700.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_10,IC,True,1.9999999999999947,TP,0.15941255309965152,29118.180248919358,28740.857391776502,1609526700.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.00452984015441,SL,0.15941255309965152,29115.200739676926,29304.716774363085,1609524180.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_15,GROSS,True,1.9999999999999947,TP,0.15941255309965152,29119.05,28741.727142857144,1609526700.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_15,IC,True,1.9999999999999947,TP,0.15941255309965152,29118.180248919358,28740.857391776502,1609526700.0
historical,2021,2,1609523700,1609524000,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.00452984015441,SL,0.15941255309965152,29115.200739676926,29304.716774363085,1609524180.0
historical,2021,3,1609550400,1609551600,1,MARKET_SIGNAL,GROSS,True,2.000000000000007,TP,0.4775277189148934,29246.03,29602.99357142857,1609566960.0
historical,2021,3,1609550400,1609551600,1,MARKET_SIGNAL,IC,True,2.000000000000007,TP,0.4775277189148934,29246.903543820863,29603.867115249435,1609566960.0
historical,2021,3,1609550400,1609551600,1,MARKET_SIGNAL,GETLEVERAGED,True,2.000000000000007,TP,0.4775277189148934,29249.89604586641,29606.859617294984,1609566960.0
historical,2021,3,1609550400,1609551600,1,CONFIRM_MARKET,GROSS,True,2.000000000000007,TP,0.0,29299.99,29656.953571428574,1609568040.0
historical,2021,3,1609550400,1609551600,1,CONFIRM_MARKET,IC,True,2.000000000000007,TP,0.0,29300.865155541313,29657.828726969885,1609568040.0
historical,2021,3,1609550400,1609551600,1,CONFIRM_MARKET,GETLEVERAGED,True,2.000000000000007,TP,0.0,29303.8631788631,29660.82675029167,1609568040.0
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2021,3,1609550400,1609551600,1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,MARKET_SIGNAL,GROSS,True,2.0000000000000013,TP,0.8590539211302928,29615.53,29974.98357142857,1609589760.0
historical,2021,4,1609569900,1609570200,1,MARKET_SIGNAL,IC,True,2.0000000000000013,TP,0.8590539211302928,29616.41458034246,29975.868151771032,1609589760.0
historical,2021,4,1609569900,1609570200,1,MARKET_SIGNAL,GETLEVERAGED,True,2.0000000000000013,TP,0.8590539211302928,29619.444890237686,29978.898461666256,1609589760.0
historical,2021,4,1609569900,1609570200,1,CONFIRM_MARKET,GROSS,True,-0.9999999999999906,SL,0.0,29718.63,29538.903214285718,1609581780.0
historical,2021,4,1609569900,1609570200,1,CONFIRM_MARKET,IC,True,-1.0112463428556961,SL,0.0,29719.517659815745,29537.769605048965,1609581780.0
historical,2021,4,1609569900,1609570200,1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0047938059099812,SL,0.0,29722.558519073085,29541.97015803126,1609581780.0
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2021,4,1609569900,1609570200,1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,MARKET_SIGNAL,GROSS,True,2.000000000000006,TP,1.885316122588143,30304.26,30750.492857142857,1609591440.0
historical,2021,5,1609590300,1609591200,1,MARKET_SIGNAL,IC,True,2.000000000000006,TP,1.885316122588143,30305.165151881087,30751.398009023946,1609591500.0
historical,2021,5,1609590300,1609591200,1,MARKET_SIGNAL,GETLEVERAGED,True,2.000000000000006,TP,1.885316122588143,30308.265933766317,30754.498790909176,1609591500.0
historical,2021,5,1609590300,1609591200,1,CONFIRM_MARKET,GROSS,True,2.000000000000006,TP,0.0,30584.69,31030.922857142858,1609594620.0
historical,2021,5,1609590300,1609591200,1,CONFIRM_MARKET,IC,True,2.000000000000006,TP,0.0,30585.60352798867,31031.83638513153,1609594620.0
historical,2021,5,1609590300,1609591200,1,CONFIRM_MARKET,GETLEVERAGED,True,2.000000000000006,TP,0.0,30588.73300393421,31034.965861077068,1609594620.0
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2021,5,1609590300,1609591200,1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,6,1609637700,1609639200,-1,MARKET_SIGNAL,GROSS,True,-0.999999999999999,SL,0.2990451036663804,32698.0,33133.686785714286,1609649820.0
historical,2021,6,1609637700,1609639200,-1,MARKET_SIGNAL,IC,True,-1.0052035446223884,SL,0.2990451036663804,32697.0233499776,33134.977251322736,1609649820.0
historical,2021,6,1609637700,1609639200,-1,MARKET_SIGNAL,GETLEVERAGED,True,-1.0022175828231557,SL,0.2990451036663804,32693.6776366659,33130.33059391246,1609649760.0
historical,2021,6,1609637700,1609639200,-1,CONFIRM_MARKET,GROSS,True,-0.999999999999999,SL,0.0,32611.03,33046.716785714285,1609649640.0
historical,2021,6,1609637700,1609639200,-1,CONFIRM_MARKET,IC,True,-1.0051898862540591,SL,0.0,32610.055947667133,33048.00389824167,1609649640.0
historical,2021,6,1609637700,1609639200,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0022117620750932,SL,0.0,32606.719133269336,33043.369554492885,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_5,GROSS,True,-0.999999999999999,SL,0.15014226307726153,32654.75,33090.436785714286,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_5,IC,True,-1.0051967523442626,SL,0.15014226307726153,32653.7746418032,33091.72558384251,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.002214688177251,SL,0.15014226307726153,32650.433353902863,33087.085049990455,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_10,GROSS,True,-0.999999999999999,SL,0.15014226307726153,32654.75,33090.436785714286,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_10,IC,True,-1.0051967523442626,SL,0.15014226307726153,32653.7746418032,33091.72558384251,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.002214688177251,SL,0.15014226307726153,32650.433353902863,33087.085049990455,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_15,GROSS,True,-0.999999999999999,SL,0.15014226307726153,32654.75,33090.436785714286,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_15,IC,True,-1.0051967523442626,SL,0.15014226307726153,32653.7746418032,33091.72558384251,1609649640.0
historical,2021,6,1609637700,1609639200,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.002214688177251,SL,0.15014226307726153,32650.433353902863,33087.085049990455,1609649640.0
historical,2021,7,1609652400,1609653000,-1,MARKET_SIGNAL,GROSS,True,-0.9999999999999912,SL,0.3422935863043224,34037.65,34451.02321428571,1609658460.0
historical,2021,7,1609652400,1609653000,-1,MARKET_SIGNAL,IC,True,-1.0057024789022686,SL,0.3422935863043224,34036.63333623968,34452.363802558626,1609658460.0
historical,2021,7,1609652400,1609653000,-1,MARKET_SIGNAL,GETLEVERAGED,True,-1.0024302122287427,SL,0.3422935863043224,34033.15054772956,34447.528346655665,1609658460.0
historical,2021,7,1609652400,1609653000,-1,CONFIRM_MARKET,GROSS,True,-0.9999999999999912,SL,0.0,33943.32,34356.69321428571,1609658460.0
historical,2021,7,1609652400,1609653000,-1,CONFIRM_MARKET,IC,True,-1.005686865007768,SL,0.0,33942.30615376358,34358.030165716766,1609658460.0
historical,2021,7,1609652400,1609653000,-1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0024235580996257,SL,0.0,33938.83301725471,34353.20806554207,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_5,GROSS,True,-1.0000000000000089,SL,0.1711467931521612,33990.485,34403.85821428572,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_5,IC,True,-1.005694671954992,SL,0.1711467931521612,33989.46974500163,34405.196984137685,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.0024268851642018,SL,0.1711467931521612,33985.99178249213,34400.36820609887,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_10,GROSS,True,-1.0000000000000089,SL,0.1711467931521612,33990.485,34403.85821428572,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_10,IC,True,-1.005694671954992,SL,0.1711467931521612,33989.46974500163,34405.196984137685,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.0024268851642018,SL,0.1711467931521612,33985.99178249213,34400.36820609887,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_15,GROSS,True,-1.0000000000000089,SL,0.1711467931521612,33990.485,34403.85821428572,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_15,IC,True,-1.005694671954992,SL,0.1711467931521612,33989.46974500163,34405.196984137685,1609658460.0
historical,2021,7,1609652400,1609653000,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.0024268851642018,SL,0.1711467931521612,33985.99178249213,34400.36820609887,1609658460.0
historical,2021,8,1609660500,1609661400,-1,MARKET_SIGNAL,GROSS,True,0.7231222890235888,TIME,0.3106641678151145,34434.0,33996.62,1609682100.0
historical,2021,8,1609660500,1609661400,-1,MARKET_SIGNAL,IC,True,0.7197430331479011,TIME,0.3106641678151145,34432.9714977408,33997.63543824346,1609682100.0
historical,2021,8,1609660500,1609661400,-1,MARKET_SIGNAL,GETLEVERAGED,True,0.7081667047727195,TIME,0.3106641678151145,34429.4481540447,34001.11402849628,1609682100.0
historical,2021,8,1609660500,1609661400,-1,CONFIRM_MARKET,GROSS,True,0.362834188918371,TIME,0.0,34306.17,34086.71,1609683000.0
historical,2021,8,1609660500,1609661400,-1,CONFIRM_MARKET,IC,True,0.3594567967276258,TIME,0.0,34305.1453158695,34087.72812912365,1609683000.0
historical,2021,8,1609660500,1609661400,-1,CONFIRM_MARKET,GETLEVERAGED,True,0.34788685278435266,TIME,0.0,34301.635051949925,34091.21593753392,1609683000.0
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_15,GROSS,True,0.47893749210252673,TIME,0.15533208390756628,34371.365000000005,34081.68,1609683600.0
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_15,IC,True,0.47555712883058066,TIME,0.15533208390756628,34370.338368573095,34082.69797888358,1609683600.0
historical,2021,8,1609660500,1609661400,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,0.4639770068442323,TIME,0.15533208390756628,34366.82143379354,34086.185272615956,1609683600.0
historical,2021,9,1609725300,1609726800,-1,MARKET_SIGNAL,GROSS,True,1.9999999999999984,TP,0.423568195607012,33268.36,32071.032142857148,1609744980.0
historical,2021,9,1609725300,1609726800,-1,MARKET_SIGNAL,IC,True,1.9999999999999984,TP,0.423568195607012,33267.36631400883,32070.03845686598,1609744980.0
historical,2021,9,1609725300,1609726800,-1,MARKET_SIGNAL,GETLEVERAGED,True,1.9999999999999984,TP,0.423568195607012,33263.962240520836,32066.634383377983,1609744980.0
historical,2021,9,1609725300,1609726800,-1,CONFIRM_MARKET,GROSS,True,1.9999999999999984,TP,0.0,33099.31,31901.982142857145,1609744980.0
historical,2021,9,1609725300,1609726800,-1,CONFIRM_MARKET,IC,True,1.9999999999999984,TP,0.0,33098.32136332947,31900.99350618662,1609744980.0
historical,2021,9,1609725300,1609726800,-1,CONFIRM_MARKET,GETLEVERAGED,True,1.9999999999999984,TP,0.0,33094.934587316406,31897.606730173553,1609744980.0
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_5,GROSS,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_5,IC,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_5,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_10,GROSS,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_10,IC,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_10,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_15,GROSS,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_15,IC,False,,NO_FILL,,,,
historical,2021,9,1609725300,1609726800,-1,RETRACE_LIMIT_15,GETLEVERAGED,False,,NO_FILL,,,,
historical,2021,10,1609746300,1609746600,1,MARKET_SIGNAL,GROSS,True,-0.9999999999999969,SL,0.5459986906506212,32090.02,31540.128571428573,1609752600.0
historical,2021,10,1609746300,1609746600,1,MARKET_SIGNAL,IC,True,-1.003924789935594,SL,0.5459986906506212,32090.978490389378,31538.928853473422,1609752600.0
historical,2021,10,1609746300,1609746600,1,MARKET_SIGNAL,GETLEVERAGED,True,-1.0016729618932554,SL,0.5459986906506212,32094.26199418431,31543.450618207455,1609749960.0
historical,2021,10,1609746300,1609746600,1,CONFIRM_MARKET,GROSS,True,-0.9999999999999969,SL,0.0,32292.32,31742.428571428572,1609749900.0
historical,2021,10,1609746300,1609746600,1,CONFIRM_MARKET,IC,True,-1.0039499637261429,SL,0.0,32293.284532847614,31741.22105308001,1609749900.0
historical,2021,10,1609746300,1609746600,1,CONFIRM_MARKET,GETLEVERAGED,True,-1.0016836923317916,SL,0.0,32296.588736312344,31745.77145975931,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_5,GROSS,True,-0.9999999999999969,SL,0.2700260311126295,32191.190000000002,31641.298571428575,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_5,IC,True,-1.003937379319628,SL,0.2700260311126295,32192.151512215874,31640.094952505548,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_5,GETLEVERAGED,True,-1.0016783281733657,SL,0.2700260311126295,32195.445367892138,31644.631041043845,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_10,GROSS,True,-0.9999999999999969,SL,0.2700260311126295,32191.190000000002,31641.298571428575,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_10,IC,True,-1.003937379319628,SL,0.2700260311126295,32192.151512215874,31640.094952505548,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_10,GETLEVERAGED,True,-1.0016783281733657,SL,0.2700260311126295,32195.445367892138,31644.631041043845,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_15,GROSS,True,-0.9999999999999969,SL,0.2700260311126295,32191.190000000002,31641.298571428575,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_15,IC,True,-1.003937379319628,SL,0.2700260311126295,32192.151512215874,31640.094952505548,1609749900.0
historical,2021,10,1609746300,1609746600,1,RETRACE_LIMIT_15,GETLEVERAGED,True,-1.0016783281733657,SL,0.2700260311126295,32195.445367892138,31644.631041043845,1609749900.0
historical,2021,11,1609764600,1609765500,-1,MARKET_SIGNAL,GROSS,True,0.04167008793559799,TIME,0.3162994228215656,31239.83,31186.0,1609786200.0
historical,2021,11,1609764600,1609765500,-1,MARKET_SIGNAL,IC,True,0.040226703102949034,TIME,0.3162994228215656,31238.896903765697,31186.9314883968,1609786200.0
historical,2021,11,1609764600,1609765500,-1,MARKET_SIGNAL,GETLEVERAGED,True,0.03528209476041401,TIME,0.3162994228215656,31235.70039281438,31190.1224913737,1609786200.0
historical,2021,11,1609764600,1609765500,-1,CONFIRM_MARKET,GROSS,True,-0.2691254462509664,TIME,0.0,30965.99,31313.65,1609787100.0
historical,2021,11,1609764600,1609765500,-1,CONFIRM_MARKET,IC,True,-0.2705654509374667,TIME,0.0,30965.06508303789,31314.58530114912,1609787100.0
historical,2021,11,1609764600,1609765500,-1,CONFIRM_MARKET,GETLEVERAGED,True,-0.2754984799018293,TIME,0.0,30961.896591847206,31317.789365484645,1609787100.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_5,GROSS,True,-0.10180645764164904,TIME,0.15949084883133544,31104.785,31236.3,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_5,IC,True,-0.10324788303462838,TIME,0.15949084883133544,31103.85593739779,31237.232990797438,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_5,GETLEVERAGED,True,-0.10818577891801245,TIME,0.15949084883133544,31100.673244473695,31240.429140553333,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_10,GROSS,True,-0.10180645764164904,TIME,0.15949084883133544,31104.785,31236.3,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_10,IC,True,-0.10324788303462838,TIME,0.15949084883133544,31103.85593739779,31237.232990797438,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_10,GETLEVERAGED,True,-0.10818577891801245,TIME,0.15949084883133544,31100.673244473695,31240.429140553333,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_15,GROSS,True,-0.10180645764164904,TIME,0.15949084883133544,31104.785,31236.3,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_15,IC,True,-0.10324788303462838,TIME,0.15949084883133544,31103.85593739779,31237.232990797438,1609787280.0
historical,2021,11,1609764600,1609765500,-1,RETRACE_LIMIT_15,GETLEVERAGED,True,-0.10818577891801245,TIME,0.15949084883133544,31100.673244473695,31240.429140553333,1609787280.0
historical,2021,12,1609806000,1609806300,-1,MARKET_SIGNAL,GROSS,True,1.999999999999999,TP,0.38278013509116543,32477.62,31496.377857142856,1609818480.0
