cost_model,method,year,N,WR,EV_R,PF,SumR,MaxDD_R,R_DD
GROSS,MARKET_SIGNAL,2023,1065,0.5521126760563381,0.5220153910720718,2.2680062495954103,555.9463914917565,9.962745645725136,55.80252786342133
GROSS,MARKET_SIGNAL,2024,1075,0.5227906976744187,0.43310548158627116,1.9763249500769533,465.5883927052415,12.42738775812802,37.46470310309
GROSS,MARKET_SIGNAL,2025,1077,0.5013927576601671,0.40897025068785114,1.8864945883367004,440.4609599908157,10.256237608153356,42.945666512314844
GROSS,RETRACE_LIMIT_10,2021,659,0.3915022761760243,0.0712086843962118,1.1228405731719973,46.92652301710357,34.212752198442125,1.3716091223798232
GROSS,RETRACE_LIMIT_10,2022,625,0.4016,0.10477845128794734,1.1853792866576913,65.48653205496709,24.574906550183016,2.664772373446905
GROSS,RETRACE_LIMIT_10,2023,639,0.40219092331768386,0.1069490603186505,1.1893669785840189,68.34044954361767,18.000000000000206,3.7966916413120493
GROSS,RETRACE_LIMIT_10,2024,662,0.3776435045317221,0.039178270320042036,1.066274590470558,25.936014951867826,28.203101839226562,0.9196156897818404
GROSS,RETRACE_LIMIT_10,2025,668,0.3562874251497006,-0.019211314367249016,0.9687036941262583,-12.833157997322342,38.88465353909739,-0.33003143475147523
GROSS,RETRACE_LIMIT_15,2021,722,0.3864265927977839,0.04702600101967191,1.0802736734577332,33.952772736203116,34.90012301303189,0.9728553886049334
GROSS,RETRACE_LIMIT_15,2022,684,0.40058479532163743,0.09598674727071667,1.1692588913559199,65.6549351331702,31.545930574663508,2.081248957857713
GROSS,RETRACE_LIMIT_15,2023,725,0.39448275862068966,0.08901961159113829,1.156410955425709,64.53921840357526,21.000000000000156,3.073296114455942
GROSS,RETRACE_LIMIT_15,2024,740,0.3783783783783784,0.04102880090401831,1.0696871109060626,30.36131266897355,31.07505371736168,0.9770317034725072
GROSS,RETRACE_LIMIT_15,2025,743,0.36473755047106327,0.006473663592495857,1.0106999565244499,4.809932049224422,32.81345344920125,0.14658414594095417
GROSS,RETRACE_LIMIT_5,2021,536,0.38992537313432835,0.0917375932004701,1.1580860277835037,49.17134995545197,30.894633879352988,1.591582219341767
GROSS,RETRACE_LIMIT_5,2022,498,0.39959839357429716,0.0934748181229499,1.164433112138507,46.55045942522905,20.95713460891926,2.2212225236849594
GROSS,RETRACE_LIMIT_5,2023,506,0.39723320158102765,0.096322248548567,1.1674777828749716,48.7390577655749,17.570342780123557,2.7739389251250657
GROSS,RETRACE_LIMIT_5,2024,516,0.3624031007751938,0.004851468285064027,1.00794315127777,2.503357635093038,33.07731109061154,0.07568201744801366
GROSS,RETRACE_LIMIT_5,2025,541,0.34935304990757854,-0.030615181939896218,0.9505281487232771,-16.562813429483853,39.92902341480873,-0.41480637423606753
IC,CONFIRM_MARKET,2021,1071,0.39402427637721754,0.05921588678773626,1.101596480222252,63.42021474966553,33.69270188513641,1.8823131183089672
IC,CONFIRM_MARKET,2022,1009,0.40733399405351833,0.10024857057517249,1.1761986373895708,101.15080771034904,25.414609873699135,3.9800259855661673
IC,CONFIRM_MARKET,2023,1065,0.37183098591549296,0.02434225405177219,1.0402446360215423,25.924500565137382,34.45568987420697,0.7524011465097405
IC,CONFIRM_MARKET,2024,1075,0.3786046511627907,0.015896827530748118,1.0263735176454636,17.089089595554228,50.66563698302396,0.33729151774564886
IC,CONFIRM_MARKET,2025,1077,0.3714020427112349,0.009987054034494462,1.0162549972394819,10.756057195150536,41.816379709577845,0.2572211480250862
IC,MARKET_SIGNAL,2021,1071,0.5322128851540616,0.4440783400459689,2.009601427975466,475.60790218923273,12.88983181926551,36.89791370887986
IC,MARKET_SIGNAL,2022,1009,0.5341922695738355,0.4673151563870274,2.07576962563852,471.5209927945107,13.64634745879016,34.55290833085047
IC,MARKET_SIGNAL,2023,1065,0.5380281690140845,0.46836224372288865,2.0714309043022214,498.8057895648764,11.225096605410897,44.43665895262178
IC,MARKET_SIGNAL,2024,1075,0.5190697674418605,0.41316705569207657,1.9059460362355773,444.1545848689823,12.872409552410488,34.5043857609246
IC,MARKET_SIGNAL,2025,1077,0.49953574744661094,0.3903787328243917,1.821823294990618,420.4378952518699,10.959219343456567,38.36385440199271
IC,RETRACE_LIMIT_10,2021,659,0.38694992412746587,0.057507528178930296,1.0975856340466745,37.89746106991507,39.256787850680084,0.9653734588286884
IC,RETRACE_LIMIT_10,2022,625,0.3984,0.08395441927598023,1.1451366279753559,52.47151204748764,31.23321197077923,1.6799909050845705
IC,RETRACE_LIMIT_10,2023,639,0.39436619718309857,0.0684015583473548,1.116438585126978,43.708595783959716,18.736925883524265,2.3327517040772157
IC,RETRACE_LIMIT_10,2024,662,0.3716012084592145,0.012247178008889307,1.02015795851271,8.107631841884722,30.67347099493938,0.2643206516544003
IC,RETRACE_LIMIT_10,2025,668,0.35179640718562877,-0.039647768238712654,0.9372434993800661,-26.484709183460055,47.999058023735,-0.5517756029787847
IC,RETRACE_LIMIT_15,2021,722,0.38227146814404434,0.03393247587447626,1.0570192404240828,24.49924758137186,40.03012334750738,0.6120202870395951
IC,RETRACE_LIMIT_15,2022,684,0.39766081871345027,0.07618481424139259,1.1313856178963226,52.110412941112536,38.50062894733265,1.353495108155182
IC,RETRACE_LIMIT_15,2023,725,0.3875862068965517,0.05293597289020357,1.0895696059584388,38.37858034539759,22.13366691895657,1.733945870149872
IC,RETRACE_LIMIT_15,2024,740,0.37027027027027026,0.008835119101666325,1.014565554262136,6.53798813523308,34.245610504476446,0.19091463223815097
IC,RETRACE_LIMIT_15,2025,743,0.360699865410498,-0.013135500211155261,0.9788899732850014,-9.75967665688836,38.29960010126168,-0.25482450550617763
IC,RETRACE_LIMIT_5,2021,536,0.38619402985074625,0.0763446255495719,1.1291935524955248,40.92071929457054,32.590220943756904,1.2556134358582633
IC,RETRACE_LIMIT_5,2022,498,0.39558232931726905,0.06974247574273339,1.1196333131957694,34.731752919881224,26.40405036171589,1.3153948899537
IC,RETRACE_LIMIT_5,2023,506,0.38735177865612647,0.05567118703511789,1.0928916458628446,28.169620639769654,20.34244935621015,1.3847703463088639
IC,RETRACE_LIMIT_5,2024,516,0.35658914728682173,-0.02094256947567069,0.9665057916361409,-10.806365849446077,36.97710430255107,-0.2922447837187873
IC,RETRACE_LIMIT_5,2025,541,0.3438077634011091,-0.052180468034467666,0.9181942159465798,-28.22963320664701,49.28379589779283,-0.5727974619729174
