available_time,D14_CONCORDANCE,SETUP_CONFIRMATION_PCT,correct,combo,OB_CONFIRM,IMBALANCE_CONFIRM,LIQUIDITY_CONFIRM,PRICE_ACTION_CONFIRM
2023-02-23 12:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2023-02-24 08:00:00,-1,25,1.0,OTHER_1,False,False,False,True
2023-02-24 12:00:00,-1,25,1.0,OTHER_1,False,False,False,True
2023-03-29 04:00:00,1,50,0.0,OTHER_2,False,False,True,True
2023-03-30 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2023-03-30 16:00:00,1,50,1.0,OTHER_2,True,False,False,True
2023-03-31 12:00:00,1,25,1.0,OTHER_1,False,False,True,False
2023-03-31 16:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-03-31 20:00:00,1,50,0.0,OTHER_2,False,False,True,True
2023-04-04 12:00:00,1,75,1.0,NO_IMBALANCE,True,False,True,True
2023-04-04 16:00:00,1,50,1.0,OTHER_2,True,False,False,True
2023-04-12 00:00:00,1,25,1.0,OTHER_1,False,False,False,True
2023-04-12 04:00:00,1,50,1.0,OTHER_2,False,True,False,True
2023-04-12 08:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-06-27 04:00:00,-1,75,0.0,NO_IMBALANCE,True,False,True,True
2023-06-27 12:00:00,-1,100,1.0,ALL4,True,True,True,True
2023-07-06 12:00:00,-1,75,0.0,NO_OB,False,True,True,True
2023-07-07 08:00:00,-1,25,0.0,OTHER_1,True,False,False,False
2023-07-07 12:00:00,-1,50,0.0,OTHER_2,False,False,True,True
2023-07-18 04:00:00,1,50,1.0,OTHER_2,True,False,False,True
2023-07-18 08:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2023-07-24 16:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-08-08 08:00:00,-1,75,1.0,NO_LIQUIDITY,True,True,False,True
2023-08-08 12:00:00,-1,50,1.0,OTHER_2,True,False,False,True
2023-08-08 16:00:00,-1,75,0.0,NO_OB,False,True,True,True
2023-08-09 04:00:00,-1,25,0.0,OTHER_1,False,False,False,True
2023-08-09 08:00:00,-1,50,1.0,OTHER_2,False,False,True,True
2023-08-09 12:00:00,-1,75,1.0,NO_OB,False,True,True,True
2023-08-09 16:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2023-08-10 16:00:00,-1,50,1.0,OTHER_2,False,False,True,True
2023-08-11 08:00:00,-1,75,0.0,NO_OB,False,True,True,True
2023-08-14 08:00:00,-1,50,1.0,OTHER_2,True,False,False,True
2023-08-14 12:00:00,-1,50,1.0,OTHER_2,False,False,True,True
2023-08-14 16:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2023-08-15 12:00:00,-1,0,1.0,OTHER_0,False,False,False,False
2023-08-16 20:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2023-09-08 16:00:00,-1,75,0.0,NO_IMBALANCE,True,False,True,True
2023-09-12 12:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2023-10-06 12:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2023-10-27 12:00:00,1,50,0.0,OTHER_2,True,False,False,True
2023-10-27 16:00:00,1,50,1.0,OTHER_2,False,False,True,True
2023-10-27 20:00:00,1,25,1.0,OTHER_1,False,False,False,True
2023-10-31 12:00:00,1,50,1.0,OTHER_2,False,True,False,True
2023-10-31 16:00:00,1,50,1.0,OTHER_2,False,False,True,True
2023-11-02 16:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-11-03 12:00:00,1,75,1.0,NO_IMBALANCE,True,False,True,True
2023-11-03 16:00:00,1,75,0.0,NO_LIQUIDITY,True,True,False,True
2023-11-06 04:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-11-27 12:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-11-27 20:00:00,1,50,1.0,OTHER_2,False,False,True,True
2023-11-28 12:00:00,1,50,1.0,OTHER_2,False,True,False,True
2023-11-28 16:00:00,1,100,1.0,ALL4,True,True,True,True
2023-12-20 08:00:00,1,50,0.0,OTHER_2,False,True,False,True
2023-12-20 12:00:00,1,25,0.0,OTHER_1,False,False,False,True
2023-12-20 16:00:00,1,50,0.0,OTHER_2,False,False,True,True
2023-12-21 08:00:00,1,25,1.0,OTHER_1,False,False,False,True
2023-12-21 12:00:00,1,50,1.0,OTHER_2,False,False,True,True
2023-12-21 20:00:00,1,25,1.0,OTHER_1,True,False,False,False
2023-12-22 00:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2023-12-22 08:00:00,1,25,1.0,OTHER_1,False,False,False,True
2023-12-22 12:00:00,1,75,1.0,NO_OB,False,True,True,True
2023-12-22 16:00:00,1,75,0.0,NO_LIQUIDITY,True,True,False,True
2023-12-26 16:00:00,1,0,1.0,OTHER_0,False,False,False,False
2023-12-26 20:00:00,1,50,1.0,OTHER_2,False,False,True,True
2023-12-27 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2023-12-27 16:00:00,1,50,1.0,OTHER_2,False,False,True,True
2024-02-29 12:00:00,1,50,0.0,OTHER_2,True,False,True,False
2024-03-15 12:00:00,1,75,0.0,NO_LIQUIDITY,True,True,False,True
2024-04-19 04:00:00,1,50,1.0,OTHER_2,False,True,False,True
2024-08-12 04:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-08-12 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2024-08-12 16:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2024-08-15 08:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-08-15 12:00:00,1,50,1.0,OTHER_2,False,True,False,True
2024-08-16 12:00:00,1,50,1.0,OTHER_2,False,True,False,True
2024-08-22 12:00:00,1,25,0.0,OTHER_1,True,False,False,False
2024-08-23 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2024-08-23 16:00:00,1,50,1.0,OTHER_2,False,True,False,True
2024-08-26 04:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-08-26 08:00:00,1,50,1.0,OTHER_2,False,False,True,True
2024-08-26 12:00:00,1,75,0.0,NO_OB,False,True,True,True
2024-08-26 16:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-08-27 00:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-08-27 16:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-08-27 20:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-08-28 00:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-08-28 04:00:00,1,25,0.0,OTHER_1,False,False,False,True
2024-08-29 08:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-08-29 12:00:00,1,25,0.0,OTHER_1,False,False,False,True
2024-08-30 12:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-08-30 16:00:00,1,25,0.0,OTHER_1,False,False,False,True
2024-09-10 16:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-09-11 04:00:00,1,50,1.0,OTHER_2,True,False,False,True
2024-09-11 08:00:00,1,50,0.0,OTHER_2,True,False,False,True
2024-09-11 12:00:00,1,25,0.0,OTHER_1,True,False,False,False
2024-09-12 08:00:00,1,100,1.0,ALL4,True,True,True,True
2024-09-12 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2024-10-03 08:00:00,1,50,0.0,OTHER_2,True,False,False,True
2024-10-04 08:00:00,1,50,0.0,OTHER_2,False,True,False,True
2024-10-04 12:00:00,1,50,0.0,OTHER_2,True,False,False,True
2024-10-17 12:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-10-17 16:00:00,1,25,1.0,OTHER_1,False,False,False,True
2024-10-29 04:00:00,1,75,1.0,NO_OB,False,True,True,True
2024-12-27 12:00:00,-1,75,1.0,NO_OB,False,True,True,True
2024-12-30 12:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2024-12-30 16:00:00,-1,100,1.0,ALL4,True,True,True,True
2024-12-31 08:00:00,-1,50,0.0,OTHER_2,False,True,False,True
2024-12-31 12:00:00,-1,50,0.0,OTHER_2,False,False,True,True
2024-12-31 16:00:00,-1,25,0.0,OTHER_1,False,False,False,True
2025-02-18 16:00:00,1,50,1.0,OTHER_2,False,False,True,True
2025-02-19 04:00:00,1,75,0.0,NO_OB,False,True,True,True
2025-02-19 08:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-03-12 12:00:00,1,75,0.0,NO_OB,False,True,True,True
2025-03-12 16:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-03-26 16:00:00,1,50,0.0,OTHER_2,False,True,False,True
2025-03-27 04:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-03-27 08:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2025-03-27 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2025-05-23 04:00:00,1,50,1.0,OTHER_2,False,False,True,True
2025-05-23 08:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-05-23 12:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-05-27 04:00:00,1,50,0.0,OTHER_2,True,False,False,True
2025-05-27 08:00:00,1,25,0.0,OTHER_1,False,False,False,True
2025-05-28 12:00:00,1,50,0.0,OTHER_2,False,True,False,True
2025-05-30 00:00:00,1,50,0.0,OTHER_2,True,False,False,True
2025-05-30 04:00:00,1,50,0.0,OTHER_2,False,False,True,True
2025-06-04 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2025-06-04 16:00:00,1,50,1.0,OTHER_2,False,False,True,True
2025-07-16 12:00:00,1,50,0.0,OTHER_2,False,True,False,True
2025-07-21 04:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-07-21 08:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-09-15 12:00:00,1,75,1.0,NO_OB,False,True,True,True
2025-09-15 16:00:00,1,50,1.0,OTHER_2,False,True,False,True
2025-09-17 08:00:00,1,25,0.0,OTHER_1,False,False,True,False
2025-09-17 16:00:00,1,75,1.0,NO_OB,False,True,True,True
2025-09-17 20:00:00,1,50,0.0,OTHER_2,False,True,False,True
2025-11-28 16:00:00,1,25,1.0,OTHER_1,False,False,False,True
2025-12-05 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2025-12-05 16:00:00,1,50,0.0,OTHER_2,True,False,False,True
2025-12-10 08:00:00,1,75,0.0,NO_OB,False,True,True,True
2025-12-11 04:00:00,1,50,0.0,OTHER_2,False,True,False,True
2025-12-11 12:00:00,1,75,1.0,NO_OB,False,True,True,True
2025-12-11 16:00:00,1,75,1.0,NO_OB,False,True,True,True
2025-12-19 16:00:00,1,100,1.0,ALL4,True,True,True,True
2026-01-09 12:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2026-01-09 16:00:00,1,100,1.0,ALL4,True,True,True,True
2026-01-16 12:00:00,1,50,0.0,OTHER_2,True,False,False,True
2026-01-16 16:00:00,1,25,0.0,OTHER_1,False,False,True,False
2026-01-20 00:00:00,1,25,1.0,OTHER_1,True,False,False,False
2026-01-20 04:00:00,1,50,1.0,OTHER_2,False,True,False,True
2026-02-12 12:00:00,1,75,0.0,NO_OB,False,True,True,True
2026-02-12 16:00:00,1,75,0.0,NO_OB,False,True,True,True
2026-02-20 12:00:00,1,50,1.0,OTHER_2,False,True,False,True
2026-02-20 16:00:00,1,25,0.0,OTHER_1,False,False,False,True
2026-02-24 16:00:00,1,50,1.0,OTHER_2,False,False,True,True
2026-02-25 00:00:00,1,75,1.0,NO_LIQUIDITY,True,True,False,True
2026-02-27 12:00:00,1,50,1.0,OTHER_2,False,False,True,True
2026-02-27 16:00:00,1,75,1.0,NO_OB,False,True,True,True
2026-03-12 16:00:00,1,100,0.0,ALL4,True,True,True,True
2026-03-27 16:00:00,-1,25,0.0,OTHER_1,True,False,False,False
2026-04-28 04:00:00,-1,25,1.0,OTHER_1,False,False,True,False
2026-04-28 08:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2026-04-28 12:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2026-05-06 00:00:00,-1,50,0.0,OTHER_2,False,True,False,True
2026-05-22 16:00:00,-1,75,1.0,NO_IMBALANCE,True,False,True,True
2026-05-26 16:00:00,-1,75,1.0,NO_OB,False,True,True,True
2026-05-27 04:00:00,-1,50,1.0,OTHER_2,False,False,True,True
2026-05-27 08:00:00,-1,25,1.0,OTHER_1,False,False,False,True
2026-05-27 12:00:00,-1,50,1.0,OTHER_2,True,True,False,False
2026-06-29 12:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2026-06-29 16:00:00,-1,75,1.0,NO_LIQUIDITY,True,True,False,True
2026-06-29 20:00:00,-1,25,1.0,OTHER_1,True,False,False,False
2026-06-30 00:00:00,-1,50,1.0,OTHER_2,False,True,False,True
2026-06-30 04:00:00,-1,75,1.0,NO_LIQUIDITY,True,True,False,True
2026-06-30 08:00:00,-1,75,0.0,NO_LIQUIDITY,True,True,False,True
2026-06-30 16:00:00,-1,50,0.0,OTHER_2,False,True,False,True
2026-07-01 00:00:00,-1,75,1.0,NO_LIQUIDITY,True,True,False,True
2026-07-01 08:00:00,-1,75,0.0,NO_LIQUIDITY,True,True,False,True
2026-07-01 12:00:00,-1,50,0.0,OTHER_2,True,False,False,True
2026-07-13 16:00:00,-1,25,1.0,OTHER_1,False,False,False,True
2026-07-14 12:00:00,-1,50,0.0,OTHER_2,False,False,True,True
2026-07-16 12:00:00,-1,25,1.0,OTHER_1,True,False,False,False
2026-07-21 00:00:00,-1,25,0.0,OTHER_1,False,False,False,True
