time,archive_ratio_str,archive_ratio,archive_digits,source_date
2026-09-06 13:55:00+00:00,1.05641084,1.05641084,8,2026-09-06
2026-09-06 14:00:00+00:00,1.05556616,1.05556616,8,2026-09-06
2026-09-06 14:05:00+00:00,1.05543257,1.05543257,8,2026-09-06
2026-09-06 14:10:00+00:00,1.05255463,1.05255463,8,2026-09-06
2026-09-06 14:15:00+00:00,1.05269867,1.05269867,8,2026-09-06
2026-09-06 14:20:00+00:00,1.04967892,1.04967892,8,2026-09-06
2026-09-06 14:25:00+00:00,1.05040035,1.05040035,8,2026-09-06
2026-09-06 14:30:00+00:00,1.02937636,1.02937636,8,2026-09-06
2026-09-06 14:35:00+00:00,1.03958661,1.03958661,8,2026-09-06
2026-09-06 14:40:00+00:00,1.04421516,1.04421516,8,2026-09-06
2026-09-06 14:45:00+00:00,1.04806124,1.04806124,8,2026-09-06
2026-09-06 14:50:00+00:00,1.04983687,1.04983687,8,2026-09-06
2026-09-06 14:55:00+00:00,1.04739434,1.04739434,8,2026-09-06
2026-09-06 15:00:00+00:00,1.04397701,1.04397701,8,2026-09-06
2026-09-06 15:05:00+00:00,1.04548713,1.04548713,8,2026-09-06
2026-09-06 15:10:00+00:00,1.04484408,1.04484408,8,2026-09-06
2026-09-06 15:15:00+00:00,1.04792214,1.04792214,8,2026-09-06
2026-09-06 15:20:00+00:00,1.04940058,1.04940058,8,2026-09-06
2026-09-06 15:25:00+00:00,1.04736303,1.04736303,8,2026-09-06
2026-09-06 15:30:00+00:00,1.04693316,1.04693316,8,2026-09-06
2026-09-06 15:35:00+00:00,1.04890789,1.04890789,8,2026-09-06
2026-09-06 15:40:00+00:00,1.05020872,1.05020872,8,2026-09-06
2026-09-06 15:45:00+00:00,1.05128599,1.05128599,8,2026-09-06
2026-09-06 15:50:00+00:00,1.05229504,1.05229504,8,2026-09-06
2026-09-06 15:55:00+00:00,1.05180584,1.05180584,8,2026-09-06
2026-09-06 16:00:00+00:00,1.05075915,1.05075915,8,2026-09-06
2026-09-06 16:05:00+00:00,1.04881167,1.04881167,8,2026-09-06
2026-09-06 16:10:00+00:00,1.05178151,1.05178151,8,2026-09-06
2026-09-06 16:15:00+00:00,1.05157699,1.05157699,8,2026-09-06
2026-09-06 16:20:00+00:00,1.05197697,1.05197697,8,2026-09-06
2026-09-06 16:25:00+00:00,1.05195221,1.05195221,8,2026-09-06
2026-09-06 16:30:00+00:00,1.05377708,1.05377708,8,2026-09-06
2026-09-06 16:35:00+00:00,1.05411638,1.05411638,8,2026-09-06
2026-09-06 16:40:00+00:00,1.05447511,1.05447511,8,2026-09-06
2026-09-06 16:45:00+00:00,1.05410909,1.05410909,8,2026-09-06
2026-09-06 16:50:00+00:00,1.05532493,1.05532493,8,2026-09-06
2026-09-06 16:55:00+00:00,1.05443161,1.05443161,8,2026-09-06
2026-09-06 17:00:00+00:00,1.05336744,1.05336744,8,2026-09-06
2026-09-06 17:05:00+00:00,1.05172943,1.05172943,8,2026-09-06
2026-09-06 17:10:00+00:00,1.05048144,1.05048144,8,2026-09-06
2026-09-06 17:15:00+00:00,1.05111662,1.05111662,8,2026-09-06
2026-09-06 17:20:00+00:00,1.05228115,1.05228115,8,2026-09-06
2026-09-06 17:25:00+00:00,1.05199336,1.05199336,8,2026-09-06
2026-09-06 17:30:00+00:00,1.05203501,1.05203501,8,2026-09-06
2026-09-06 17:35:00+00:00,1.05250105,1.05250105,8,2026-09-06
2026-09-06 17:40:00+00:00,1.05322985,1.05322985,8,2026-09-06
2026-09-06 17:45:00+00:00,1.05302720,1.0530272,8,2026-09-06
2026-09-06 17:50:00+00:00,1.05295584,1.05295584,8,2026-09-06
2026-09-06 17:55:00+00:00,1.05413320,1.0541332,8,2026-09-06
2026-09-06 18:00:00+00:00,1.05441220,1.0544122,8,2026-09-06
2026-09-06 18:05:00+00:00,1.05578047,1.05578047,8,2026-09-06
2026-09-06 18:10:00+00:00,1.05695447,1.05695447,8,2026-09-06
2026-09-06 18:15:00+00:00,1.05737999,1.05737999,8,2026-09-06
2026-09-06 18:20:00+00:00,1.05805921,1.05805921,8,2026-09-06
2026-09-06 18:25:00+00:00,1.05758665,1.05758665,8,2026-09-06
2026-09-06 18:30:00+00:00,1.05826616,1.05826616,8,2026-09-06
2026-09-06 18:35:00+00:00,1.05842128,1.05842128,8,2026-09-06
2026-09-06 18:40:00+00:00,1.05805407,1.05805407,8,2026-09-06
2026-09-06 18:45:00+00:00,1.05686443,1.05686443,8,2026-09-06
2026-09-06 18:50:00+00:00,1.05541232,1.05541232,8,2026-09-06
2026-09-06 18:55:00+00:00,1.05371742,1.05371742,8,2026-09-06
2026-09-06 19:00:00+00:00,1.05406929,1.05406929,8,2026-09-06
2026-09-06 19:05:00+00:00,1.05269897,1.05269897,8,2026-09-06
2026-09-06 19:10:00+00:00,1.05192295,1.05192295,8,2026-09-06
2026-09-06 19:15:00+00:00,1.05125646,1.05125646,8,2026-09-06
2026-09-06 19:20:00+00:00,1.05095134,1.05095134,8,2026-09-06
2026-09-06 19:25:00+00:00,1.05089104,1.05089104,8,2026-09-06
2026-09-06 19:30:00+00:00,1.05071954,1.05071954,8,2026-09-06
2026-09-06 19:35:00+00:00,1.04993478,1.04993478,8,2026-09-06
2026-09-06 19:40:00+00:00,1.04976924,1.04976924,8,2026-09-06
2026-09-06 19:45:00+00:00,1.05000320,1.0500032,8,2026-09-06
2026-09-06 19:50:00+00:00,1.05018091,1.05018091,8,2026-09-06
2026-09-06 19:55:00+00:00,1.05123876,1.05123876,8,2026-09-06
2026-09-06 20:00:00+00:00,1.05096796,1.05096796,8,2026-09-06
2026-09-06 20:05:00+00:00,1.05021862,1.05021862,8,2026-09-06
2026-09-06 20:10:00+00:00,1.05018792,1.05018792,8,2026-09-06
2026-09-06 20:15:00+00:00,1.05034196,1.05034196,8,2026-09-06
2026-09-06 20:20:00+00:00,1.05126959,1.05126959,8,2026-09-06
2026-09-06 20:25:00+00:00,1.05142243,1.05142243,8,2026-09-06
2026-09-06 20:30:00+00:00,1.05224368,1.05224368,8,2026-09-06
2026-09-06 20:35:00+00:00,1.05240733,1.05240733,8,2026-09-06
2026-09-06 20:40:00+00:00,1.05121649,1.05121649,8,2026-09-06
2026-09-06 20:45:00+00:00,1.05252251,1.05252251,8,2026-09-06
2026-09-06 20:50:00+00:00,1.05298708,1.05298708,8,2026-09-06
2026-09-06 20:55:00+00:00,1.05269890,1.0526989,8,2026-09-06
2026-09-06 21:00:00+00:00,1.05425851,1.05425851,8,2026-09-06
2026-09-06 21:05:00+00:00,1.05497194,1.05497194,8,2026-09-06
2026-09-06 21:10:00+00:00,1.05500449,1.05500449,8,2026-09-06
2026-09-06 21:15:00+00:00,1.05711134,1.05711134,8,2026-09-06
2026-09-06 21:20:00+00:00,1.05673613,1.05673613,8,2026-09-06
2026-09-06 21:25:00+00:00,1.05663401,1.05663401,8,2026-09-06
2026-09-06 21:30:00+00:00,1.05634886,1.05634886,8,2026-09-06
2026-09-06 21:35:00+00:00,1.05656750,1.0565675,8,2026-09-06
2026-09-06 21:40:00+00:00,1.05810449,1.05810449,8,2026-09-06
2026-09-06 21:45:00+00:00,1.05733995,1.05733995,8,2026-09-06
2026-09-06 21:50:00+00:00,1.05758182,1.05758182,8,2026-09-06
2026-09-06 21:55:00+00:00,1.05743118,1.05743118,8,2026-09-06
2026-09-06 22:00:00+00:00,1.06140137,1.06140137,8,2026-09-06
2026-09-06 22:05:00+00:00,1.05843273,1.05843273,8,2026-09-06
2026-09-06 22:10:00+00:00,1.05905133,1.05905133,8,2026-09-06
2026-09-06 22:15:00+00:00,1.05721977,1.05721977,8,2026-09-06
2026-09-06 22:20:00+00:00,1.05718351,1.05718351,8,2026-09-06
2026-09-06 22:25:00+00:00,1.05829401,1.05829401,8,2026-09-06
2026-09-06 22:30:00+00:00,1.05833462,1.05833462,8,2026-09-06
2026-09-06 22:35:00+00:00,1.05878580,1.0587858,8,2026-09-06
2026-09-06 22:40:00+00:00,1.05886879,1.05886879,8,2026-09-06
2026-09-06 22:45:00+00:00,1.05865990,1.0586599,8,2026-09-06
2026-09-06 22:50:00+00:00,1.05331621,1.05331621,8,2026-09-06
2026-09-06 22:55:00+00:00,1.05572564,1.05572564,8,2026-09-06
2026-09-06 23:00:00+00:00,1.06947192,1.06947192,8,2026-09-06
2026-09-06 23:05:00+00:00,1.06945917,1.06945917,8,2026-09-06
2026-09-06 23:10:00+00:00,1.06956340,1.0695634,8,2026-09-06
2026-09-06 23:15:00+00:00,1.06935389,1.06935389,8,2026-09-06
2026-09-06 23:20:00+00:00,1.06821946,1.06821946,8,2026-09-06
2026-09-06 23:25:00+00:00,1.06745277,1.06745277,8,2026-09-06
2026-09-06 23:30:00+00:00,1.06741588,1.06741588,8,2026-09-06
2026-09-06 23:35:00+00:00,1.06884959,1.06884959,8,2026-09-06
2026-09-06 23:40:00+00:00,1.06765129,1.06765129,8,2026-09-06
2026-09-06 23:45:00+00:00,1.06462452,1.06462452,8,2026-09-06
2026-09-06 23:50:00+00:00,1.06258319,1.06258319,8,2026-09-06
2026-09-06 23:55:00+00:00,1.06016781,1.06016781,8,2026-09-06
2026-09-07 00:00:00+00:00,1.05928123,1.05928123,8,2026-09-07
2026-09-07 00:05:00+00:00,1.06022373,1.06022373,8,2026-09-07
2026-09-07 00:10:00+00:00,1.05977074,1.05977074,8,2026-09-07
2026-09-07 00:15:00+00:00,1.05717591,1.05717591,8,2026-09-07
2026-09-07 00:20:00+00:00,1.05680741,1.05680741,8,2026-09-07
2026-09-07 00:25:00+00:00,1.05727490,1.0572749,8,2026-09-07
2026-09-07 00:30:00+00:00,1.05757729,1.05757729,8,2026-09-07
2026-09-07 00:35:00+00:00,1.05623161,1.05623161,8,2026-09-07
2026-09-07 00:40:00+00:00,1.05603688,1.05603688,8,2026-09-07
2026-09-07 00:45:00+00:00,1.05451206,1.05451206,8,2026-09-07
2026-09-07 00:50:00+00:00,1.05489390,1.0548939,8,2026-09-07
2026-09-07 00:55:00+00:00,1.05388084,1.05388084,8,2026-09-07
2026-09-07 01:00:00+00:00,1.05478921,1.05478921,8,2026-09-07
2026-09-07 01:05:00+00:00,1.05132111,1.05132111,8,2026-09-07
2026-09-07 01:10:00+00:00,1.05159483,1.05159483,8,2026-09-07
2026-09-07 01:15:00+00:00,1.04597672,1.04597672,8,2026-09-07
2026-09-07 01:20:00+00:00,1.04583665,1.04583665,8,2026-09-07
2026-09-07 01:25:00+00:00,1.04560001,1.04560001,8,2026-09-07
2026-09-07 01:30:00+00:00,1.04626357,1.04626357,8,2026-09-07
2026-09-07 01:35:00+00:00,1.04726838,1.04726838,8,2026-09-07
2026-09-07 01:40:00+00:00,1.03395581,1.03395581,8,2026-09-07
2026-09-07 01:45:00+00:00,1.03451910,1.0345191,8,2026-09-07
2026-09-07 01:50:00+00:00,1.03614396,1.03614396,8,2026-09-07
2026-09-07 01:55:00+00:00,1.03718270,1.0371827,8,2026-09-07
2026-09-07 02:00:00+00:00,1.03712267,1.03712267,8,2026-09-07
2026-09-07 02:05:00+00:00,1.03559144,1.03559144,8,2026-09-07
2026-09-07 02:10:00+00:00,1.03438414,1.03438414,8,2026-09-07
2026-09-07 02:15:00+00:00,1.03499750,1.0349975,8,2026-09-07
2026-09-07 02:20:00+00:00,1.03601154,1.03601154,8,2026-09-07
2026-09-07 02:25:00+00:00,1.03974914,1.03974914,8,2026-09-07
2026-09-07 02:30:00+00:00,1.04576868,1.04576868,8,2026-09-07
2026-09-07 02:35:00+00:00,1.04943260,1.0494326,8,2026-09-07
2026-09-07 02:40:00+00:00,1.04598086,1.04598086,8,2026-09-07
2026-09-07 02:45:00+00:00,1.04513581,1.04513581,8,2026-09-07
2026-09-07 02:50:00+00:00,1.04253706,1.04253706,8,2026-09-07
2026-09-07 02:55:00+00:00,1.04500097,1.04500097,8,2026-09-07
2026-09-07 03:00:00+00:00,1.04677602,1.04677602,8,2026-09-07
2026-09-07 03:05:00+00:00,1.04788562,1.04788562,8,2026-09-07
2026-09-07 03:10:00+00:00,1.04673150,1.0467315,8,2026-09-07
2026-09-07 03:15:00+00:00,1.04717066,1.04717066,8,2026-09-07
2026-09-07 03:20:00+00:00,1.04983654,1.04983654,8,2026-09-07
2026-09-07 03:25:00+00:00,1.04927122,1.04927122,8,2026-09-07
2026-09-07 03:30:00+00:00,1.04999099,1.04999099,8,2026-09-07
2026-09-07 03:35:00+00:00,1.04755723,1.04755723,8,2026-09-07
2026-09-07 03:40:00+00:00,1.04710345,1.04710345,8,2026-09-07
2026-09-07 03:45:00+00:00,1.04885202,1.04885202,8,2026-09-07
2026-09-07 03:50:00+00:00,1.04909032,1.04909032,8,2026-09-07
2026-09-07 03:55:00+00:00,1.05172236,1.05172236,8,2026-09-07
2026-09-07 04:00:00+00:00,1.05210583,1.05210583,8,2026-09-07
2026-09-07 04:05:00+00:00,1.05281966,1.05281966,8,2026-09-07
2026-09-07 04:10:00+00:00,1.05516665,1.05516665,8,2026-09-07
2026-09-07 04:15:00+00:00,1.05781516,1.05781516,8,2026-09-07
2026-09-07 04:20:00+00:00,1.06130372,1.06130372,8,2026-09-07
2026-09-07 04:25:00+00:00,1.06186896,1.06186896,8,2026-09-07
2026-09-07 04:30:00+00:00,1.06389154,1.06389154,8,2026-09-07
2026-09-07 04:35:00+00:00,1.06414953,1.06414953,8,2026-09-07
2026-09-07 04:40:00+00:00,1.06396833,1.06396833,8,2026-09-07
2026-09-07 04:45:00+00:00,1.06660040,1.0666004,8,2026-09-07
2026-09-07 04:50:00+00:00,1.06760422,1.06760422,8,2026-09-07
2026-09-07 04:55:00+00:00,1.06882565,1.06882565,8,2026-09-07
2026-09-07 05:00:00+00:00,1.07038559,1.07038559,8,2026-09-07
2026-09-07 05:05:00+00:00,1.07331306,1.07331306,8,2026-09-07
2026-09-07 05:10:00+00:00,1.07567596,1.07567596,8,2026-09-07
2026-09-07 05:15:00+00:00,1.07532579,1.07532579,8,2026-09-07
2026-09-07 05:20:00+00:00,1.07346653,1.07346653,8,2026-09-07
2026-09-07 05:25:00+00:00,1.07287727,1.07287727,8,2026-09-07
2026-09-07 05:30:00+00:00,1.06956926,1.06956926,8,2026-09-07
2026-09-07 05:35:00+00:00,1.07008417,1.07008417,8,2026-09-07
2026-09-07 05:40:00+00:00,1.06772718,1.06772718,8,2026-09-07
2026-09-07 05:45:00+00:00,1.06878559,1.06878559,8,2026-09-07
2026-09-07 05:50:00+00:00,1.06661347,1.06661347,8,2026-09-07
2026-09-07 05:55:00+00:00,1.06495744,1.06495744,8,2026-09-07
2026-09-07 06:00:00+00:00,1.06394161,1.06394161,8,2026-09-07
2026-09-07 06:05:00+00:00,1.06385521,1.06385521,8,2026-09-07
2026-09-07 06:10:00+00:00,1.06475559,1.06475559,8,2026-09-07
2026-09-07 06:15:00+00:00,1.06366729,1.06366729,8,2026-09-07
2026-09-07 06:20:00+00:00,1.06272206,1.06272206,8,2026-09-07
2026-09-07 06:25:00+00:00,1.06079265,1.06079265,8,2026-09-07
