flow_id,flow_signal_time,flow_i,side,frozen_flow_signed12_atr,trigger_rule,trigger_time,trigger_i,trigger_level,entry,entry_atr,delay_bars,delay_hours
36,2021-01-19 05:30:00+00:00,47855,1,4.469661554833436,PIVOT2X2_CONFIRMED,2021-01-19 06:15:00+00:00,47858,36210.0,36554.35,209.46428571428572,3,0.75
37,2021-01-19 18:00:00+00:00,47905,-1,5.082174664612411,PIVOT2X2_CONFIRMED,2021-01-19 23:15:00+00:00,47926,36843.99,36370.42,269.7964285714276,21,5.25
38,2021-01-20 06:00:00+00:00,47953,-1,1.6300820359737962,PIVOT2X2_CONFIRMED,2021-01-20 07:45:00+00:00,47960,35855.0,35679.08,250.04500000000033,7,1.75
39,2021-01-20 19:00:00+00:00,48005,-1,1.091476211484636,PIVOT2X2_CONFIRMED,2021-01-20 20:15:00+00:00,48010,35368.18,34980.19,267.4871428571423,5,1.25
40,2021-01-21 07:00:00+00:00,48053,1,-9.908460795008423,PIVOT2X2_CONFIRMED,2021-01-21 12:30:00+00:00,48075,31330.0,32494.26,602.4028571428581,22,5.5
41,2021-01-21 19:15:00+00:00,48102,-1,2.555670148483084,PIVOT2X2_CONFIRMED,2021-01-21 20:00:00+00:00,48105,32749.0,32430.81,432.96500000000015,3,0.75
42,2021-01-22 07:15:00+00:00,48150,1,6.201797993241216,PIVOT2X2_CONFIRMED,2021-01-22 08:30:00+00:00,48155,30515.55,31032.2,407.0085714285719,5,1.25
43,2021-01-22 19:15:00+00:00,48198,-1,1.5267929866236003,PIVOT2X2_CONFIRMED,2021-01-22 20:45:00+00:00,48204,33831.52,33515.11,324.661428571429,6,1.5
44,2021-01-23 07:15:00+00:00,48246,-1,2.3884654096018414,PIVOT2X2_CONFIRMED,2021-01-23 14:00:00+00:00,48273,32301.0,31778.37,338.14142857142906,27,6.75
45,2021-01-23 20:30:00+00:00,48299,-1,-2.171908223231512,PIVOT2X2_CONFIRMED,2021-01-23 22:30:00+00:00,48307,32550.0,32045.75,207.5085714285711,8,2.0
46,2021-01-24 08:30:00+00:00,48347,-1,5.344683022302103,PIVOT2X2_CONFIRMED,2021-01-24 10:00:00+00:00,48353,32799.0,32655.88,166.56357142857192,6,1.5
47,2021-01-24 20:30:00+00:00,48395,1,8.14193743213459,PIVOT2X2_CONFIRMED,2021-01-24 23:45:00+00:00,48408,32030.0,32275.63,217.43642857142837,13,3.25
48,2021-01-25 08:45:00+00:00,48444,1,0.0466855295068782,PIVOT2X2_CONFIRMED,2021-01-25 10:45:00+00:00,48452,32800.0,33144.93,220.79714285714311,8,2.0
49,2021-01-25 21:45:00+00:00,48496,-1,2.6370740484939645,PIVOT2X2_CONFIRMED,2021-01-25 23:30:00+00:00,48503,32657.96,32404.66,405.0821428571432,7,1.75
50,2021-01-26 12:15:00+00:00,48554,-1,-2.103800810512097,PIVOT2X2_CONFIRMED,2021-01-26 14:15:00+00:00,48562,31944.0,31455.5,329.46642857142797,8,2.0
51,2021-01-27 00:15:00+00:00,48602,-1,6.6224641647800935,PIVOT2X2_CONFIRMED,2021-01-27 01:30:00+00:00,48607,32487.88,32130.68,306.12714285714384,5,1.25
52,2021-01-27 12:15:00+00:00,48650,1,-1.1907145989743722,PIVOT2X2_CONFIRMED,2021-01-27 12:45:00+00:00,48652,30328.05,30755.63,307.61000000000007,2,0.5
53,2021-01-28 00:15:00+00:00,48698,-1,-3.504126988865344,PIVOT2X2_CONFIRMED,2021-01-28 04:30:00+00:00,48715,31600.0,31213.56,294.32571428571384,17,4.25
54,2021-01-28 13:00:00+00:00,48749,-1,-11.259130781720168,PIVOT2X2_CONFIRMED,2021-01-28 14:30:00+00:00,48755,32215.37,31787.64,270.48857142857116,6,1.5
55,2021-01-29 01:15:00+00:00,48798,-1,-10.450676233739442,PIVOT2X2_CONFIRMED,2021-01-29 12:00:00+00:00,48841,37290.0,36760.96,1256.962142857143,43,10.75
56,2021-01-29 13:15:00+00:00,48846,-1,3.936008809232563,PIVOT2X2_CONFIRMED,2021-01-29 15:45:00+00:00,48856,37577.84,37176.39,644.3614285714278,10,2.5
57,2021-01-30 01:15:00+00:00,48894,1,-1.6783007503963234,PIVOT2X2_CONFIRMED,2021-01-30 04:15:00+00:00,48906,32849.06,33493.62,461.47928571428565,12,3.0
58,2021-01-30 13:15:00+00:00,48942,1,0.5644022116889553,PIVOT2X2_CONFIRMED,2021-01-30 16:45:00+00:00,48956,33550.32,33986.08,304.59928571428566,14,3.5
59,2021-01-31 01:15:00+00:00,48990,-1,1.290023296685329,PIVOT2X2_CONFIRMED,2021-01-31 02:15:00+00:00,48994,34283.69,33905.94,227.65571428571533,4,1.0
60,2021-01-31 13:45:00+00:00,49040,-1,1.219620843928052,PIVOT2X2_CONFIRMED,2021-01-31 15:15:00+00:00,49046,33717.27,33082.57,263.55285714285594,6,1.5
61,2021-02-01 01:45:00+00:00,49088,1,1.0239475971382714,PIVOT2X2_CONFIRMED,2021-02-01 05:45:00+00:00,49104,33468.0,33787.93,217.28642857142924,16,4.0
62,2021-02-01 13:45:00+00:00,49136,-1,-0.0816948578524494,PIVOT2X2_CONFIRMED,2021-02-01 22:45:00+00:00,49172,33823.71,33579.06,176.29285714285757,36,9.0
63,2021-02-02 01:45:00+00:00,49184,-1,-5.205484061451549,PIVOT2X2_CONFIRMED,2021-02-02 05:00:00+00:00,49197,34000.0,33883.6,168.32357142857083,13,3.25
64,2021-02-02 13:45:00+00:00,49232,-1,-4.730895458496039,PIVOT2X2_CONFIRMED,2021-02-02 17:00:00+00:00,49245,35262.07,34944.61,267.10142857142847,13,3.25
65,2021-02-03 01:45:00+00:00,49280,1,2.724760918784591,PIVOT2X2_CONFIRMED,2021-02-03 02:30:00+00:00,49283,35880.14,36012.36,210.58714285714242,3,0.75
66,2021-02-03 13:45:00+00:00,49328,1,6.424599028809756,PIVOT2X2_CONFIRMED,2021-02-03 15:00:00+00:00,49333,36412.15,36624.12,268.3092857142848,5,1.25
67,2021-02-04 01:45:00+00:00,49376,1,-2.2033131403784205,PIVOT2X2_CONFIRMED,2021-02-04 02:45:00+00:00,49380,37581.01,37954.98,305.58642857142905,4,1.0
68,2021-02-04 15:30:00+00:00,49431,-1,-2.3899290441834053,PIVOT2X2_CONFIRMED,2021-02-04 20:30:00+00:00,49451,37859.33,37480.42,275.26571428571435,20,5.0
69,2021-02-05 03:45:00+00:00,49480,1,2.3690811200520785,PIVOT2X2_CONFIRMED,2021-02-05 08:45:00+00:00,49500,37451.0,37772.46,242.6357142857149,20,5.0
70,2021-02-05 15:45:00+00:00,49528,-1,-5.9688738848506215,PIVOT2X2_CONFIRMED,2021-02-05 18:15:00+00:00,49538,38004.64,37767.38,236.9985714285706,10,2.5
71,2021-02-06 03:45:00+00:00,49576,1,3.2220081830194616,PIVOT2X2_CONFIRMED,2021-02-06 08:15:00+00:00,49594,39200.0,39646.89,233.2321428571418,18,4.5
72,2021-02-06 16:00:00+00:00,49625,1,-7.673713997625597,PIVOT2X2_CONFIRMED,2021-02-06 18:30:00+00:00,49635,40140.0,40445.59,251.95714285714192,10,2.5
73,2021-02-07 05:45:00+00:00,49680,1,-2.177067530244673,PIVOT2X2_CONFIRMED,2021-02-07 12:00:00+00:00,49705,38823.89,39189.6,270.1071428571423,25,6.25
74,2021-02-07 17:45:00+00:00,49728,1,2.1501885881651943,PIVOT2X2_CONFIRMED,2021-02-07 18:15:00+00:00,49730,37755.0,38137.83,352.1992857142858,2,0.5
75,2021-02-08 06:45:00+00:00,49780,1,14.344611331135834,PIVOT2X2_CONFIRMED,2021-02-08 07:30:00+00:00,49783,38929.13,39306.72,226.54071428571478,3,0.75
76,2021-02-08 18:45:00+00:00,49828,1,10.426634612620203,PIVOT2X2_CONFIRMED,2021-02-08 19:15:00+00:00,49830,42649.0,43087.81,492.9949999999995,2,0.5
77,2021-02-09 06:45:00+00:00,49876,-1,2.3721450493646024,PIVOT2X2_CONFIRMED,2021-02-09 07:30:00+00:00,49879,48266.36,47643.66,495.71571428571406,3,0.75
78,2021-02-09 19:45:00+00:00,49928,-1,1.109814907323056,PIVOT2X2_CONFIRMED,2021-02-09 20:15:00+00:00,49930,47384.0,46977.3,401.5471428571421,2,0.5
79,2021-02-10 08:00:00+00:00,49977,-1,4.937484039367677,PIVOT2X2_CONFIRMED,2021-02-10 09:45:00+00:00,49984,47095.0,46734.83,294.90499999999986,7,1.75
80,2021-02-10 20:30:00+00:00,50027,1,1.254515715965802,PIVOT2X2_CONFIRMED,2021-02-10 21:30:00+00:00,50031,44400.0,44837.92,361.5335714285715,4,1.0
81,2021-02-11 08:45:00+00:00,50076,1,6.707422340848454,PIVOT2X2_CONFIRMED,2021-02-11 14:30:00+00:00,50099,47430.0,48037.53,533.1478571428571,23,5.75
82,2021-02-11 21:00:00+00:00,50125,-1,0.0778409117568461,PIVOT2X2_CONFIRMED,2021-02-12 02:15:00+00:00,50146,48662.38,48164.07,493.09642857142745,21,5.25
83,2021-02-12 09:00:00+00:00,50173,-1,-1.228235518474375,PIVOT2X2_CONFIRMED,2021-02-12 10:45:00+00:00,50180,47813.0,47485.67,318.14928571428544,7,1.75
84,2021-02-12 21:00:00+00:00,50221,-1,0.7741376432688464,PIVOT2X2_CONFIRMED,2021-02-12 22:00:00+00:00,50225,48281.39,47851.33,264.6885714285719,4,1.0
85,2021-02-13 09:00:00+00:00,50269,-1,1.776150830777237,PIVOT2X2_CONFIRMED,2021-02-13 09:45:00+00:00,50272,47660.2,47276.2,311.3621428571423,3,0.75
86,2021-02-13 22:30:00+00:00,50323,-1,-9.693453893859314,PIVOT2X2_CONFIRMED,2021-02-13 23:30:00+00:00,50327,47383.44,47207.09,218.5278571428571,4,1.0
87,2021-02-14 10:30:00+00:00,50371,1,-0.1801895206243043,PIVOT2X2_CONFIRMED,2021-02-14 11:30:00+00:00,50375,48847.7,49071.42,260.7578571428572,4,1.0
88,2021-02-14 23:15:00+00:00,50422,-1,4.543700516732832,PIVOT2X2_CONFIRMED,2021-02-15 01:00:00+00:00,50429,49100.0,48518.22,282.8378571428579,7,1.75
89,2021-02-15 11:15:00+00:00,50470,1,1.1921578478396948,PIVOT2X2_CONFIRMED,2021-02-15 13:00:00+00:00,50477,47500.0,48274.77,290.16571428571376,7,1.75
90,2021-02-15 23:15:00+00:00,50518,1,2.174151536761871,PIVOT2X2_CONFIRMED,2021-02-16 06:45:00+00:00,50548,48583.09,49109.31,420.0699999999997,30,7.5
91,2021-02-16 12:15:00+00:00,50570,1,-1.4402277314389504,PIVOT2X2_CONFIRMED,2021-02-16 14:30:00+00:00,50579,48785.0,49445.13,684.6999999999997,9,2.25
92,2021-02-17 00:15:00+00:00,50618,1,7.471026889503009,PIVOT2X2_CONFIRMED,2021-02-17 01:30:00+00:00,50623,49029.62,49488.8,285.15428571428595,5,1.25
93,2021-02-17 13:45:00+00:00,50672,-1,-2.7472448476767446,PIVOT2X2_CONFIRMED,2021-02-17 14:30:00+00:00,50675,51349.36,50849.1,370.22571428571507,3,0.75
94,2021-02-18 07:30:00+00:00,50743,-1,-2.2429895939038293,PIVOT2X2_CONFIRMED,2021-02-18 08:30:00+00:00,50747,52301.86,51925.32,301.1671428571426,4,1.0
95,2021-02-18 21:00:00+00:00,50797,1,3.0823443661577152,PIVOT2X2_CONFIRMED,2021-02-18 22:45:00+00:00,50804,51577.72,51915.69,252.8650000000011,7,1.75
96,2021-02-19 09:00:00+00:00,50845,1,12.98885290373377,PIVOT2X2_CONFIRMED,2021-02-19 13:30:00+00:00,50863,52411.07,52670.01,230.37928571428606,18,4.5
97,2021-02-20 01:15:00+00:00,50910,-1,-2.608655053969008,PIVOT2X2_CONFIRMED,2021-02-20 02:45:00+00:00,50916,56500.0,56239.87,390.3385714285723,6,1.5
98,2021-02-20 13:15:00+00:00,50958,-1,3.7854620663720913,PIVOT2X2_CONFIRMED,2021-02-20 14:45:00+00:00,50964,57537.82,56363.42,468.3971428571432,6,1.5
99,2021-02-21 01:15:00+00:00,51006,1,2.17526753834955,PIVOT2X2_CONFIRMED,2021-02-21 04:30:00+00:00,51019,56200.0,56666.83,281.74000000000007,13,3.25
100,2021-02-21 13:15:00+00:00,51054,-1,1.1823833934835606,PIVOT2X2_CONFIRMED,2021-02-21 17:15:00+00:00,51070,57890.0,57697.06,333.2164285714285,16,4.0
101,2021-02-22 01:15:00+00:00,51102,-1,9.089972163249415,PIVOT2X2_CONFIRMED,2021-02-22 02:00:00+00:00,51105,57100.0,56839.64,407.58214285714246,3,0.75
102,2021-02-22 13:30:00+00:00,51151,1,-0.4527880514965886,PIVOT2X2_CONFIRMED,2021-02-22 14:45:00+00:00,51156,47751.42,53316.95,1259.892857142857,5,1.25
103,2021-02-23 01:30:00+00:00,51199,1,-8.558650008457027,PIVOT2X2_CONFIRMED,2021-02-23 04:00:00+00:00,51209,51225.53,52106.57,769.9757142857135,10,2.5
104,2021-02-23 13:30:00+00:00,51247,-1,-1.1593583784435268,PIVOT2X2_CONFIRMED,2021-02-23 14:30:00+00:00,51251,49192.0,46706.9,1371.567142857143,4,1.0
105,2021-02-24 02:00:00+00:00,51297,-1,1.1119777882477089,PIVOT2X2_CONFIRMED,2021-02-24 10:00:00+00:00,51329,51435.58,50667.52,502.36928571428456,32,8.0
106,2021-02-24 14:15:00+00:00,51346,1,1.8218785018382475,PIVOT2X2_CONFIRMED,2021-02-24 15:45:00+00:00,51352,48501.0,49863.34,656.0207142857138,6,1.5
107,2021-02-25 02:15:00+00:00,51394,1,0.8340881656494189,PIVOT2X2_CONFIRMED,2021-02-25 05:30:00+00:00,51407,49563.48,50029.94,376.875,13,3.25
108,2021-02-25 14:15:00+00:00,51442,1,-7.190373938113275,PIVOT2X2_CONFIRMED,2021-02-25 15:00:00+00:00,51445,50645.75,51072.01,531.2285714285717,3,0.75
109,2021-02-26 02:15:00+00:00,51490,1,-0.6049829396614373,PIVOT2X2_CONFIRMED,2021-02-26 02:30:00+00:00,51491,46162.38,47780.01,838.8764285714284,1,0.25
110,2021-02-26 15:00:00+00:00,51541,-1,-1.8669161929419684,PIVOT2X2_CONFIRMED,2021-02-26 17:30:00+00:00,51551,48438.01,47771.62,591.0478571428565,10,2.5
111,2021-02-27 03:00:00+00:00,51589,1,-1.1445690031337985,PIVOT2X2_CONFIRMED,2021-02-27 10:00:00+00:00,51617,46255.0,46760.5,452.82642857142804,28,7.0
112,2021-02-27 15:30:00+00:00,51639,-1,4.35593098396253,PIVOT2X2_CONFIRMED,2021-02-27 15:45:00+00:00,51640,47402.46,46573.05,409.591428571429,1,0.25
113,2021-02-28 06:15:00+00:00,51698,1,-1.9051906297003387,PIVOT2X2_CONFIRMED,2021-02-28 11:30:00+00:00,51719,45029.02,45427.2,355.3414285714285,21,5.25
114,2021-02-28 18:15:00+00:00,51746,1,5.4742678318375,PIVOT2X2_CONFIRMED,2021-02-28 19:45:00+00:00,51752,43478.36,44430.33,391.90000000000043,6,1.5
115,2021-03-01 06:15:00+00:00,51794,1,8.311927557807568,PIVOT2X2_CONFIRMED,2021-03-01 10:30:00+00:00,51811,47000.0,47593.48,388.0471428571431,17,4.25
116,2021-03-01 18:30:00+00:00,51843,1,0.9626041115221028,PIVOT2X2_CONFIRMED,2021-03-01 18:45:00+00:00,51844,48250.0,48475.6,398.0364285714277,1,0.25
117,2021-03-02 07:00:00+00:00,51893,1,-3.1260545780849243,PIVOT2X2_CONFIRMED,2021-03-02 07:30:00+00:00,51895,48354.51,48701.97,337.04499999999877,2,0.5
118,2021-03-02 19:00:00+00:00,51941,1,4.703673523322906,PIVOT2X2_CONFIRMED,2021-03-02 19:30:00+00:00,51943,47155.45,47787.21,486.07642857142906,2,0.5
119,2021-03-03 08:30:00+00:00,51995,1,0.5505213797828874,PIVOT2X2_CONFIRMED,2021-03-03 18:00:00+00:00,52033,50832.82,51499.99,402.8285714285703,38,9.5
120,2021-03-03 22:15:00+00:00,52050,-1,4.635928198493136,PIVOT2X2_CONFIRMED,2021-03-03 22:30:00+00:00,52051,51387.0,50814.07,425.3657142857145,1,0.25
121,2021-03-04 11:00:00+00:00,52101,1,-2.122452019897649,PIVOT2X2_CONFIRMED,2021-03-04 13:30:00+00:00,52111,48744.85,49670.02,400.7464285714289,10,2.5
122,2021-03-04 23:00:00+00:00,52149,-1,2.590926991465979,PIVOT2X2_CONFIRMED,2021-03-05 00:00:00+00:00,52153,48742.33,47316.05,374.2585714285711,4,1.0
123,2021-03-05 11:45:00+00:00,52200,1,4.414505291677697,PIVOT2X2_CONFIRMED,2021-03-05 14:00:00+00:00,52209,47312.51,48209.99,381.975714285714,9,2.25
124,2021-03-05 23:45:00+00:00,52248,1,-1.8811801208026464,PIVOT2X2_CONFIRMED,2021-03-06 01:30:00+00:00,52255,48526.87,48671.0,309.91357142857095,7,1.75
125,2021-03-06 13:00:00+00:00,52301,1,6.326975944066774,PIVOT2X2_CONFIRMED,2021-03-06 13:45:00+00:00,52304,47090.0,47350.0,294.1707142857137,3,0.75
126,2021-03-07 02:00:00+00:00,52353,1,6.380300973232552,PIVOT2X2_CONFIRMED,2021-03-07 02:15:00+00:00,52354,49015.67,49552.1,272.80285714285594,1,0.25
127,2021-03-07 16:15:00+00:00,52410,1,-1.124855935459093,PIVOT2X2_CONFIRMED,2021-03-07 19:30:00+00:00,52423,50290.0,50528.7,250.82642857142804,13,3.25
128,2021-03-08 04:15:00+00:00,52458,-1,-1.4086236227971325,PIVOT2X2_CONFIRMED,2021-03-08 06:30:00+00:00,52467,50930.0,50393.19,287.27500000000094,9,2.25
129,2021-03-08 16:15:00+00:00,52506,1,7.626692366857897,PIVOT2X2_CONFIRMED,2021-03-08 17:15:00+00:00,52510,50600.0,50858.01,353.74714285714174,4,1.0
130,2021-03-09 04:30:00+00:00,52555,1,0.8014841477665203,PIVOT2X2_CONFIRMED,2021-03-09 08:30:00+00:00,52571,53322.85,53999.41,347.20642857142855,16,4.0
131,2021-03-09 16:30:00+00:00,52603,-1,1.8601270343026373,PIVOT2X2_CONFIRMED,2021-03-09 17:15:00+00:00,52606,54389.0,54111.9,311.9349999999992,3,0.75
132,2021-03-10 05:00:00+00:00,52653,-1,-7.546892040067485,PIVOT2X2_CONFIRMED,2021-03-10 10:00:00+00:00,52673,55518.36,55017.44,344.5978571428573,20,5.0
133,2021-03-10 20:30:00+00:00,52715,1,-2.706645076855477,PIVOT2X2_CONFIRMED,2021-03-11 01:30:00+00:00,52735,55262.94,55652.87,520.7642857142855,20,5.0
134,2021-03-11 11:00:00+00:00,52773,-1,-5.430078792535953,PIVOT2X2_CONFIRMED,2021-03-11 15:30:00+00:00,52791,57199.0,56313.85,431.9492857142858,18,4.5
135,2021-03-11 23:15:00+00:00,52822,1,-2.6482815088938634,PIVOT2X2_CONFIRMED,2021-03-12 01:00:00+00:00,52829,56837.85,57646.18,496.0914285714285,7,1.75
136,2021-03-12 13:00:00+00:00,52877,-1,-1.7657422789367376,PIVOT2X2_CONFIRMED,2021-03-12 18:45:00+00:00,52900,57732.15,57411.41,383.1942857142868,23,5.75
137,2021-03-13 01:30:00+00:00,52927,-1,-9.491933174224355,PIVOT2X2_CONFIRMED,2021-03-13 04:30:00+00:00,52939,56850.0,56502.83,288.73857142857014,12,3.0
138,2021-03-13 19:45:00+00:00,53000,-1,0.6813178427669421,PIVOT2X2_CONFIRMED,2021-03-13 21:00:00+00:00,53005,61950.0,61450.0,375.427857142857,5,1.25
139,2021-03-14 10:45:00+00:00,53060,-1,0.5006980062473525,PIVOT2X2_CONFIRMED,2021-03-14 15:00:00+00:00,53077,60583.91,60033.11,340.95642857142957,17,4.25
140,2021-03-14 23:45:00+00:00,53112,-1,6.891299512952045,PIVOT2X2_CONFIRMED,2021-03-15 04:30:00+00:00,53131,60740.0,60181.41,272.48214285714283,19,4.75
141,2021-03-15 12:15:00+00:00,53162,-1,0.9584256466490854,PIVOT2X2_CONFIRMED,2021-03-15 14:30:00+00:00,53171,57320.0,56940.91,524.7171428571424,9,2.25
142,2021-03-16 00:30:00+00:00,53211,1,-0.0743078169852416,PIVOT2X2_CONFIRMED,2021-03-16 01:30:00+00:00,53215,53335.0,54413.69,601.9250000000009,4,1.0
143,2021-03-16 12:30:00+00:00,53259,1,4.002039570465751,PIVOT2X2_CONFIRMED,2021-03-16 13:15:00+00:00,53262,54700.0,55619.23,428.8107142857147,3,0.75
144,2021-03-17 00:45:00+00:00,53308,-1,4.000943849318204,PIVOT2X2_CONFIRMED,2021-03-17 03:45:00+00:00,53320,56200.0,55561.82,340.3714285714278,12,3.0
145,2021-03-17 12:45:00+00:00,53356,1,7.69600831763853,PIVOT2X2_CONFIRMED,2021-03-17 17:30:00+00:00,53375,55210.0,55551.03,387.64142857142986,19,4.75
