R,signal_ts,entry_ts,exit_ts,side,exit_reason,hold_min
-1.0017935024441802,1652030100,1652033400,1652093040,1,SL,994.0
2.221316827952555,1652254200,1652255940,1652332500,-1,TP,1276.0
1.278279348645738,1652333400,1652337600,1652424000,1,TIME,1440.0
-1.0014831858718327,1652549400,1652550480,1652617260,-1,SL,1113.0
-1.001784874910952,1652619600,1652620980,1652682420,1,SL,1024.0
1.1147484434268349,1652848200,1652850480,1652936880,-1,TIME,1440.0
1.5071184314359973,1652960700,1652961960,1653048360,1,TIME,1440.0
-0.5107585921267178,1653064200,1653065400,1653151800,-1,TIME,1440.0
-1.0061543321442656,1653211800,1653212760,1653232800,1,SL,334.0
-1.0025157371019024,1653264000,1653265380,1653332580,1,SL,1120.0
-0.24046057255215803,1653334200,1653336060,1653422460,-1,TIME,1440.0
-1.0026497713416582,1653448500,1653451620,1653478080,1,SL,441.0
-1.0023490086970548,1653554700,1653556440,1653581940,-1,SL,425.0
0.3248060273427783,1653615000,1653618000,1653704400,-1,TIME,1440.0
-1.002332047992851,1653942600,1653944400,1653945600,-1,SL,20.0
0.04600826108438932,1653946200,1653947820,1654034220,-1,TIME,1440.0
2.220177860179191,1654093800,1654095300,1654115280,-1,TP,333.0
-0.07614105018395399,1654175700,1654176660,1654263060,1,TIME,1440.0
0.41878672658382526,1654345800,1654349880,1654436280,1,TIME,1440.0
2.218165194461357,1654444800,1654445760,1654480200,1,TP,574.0
-1.0012988460083234,1654568100,1654570080,1654630440,-1,SL,1006.0
-1.0014625496422285,1654635600,1654637280,1654658940,1,SL,361.0
0.3941701684591017,1654695900,1654699620,1654786020,-1,TIME,1440.0
1.2114940631976578,1654824600,1654826700,1654913100,-1,TIME,1440.0
-1.0008448330583817,1655086500,1655088420,1655111220,1,SL,380.0
0.49654233911548773,1655170200,1655173560,1655259960,1,TIME,1440.0
-1.0011892320132705,1655424900,1655427600,1655452320,-1,SL,412.0
-1.0013823857482738,1655535600,1655536560,1655574060,1,SL,625.0
1.679934412091144,1655577000,1655578260,1655664660,1,TIME,1440.0
0.6853608518310438,1655688600,1655692020,1655778420,1,TIME,1440.0
1.5951373684522703,1655840700,1655841660,1655928060,-1,TIME,1440.0
-1.0019007865138492,1656001800,1656006600,1656013620,-1,SL,117.0
-1.0026132067521563,1656143100,1656144840,1656160260,1,SL,257.0
0.8945909865729816,1656245700,1656246660,1656333060,-1,TIME,1440.0
-0.01283094001635432,1656338400,1656341220,1656427620,-1,TIME,1440.0
-1.0011268712702486,1656633600,1656635100,1656635340,-1,SL,4.0
-1.002897718033641,1656905400,1656908340,1656929040,-1,SL,345.0
2.2190287151126613,1656929700,1656930840,1656947100,1,TP,271.0
-1.0016573151739803,1657051200,1657052160,1657071780,1,SL,327.0
0.4924099901613264,1657225800,1657229280,1657315680,1,TIME,1440.0
1.735485112334977,1657416600,1657420560,1657506960,-1,TIME,1440.0
-1.0028649656377824,1657563300,1657565400,1657576140,1,SL,179.0
2.2199937488214494,1657629000,1657631160,1657716060,-1,TP,1415.0
0.4266724160283749,1657816200,1657820040,1657906440,1,TIME,1440.0
-1.0039386811817967,1657979100,1657982820,1657987560,-1,SL,79.0
-1.0023560339898874,1658045700,1658049780,1658080620,1,SL,514.0
-1.0023483633207049,1658113200,1658114340,1658122740,-1,SL,140.0
-1.0013778253709649,1658129400,1658132700,1658173620,1,SL,682.0
1.4830148397277818,1658242800,1658244000,1658330400,1,TIME,1440.0
0.8235441164286489,1658339100,1658340300,1658426700,-1,TIME,1440.0
-1.0027507093187373,1658628000,1658632200,1658715720,1,SL,1392.0
1.5014599504391177,1658726100,1658727540,1658813940,-1,TIME,1440.0
1.0431549179552457,1658842200,1658843160,1658929560,1,TIME,1440.0
2.2194757143505255,1658940300,1658943240,1658947200,1,TP,66.0
0.106270422803234,1659078900,1659080220,1659166620,-1,TIME,1440.0
-0.07221684366054949,1659375900,1659380220,1659466620,-1,TIME,1440.0
-1.002466307735118,1659491100,1659494220,1659516900,-1,SL,378.0
-1.0030613068581875,1659517200,1659518760,1659567300,1,SL,809.0
0.4297193171625271,1659567600,1659568860,1659655260,-1,TIME,1440.0
0.15574635652953644,1659668400,1659670500,1659756900,1,TIME,1440.0
-1.0048133438084528,1659829500,1659831000,1659892380,-1,SL,1023.0
0.23238660470084938,1659942900,1659943980,1660030380,1,TIME,1440.0
2.2176368597375777,1660080600,1660081980,1660092000,-1,TP,167.0
2.217907476491118,1660128300,1660131060,1660135140,1,TP,68.0
0.8261318691731652,1660136400,1660138500,1660224900,1,TIME,1440.0
-1.00350386437909,1660439700,1660441320,1660461720,-1,SL,340.0
-1.0036694342401513,1660462200,1660463400,1660467120,1,SL,62.0
-0.371454105974243,1660627800,1660629180,1660715580,-1,TIME,1440.0
-1.0039215825648482,1660716900,1660718160,1660721100,1,SL,49.0
-1.0015187310777598,1660892400,1660893960,1660935900,1,SL,699.0
1.2153734098980684,1661116500,1661118480,1661204880,-1,TIME,1440.0
-1.0026300881107701,1661216400,1661217840,1661233560,1,SL,262.0
-1.003158093056769,1661234400,1661235780,1661241600,-1,SL,97.0
0.5465221471714687,1661343300,1661347200,1661433600,1,TIME,1440.0
2.219448779514893,1661441400,1661444340,1661526900,-1,TP,1376.0
1.0682326711560004,1661654700,1661656080,1661742480,-1,TIME,1440.0
-1.003441439243088,1661837400,1661841600,1661869020,1,SL,457.0
-1.002171587525468,1661871600,1661872740,1661911260,-1,SL,642.0
-1.0024061557331956,1661913000,1661914440,1661958480,1,SL,734.0
-0.2555154844237166,1661991300,1661993280,1662079680,-1,TIME,1440.0
0.8378536826585163,1662192000,1662193200,1662279600,-1,TIME,1440.0
-1.0040923289858994,1662358500,1662360540,1662425100,-1,SL,1076.0
-1.0031569096485013,1662426000,1662427200,1662429540,1,SL,39.0
2.2169101029256884,1662547500,1662550620,1662576480,1,TP,431.0
-1.0043024919975112,1662615000,1662618120,1662621780,1,SL,61.0
2.2191131063925438,1662694200,1662695160,1662700680,1,TP,92.0
1.5401670014850843,1662888600,1662890220,1662976620,1,TIME,1440.0
2.2202940464713885,1663001100,1663003140,1663080420,-1,TP,1288.0
0.9520889629745597,1663122600,1663126380,1663212780,-1,TIME,1440.0
0.689522566031935,1663231500,1663234260,1663320660,-1,TIME,1440.0
