entry_time,exit_time,hold_hours,state,gross_r,samebar,entry_price,signal_atr,stop_distance,dir,cost_r_1bps,net_r_1bps,cost_r_2bps,net_r_2bps,cost_r_3bps,net_r_3bps,cost_r_5bps,net_r_5bps
2026-08-18 21:00:00,2026-08-18 23:21:00,2.35,SL,-1.0,False,4357.57,16.024604768422247,24.03690715263337,1,0.018128663443801693,-1.0181286634438016,0.036257326887603386,-1.0362573268876034,0.05438599033140507,-1.054385990331405,0.09064331721900847,-1.0906433172190084
2026-08-19 00:00:00,2026-08-19 13:23:00,13.383333333333333,TP,1.5,False,4332.93,15.93533770999409,23.903006564991138,1,0.01812713387422193,1.481872866125778,0.03625426774844386,1.4637457322515561,0.05438140162266578,1.4456185983773342,0.09063566937110965,1.4093643306288903
2026-08-19 16:00:00,2026-08-19 17:25:00,1.4166666666666667,TP,1.5,False,4438.69,18.74141190066731,28.112117851000963,1,0.01578924086589924,1.4842107591341007,0.03157848173179848,1.4684215182682014,0.04736772259769772,1.4526322774023024,0.0789462043294962,1.4210537956705038
2026-08-19 18:00:00,2026-08-20 15:05:00,21.083333333333332,SL,-1.0,False,4488.06,22.028309240881462,33.04246386132219,1,0.013582703816628797,-1.0135827038166287,0.027165407633257595,-1.0271654076332577,0.04074811144988639,-1.0407481114498864,0.067913519083144,-1.067913519083144
2026-08-20 21:00:00,2026-08-21 09:35:00,12.583333333333334,TP,1.5,False,4519.76,19.491537285845535,29.2373059287683,1,0.015458879867425621,1.4845411201325744,0.030917759734851242,1.4690822402651487,0.04637663960227686,1.453623360397723,0.07729439933712812,1.422705600662872
2026-08-21 12:00:00,2026-08-21 19:51:00,7.85,TP,1.5,False,4583.82,18.775722483258136,28.163583724887204,1,0.01627569859282302,1.483724301407177,0.03255139718564604,1.4674486028143539,0.048827095778469054,1.451172904221531,0.0813784929641151,1.418621507035885
2026-08-21 20:00:00,2026-08-24 03:26:00,55.43333333333333,SL,-1.0,False,4628.79,20.779719649712572,31.169579474568856,1,0.014850344720808996,-1.014850344720809,0.02970068944161799,-1.029700689441618,0.04455103416242698,-1.044551034162427,0.07425172360404497,-1.074251723604045
2026-08-24 16:00:00,2026-08-24 20:21:00,4.35,SL,-1.0,False,4662.67,20.053651507912324,30.080477261868488,1,0.015500651666556611,-1.0155006516665566,0.031001303333113222,-1.0310013033331131,0.04650195499966983,-1.04650195499967,0.07750325833278306,-1.077503258332783
2026-08-25 04:00:00,2026-08-25 05:03:00,1.05,SL,-1.0,False,4684.08,20.18108833550473,30.271632503257095,1,0.015473496513595735,-1.0154734965135956,0.03094699302719147,-1.0309469930271915,0.0464204895407872,-1.0464204895407871,0.07736748256797868,-1.0773674825679787
2026-08-25 06:00:00,2026-08-25 23:49:00,17.816666666666666,CENSORED,,False,4629.42,22.585326166838286,33.87798925025743,1,0.013664978655617298,,0.027329957311234596,,0.040994935966851886,,0.0683248932780865,
