impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,raw_24h,cont_24h,rev_24h,tail_cont,tail_rev,p_cont,p_rev,router_conf,router_side,selected_top20,selected_rev,bucket,is_fresh_aug,signal_id,router_margin,signed_ret24h,signed_ret7d,signed_ret30d,eff24h,eff7d,extreme_pos7d,rv_ratio_4h24h,impulse_strength,filled,signal_net_R,gross_R,cost_R,outcome,fill_time,stop_frac
1.0,2.2100842125658096,2.76475071497768,-0.4333916196912349,-0.6816907702395207,0.7823667534825471,0.9144169429351022,0.041190163873910515,0.25881904510252074,0.9659258262890683,10639,2021-04-22 01:00:00+00:00,DEV_2021_2024,54070.0,54524.84,54034.72,54504.74,51045.76,-0.06346200348813691,-0.06346200348813691,0.06346200348813691,0,1,0.26732226734249337,0.3506718649016098,0.3506718649016098,REV,True,True,2021,False,55,0.08334959755911642,-0.022635299476119024,-0.14423242273436282,0.006249957654700859,0.08595830711582637,0.06910410074334264,0.2776846146075358,1.4216417410893898,1.1168905842477115,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-1.3352783031297193,-2.561383552034437,-0.6939601075571005,-1.1771608344416769,1.21871866585252,0.8090916423079393,0.043324931739682306,0.7933533402912352,-0.6087614290087207,10669,2021-04-22 08:30:00+00:00,DEV_2021_2024,53659.74,53822.99,53364.21,53399.96,48287.71,-0.09573525977636321,0.09573525977636321,-0.09573525977636321,1,0,0.2246005886124924,0.33711657237264747,0.33711657237264747,REV,True,True,2021,False,56,0.11251598376015506,0.03783347116922993,0.1690558554120023,-0.0024030741349850442,0.12107395811575558,0.07906241688238315,0.8081655489676505,0.75977590287018,1.0250506670968118,True,1.4420522145690744,1.5,0.05794778543092565,TP,2021-04-22 08:45:00+00:00,0.00862845743425355
-1.0,-1.7056389153260807,-3.100171992295483,-3.274155488269935,-3.722697115045594,2.916192142380748,2.079391437715342,0.03599203133774062,0.8968727415326884,-0.44228869021900113,10762,2021-04-23 07:45:00+00:00,DEV_2021_2024,48251.59,48386.21,47700.0,47942.44,49805.2,0.0389936582109478,-0.0389936582109478,0.0389936582109478,0,1,0.35270439566483675,0.35697079095080425,0.35697079095080425,REV,True,True,2021,False,59,0.004266395285967506,0.12166432372550655,0.2574565951979702,0.12117921199066162,0.24437541363039403,0.10619162637092318,1.0039679995588047,1.0419354173338202,1.239178677651526,True,1.465317224319086,1.5,0.03468277568091406,TP,2021-04-23 08:00:00+00:00,0.014416377875867362
-1.0,-1.076851959965524,-3.1757434359548724,0.8617861330164616,-3.3795864343349744,1.0136391247336132,1.0273534629031522,0.03340704206183563,-0.38268343236508967,-0.9238795325112868,10785,2021-04-23 13:30:00+00:00,DEV_2021_2024,48925.09,49025.0,48541.0,48724.28,49578.29,0.017527401123218267,-0.017527401123218267,0.017527401123218267,0,0,0.20114967404608394,0.33653941693126516,0.33653941693126516,REV,True,True,2021,False,60,0.1353897428851812,0.11533480809164087,0.216533662859823,0.14677862819214232,0.2261733113837245,0.08739609227952065,0.9184142395900321,1.1013156467503344,1.2668485890960621,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-1.32723935167623,-3.0301408437288186,-1.6793282322989456,-0.9553158883836786,1.1195813324477246,1.443604176905674,0.038027793662533727,0.13052619222005157,0.9914448613738104,10829,2021-04-24 00:30:00+00:00,DEV_2021_2024,50068.74,50321.05,49736.31,49815.68,49999.99,0.0036996376041362744,-0.0036996376041362744,0.0036996376041362744,0,0,0.20699369293578024,0.33152735688897805,0.33152735688897805,REV,True,True,2021,False,61,0.12453366395319782,0.03617685844129383,0.2133633628522758,0.06424536011969799,0.07336210688486482,0.08340387611832356,0.8456835742917024,0.8529605437501981,1.203944299911116,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-1.8114055142280276,-2.8055471340695797,-1.579181206788605,-0.82373564055274,1.246667503029927,0.883177033181571,0.019494111774025324,0.8314696123025451,0.5555702330196024,11592,2021-05-02 03:45:00+00:00,DEV_2021_2024,56845.0,56849.96,56323.66,56450.19,57925.8,0.02614003602113657,-0.02614003602113657,0.02614003602113657,0,1,0.2214938672924181,0.3327211388314244,0.3327211388314244,REV,True,True,2021,False,70,0.1112272715390063,0.03016013631592342,-0.11451417026570879,0.041713887727498074,0.16526099051515755,0.06382763525552732,0.174173126984829,1.1717483341121986,1.0990308150984982,True,1.4466207106213183,1.5,0.053379289378681805,TP,2021-05-02 04:00:00+00:00,0.009366928743710215
-1.0,-1.1902706393659472,-2.441570814850369,-2.7289441704141257,-3.1750492828547188,2.0907736380941504,2.0848884867757893,-0.023575581382784885,0.258819045102521,-0.9659258262890682,12677,2021-05-13 11:00:00+00:00,DEV_2021_2024,49176.56,49273.06,48457.12,48907.11,50813.07,0.03893851883838928,-0.03893851883838928,0.03893851883838928,0,1,0.25330591295619564,0.36372008030777164,0.36372008030777164,REV,True,True,2021,False,84,0.110414167351576,0.13668329754404612,0.16741592975816436,0.21357145792274865,0.23853522084520307,0.07495393805836144,0.7846585185185184,0.663250071339326,1.0035274444857005,False,0.0,0.0,0.0,NO_FILL,,
1.0,1.4903602821484054,2.6732324730031904,1.0078274371977973,0.46511506384485896,-0.0025787665735643606,0.5567876085103455,0.006412345318420889,0.44228869021900125,0.8968727415326884,12832,2021-05-15 01:45:00+00:00,DEV_2021_2024,50277.65,50700.0,50221.76,50619.19,48059.99,-0.05055771349911242,-0.05055771349911242,0.05055771349911242,0,1,0.19953577794411198,0.3334107609954341,0.3334107609954341,REV,True,True,2021,False,86,0.13387498305132212,0.011992597645486347,-0.12847784419951924,-0.20472533237342494,0.03627209304310696,0.05101239823164206,0.34216222222222237,1.1013575807489462,1.0909836133440933,False,0.0,0.0,0.0,NO_FILL,,
1.0,5.051104185708621,2.9009976144918097,1.6737435275171213,0.2504408542253097,1.1343427009812872,3.4864932109706896,0.016719635983511397,1.0,6.123233995736766e-17,12945,2021-05-16 06:00:00+00:00,DEV_2021_2024,48165.86,49333.0,48135.39,49313.71,45002.78,-0.0874184886920899,-0.0874184886920899,0.0874184886920899,0,1,0.22152256061291814,0.3450923297479774,0.3450923297479774,REV,True,True,2021,False,89,0.12356976913505924,0.0020455386463876127,-0.17004226129997052,-0.24888698399028744,0.0047931221399487925,0.06365757352439123,0.24545999999999993,1.1056539383902881,1.170688879950616,False,0.0,0.0,0.0,NO_FILL,,
1.0,4.171237757057885,2.9811422082960575,-1.956281944285962,-1.3122224432683869,1.5991169443558355,3.9509387148450115,0.004784741701796131,-0.6087614290087209,0.7933533402912349,13007,2021-05-16 21:30:00+00:00,DEV_2021_2024,44569.71,45497.51,44258.0,45459.81,44011.71,-0.03185451061058109,-0.03185451061058109,0.03185451061058109,0,1,0.2577141316828811,0.36403582949815294,0.36403582949815294,REV,True,True,2021,False,91,0.10632169781527184,-0.06556100348981303,-0.24391794623543786,-0.29937574684659646,0.1428586002654491,0.0870763172575647,0.10427181282341304,1.579077771583654,1.1873546034306708,True,1.4814121850569983,1.5,0.01858781494300164,TP,2021-05-16 22:15:00+00:00,0.02689934247426168
-1.0,-0.10378755189989089,-2.7688297999984637,-0.440901528273654,-1.2451015026147336,0.7639995107969059,0.6486873836902253,-0.005164111099609887,0.3826834323650898,0.9238795325112867,13023,2021-05-17 01:30:00+00:00,DEV_2021_2024,45045.5,45243.0,44776.56,45025.19,44913.1,-0.002489495324728308,0.002489495324728308,-0.002489495324728308,0,0,0.17939247617714704,0.34434552200928115,0.34434552200928115,REV,True,True,2021,False,92,0.1649530458321341,0.06290353030750699,0.26416101019165383,0.3109719443284453,0.13714843431104537,0.09230806905938711,0.9234558307989799,1.0892217549232415,1.1391693097714268,True,-1.0480147178629617,-1.0,0.04801471786296178,SL,2021-05-17 01:45:00+00:00,0.010413473665034208
-1.0,-1.2071091466392694,-2.5078488152669345,-2.759848113248109,-1.9087103956997276,1.184818949155659,1.2193179976290884,0.007433656644750799,-0.8314696123025452,-0.5555702330196022,13080,2021-05-17 15:45:00+00:00,DEV_2021_2024,43629.19,43749.99,43156.0,43362.75,42969.47,-0.008938118412251783,0.008938118412251783,-0.008938118412251783,0,0,0.19517433825813135,0.3457132282150012,0.3457132282150012,REV,True,True,2021,False,95,0.15053888995686987,0.09590194549705752,0.29593887810023517,0.36396225415362793,0.14200267954238943,0.09655307022245407,0.9289016773466418,0.6800904834309321,1.035016228727989,True,-1.0362512458122193,-1.0,0.03625124581221919,SL,2021-05-17 16:00:00+00:00,0.0137926294337577
-1.0,-2.1016766307128005,-3.042500970324148,-1.416494491118393,-1.3069272276093316,0.7384950915878893,1.0874885943527965,-0.006078442547724121,0.25881904510252074,0.9659258262890683,13213,2021-05-19 01:00:00+00:00,DEV_2021_2024,42610.25,42699.44,42168.0,42168.16,36038.12,-0.1456077466409893,0.1456077466409893,-0.1456077466409893,1,0,0.18435263214806785,0.3444947760607996,0.3444947760607996,REV,True,True,2021,False,98,0.16014214391273174,0.06493216488392468,0.3055281200102641,0.270202906505731,0.13828479803331425,0.09080528471338627,0.9895518535209364,1.1638982205830084,1.2248963504521064,True,-1.0394234908926687,-1.0,0.039423490892668805,SL,2021-05-19 01:15:00+00:00,0.012682793651157362
1.0,1.3267509183212178,2.6237347726775133,-0.184596756563424,-2.357211113402654,1.7080116451535994,0.8504181634331244,0.0041765326533853495,0.8968727415326884,-0.44228869021900113,13240,2021-05-19 07:45:00+00:00,DEV_2021_2024,40110.63,40575.25,40105.28,40371.44,39959.68,-0.009795569220948708,-0.009795569220948708,0.009795569220948708,0,0,0.33279896725190056,0.3466425374755512,0.3466425374755512,REV,True,True,2021,False,99,0.013843570223650625,-0.11237031778580699,-0.3467002512599742,-0.3409195852967307,0.19181382257657506,0.09817594109749679,0.09768791397388123,1.3709969184944772,1.001187036223735,True,1.4567989180160437,1.5,0.04320108198395632,TP,2021-05-19 08:45:00+00:00,0.011573784197944073
-1.0,-0.7192678935332145,-2.4566296135940044,-1.5176936574184121,-2.3744215145368974,1.1709702751023645,1.584601354640001,0.015923987115945865,-0.7518398074789772,0.6593458151000691,13292,2021-05-19 20:45:00+00:00,DEV_2021_2024,38393.96,38737.37,37962.91,38217.41,39992.87,0.04632569553819521,-0.04632569553819521,0.04632569553819521,0,1,0.20864156426556316,0.33828514350167616,0.33828514350167616,REV,True,True,2021,False,102,0.129643579236113,0.12385772722860754,0.35344313498722835,0.39326377826969433,0.09923494840347659,0.08304983263215829,0.6680091887821227,0.6481504568588469,1.053816144405073,True,-1.0244235854660022,-1.0,0.024423585466002148,SL,2021-05-19 21:00:00+00:00,0.02047201467188364
-1.0,0.9869920853954323,-3.9973333684011685,-1.9222162693726597,-3.008646312770008,2.5591354972298923,4.740507676206917,0.002157162894690475,0.25881904510252074,0.9659258262890683,13309,2021-05-20 01:00:00+00:00,DEV_2021_2024,35825.8,37172.4,35519.99,36038.12,41602.5,0.15505260726351167,-0.15505260726351167,0.15505260726351167,0,1,0.23549091375921058,0.35147809170334604,0.35147809170334604,REV,True,True,2021,False,103,0.11598717794413546,0.15708816677452758,0.33126782482326184,0.4327528725436058,0.1114223251454774,0.0767519279635806,0.7189349718381975,0.8612344616844949,1.6590854748137072,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-1.1114948652399974,-2.6694010292801105,-1.9599254058561455,-1.562954748450757,0.9571512266647411,0.5614321960530527,-0.02201568486204422,0.659345815100069,-0.7518398074789773,14110,2021-05-28 09:15:00+00:00,DEV_2021_2024,35712.1,35890.0,35360.0,35404.73,35080.0,-0.009171938325754914,0.009171938325754914,-0.009171938325754914,0,0,0.18690818188751132,0.37501443578938637,0.37501443578938637,REV,True,True,2021,False,115,0.18810625390187505,0.10022569470228057,0.13322096925254207,0.42072669731198387,0.23529242923527713,0.031635037265535494,0.5979056767921003,1.2508431988204547,1.0525130345325253,False,0.0,0.0,0.0,NO_FILL,,
1.0,1.9068816841335352,2.9714210979815157,-0.6413516409677172,-0.34330543922962065,1.2711520495483128,1.6561163068723188,0.05736743383493164,-0.06540312923014287,-0.9978589232386035,16426,2021-06-21 12:15:00+00:00,DEV_2021_2024,32427.16,32821.47,32246.67,32777.95,29832.2,-0.08987014445072228,-0.08987014445072228,0.08987014445072228,0,1,0.2742119834999249,0.32563170971916333,0.32563170971916333,REV,True,True,2021,False,123,0.051419726219238404,-0.020717189194266503,-0.18076518495505256,-0.16033269527567542,0.04283083899012234,0.08330627933350286,0.11101351351351321,1.362138730201065,1.1622435551436539,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-0.9375918835754313,-2.731690032544272,-1.3767292904203279,-1.5114959021717456,0.7445670730048897,0.531038328069737,-0.02181624777641861,0.8660254037844387,-0.4999999999999998,18041,2021-07-08 08:00:00+00:00,DEV_2021_2024,32487.56,32550.0,32231.92,32338.05,32710.42,0.011514918184615253,-0.011514918184615253,0.011514918184615253,0,0,0.17884028309495054,0.3811189230351363,0.3811189230351363,REV,True,True,2021,False,134,0.20227863994018574,0.07381296430771836,0.03405054976584192,0.026321886565262378,0.30800082089651676,0.02054135789695011,0.9742389513068406,1.709901850686593,1.045759142870618,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-0.0922041048361865,-2.621275586286454,-1.6565304904206217,-0.40752238477520497,0.6464549628658844,-0.48461706551683376,0.12254362890621098,0.25881904510252074,0.9659258262890683,23467,2021-09-03 01:00:00+00:00,DEV_2021_2024,48570.38,48703.44,48527.33,48560.0,49759.03,0.02469172158154853,-0.02469172158154853,0.02469172158154853,0,1,0.22666084479533388,0.3542612748195255,0.3542612748195255,REV,True,True,2021,False,169,0.12760043002419164,0.0034368385343033028,-0.02164968213458601,-0.24503900233557085,0.017033631289546585,0.016945597894777367,0.4799562228773552,1.2958891393924912,1.0153531672153504,True,1.362381622281529,1.5,0.13761837771847096,TP,2021-09-03 01:15:00+00:00,0.0036332356789066456
-1.0,-3.320206539368595,-3.1674481782687884,-1.2042897559424552,-4.415664853082474,1.5569501733084348,2.41234538202833,0.13106677484424967,0.7518398074789774,0.6593458151000688,23956,2021-09-08 03:15:00+00:00,DEV_2021_2024,46845.2,46907.96,46262.45,46339.92,45947.02,-0.008478436837706549,0.008478436837706549,-0.008478436837706549,0,0,0.3468009858865861,0.39420054122393355,0.39420054122393355,REV,True,True,2021,False,173,0.047399555337347465,0.12856669036663135,0.009202471818302093,-0.047542160343438944,0.29198209464215874,0.006089148631262614,0.6529832935560863,0.539110150072738,1.325266982428238,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-0.6328510647070532,-2.5266072156778545,-1.9827600306230342,-1.3368755443684344,0.34234955558401764,0.5849010694798242,0.11948062498363309,-0.5000000000000004,0.8660254037844384,24223,2021-09-10 22:00:00+00:00,DEV_2021_2024,44592.91,44715.04,44405.17,44500.0,45110.79,0.01372584578108893,-0.01372584578108893,0.01372584578108893,0,0,0.20987655227345012,0.37879369572866367,0.37879369572866367,REV,True,True,2021,False,177,0.16891714345521355,0.0432247864012803,0.11129190139475478,0.04265990901459297,0.18585694800862262,0.06802888638482411,0.8355702866442726,1.3151203135594542,1.067333667222987,True,1.4284456949688584,1.5,0.07155430503114149,TP,2021-09-10 22:45:00+00:00,0.006987699758699251
-1.0,-2.595247386364247,-3.60763410260329,-2.408241858517815,-2.9979723952368214,2.604815275624499,3.6909312664187133,0.044073103383387935,0.130526192220052,-0.9914448613738104,25141,2021-09-20 11:30:00+00:00,DEV_2021_2024,43867.77,44240.0,43405.76,43494.99,43427.93,-0.0015420163237153117,0.0015420163237153117,-0.0015420163237153117,0,0,0.2834063009914603,0.32500652590604656,0.32500652590604656,REV,True,True,2021,False,186,0.04160022491458626,0.09167811681595318,0.028276509352190903,0.10889370870256009,0.4068829518275609,0.02029015468174363,0.9771632682891183,1.0499757213975665,1.5002468680390812,True,-1.025818631329114,-1.0,0.025818631329113988,SL,2021-09-20 12:15:00+00:00,0.01936586001118435
1.0,-0.10099988890846713,2.8312271135349443,0.3127174451158456,-0.05219158425221479,0.48663673636746657,0.05598508882570435,0.010295877566628534,0.6087614290087209,-0.793353340291235,25613,2021-09-25 09:30:00+00:00,DEV_2021_2024,42747.22,42899.54,42673.25,42729.51,42566.29,-0.003737771787148736,-0.003737771787148736,0.003737771787148736,0,0,0.23945093117804855,0.32617162396000876,0.32617162396000876,REV,True,True,2021,False,194,0.0867206927819602,-0.006099846189357278,-0.1270708441760639,-0.0924792820595749,0.016960186368520223,0.05912242304706183,0.3440106934824503,1.0837207363912709,1.1126225612126086,True,1.4053368354766012,1.5,0.09466316452339882,TP,2021-09-25 10:00:00+00:00,0.005281885541407293
1.0,1.1317852154928723,2.9688956976684873,-0.08792861356921872,-0.13170695597689389,-0.38961139888770885,0.2558189166694583,-0.0007585020001084193,0.25881904510252074,0.9659258262890683,25963,2021-09-29 01:00:00+00:00,DEV_2021_2024,41596.21,41799.0,41531.03,41777.17,43275.07,0.03585475891611578,0.03585475891611578,-0.03585475891611578,1,0,0.19611773662045182,0.37695103734710944,0.37695103734710944,REV,True,True,2021,False,198,0.18083330072665763,-0.009557986497935723,-2.010647335162628e-05,-0.14792511484416312,0.0365272317952514,1.0363466423003477e-05,0.24357348066298304,1.401652830722289,1.1201561494926482,False,0.0,0.0,0.0,NO_FILL,,
-1.0,-4.590199984880706,-3.049024390383724,-3.703429412144133,-2.9020100311326473,2.3047371167955824,5.168308211614366,-0.048726951844423994,0.7518398074789774,0.6593458151000688,30572,2021-11-16 03:15:00+00:00,DEV_2021_2024,61786.47,61806.95,60501.0,60882.33,59501.21,-0.022685071349930364,0.022685071349930364,-0.022685071349930364,1,0,0.2669635111875132,0.35779167280438406,0.35779167280438406,REV,True,True,2021,False,230,0.09082816161687085,0.0754902701388549,0.1053453880014717,0.005478840173528646,0.36046006071971565,0.07177783784488169,1.0121783042394012,1.6978222745661637,1.0908146364285336,False,0.0,0.0,0.0,NO_FILL,,
