idx,time,side,conf,tag,dist,htf,disposition,relevant,pre,htf_pre,bosH1,bosM15,microUp,microDn,bullLiq,bearLiq,fvgBull,fvgBear,slope,dist_pre,choch_h1,choch_m15,panic,episode15,exec_time,exec_entry,exec_lot,close_time,close_price,log_net,gross_nocomm
0,2026-08-03 18:00:10,BUY,73,CHoCHBull,2.39,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:00:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=2.39 limit=1.5 trigger= | reason=overextended | pre=93 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",93,1,1,1,0,0,0,0,0,0,0.094,2.64,1,1,0,1,,,,,,,
1,2026-08-03 18:06:10,BUY,69,CHoCHBull,1.99,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:06:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.99 limit=1.5 trigger= | reason=overextended | pre=68 conf=69 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",68,1,1,1,0,0,0,0,0,0,0.094,2.07,1,1,0,1,,,,,,,
2,2026-08-03 18:09:10,BUY,69,CHoCHBull,1.99,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:09:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.99 limit=1.5 trigger= | reason=overextended | pre=68 conf=69 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",68,1,1,1,0,0,0,0,0,0,0.094,2.07,1,1,0,1,,,,,,,
3,2026-08-03 18:12:10,BUY,73,CHoCHBull,1.99,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:12:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.99 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.98,1,1,0,1,,,,,,,
4,2026-08-03 18:15:10,BUY,73,CHoCHBull,1.97,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:15:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.97 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.98,1,1,0,1,,,,,,,
5,2026-08-03 18:18:10,BUY,73,CHoCHBull,1.63,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:18:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.63 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.79,1,1,0,1,,,,,,,
6,2026-08-03 18:21:10,BUY,73,CHoCHBull,1.81,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:21:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.81 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.81,1,1,0,1,,,,,,,
7,2026-08-03 18:24:10,BUY,73,CHoCHBull,1.8,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:24:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.80 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.8,1,1,0,1,,,,,,,
8,2026-08-03 18:27:10,BUY,73,CHoCHBull,1.7,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:27:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.70 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.7,1,1,0,1,,,,,,,
9,2026-08-03 18:30:10,BUY,73,CHoCHBull,1.62,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:30:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.62 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.62,1,1,0,1,,,,,,,
10,2026-08-03 18:33:10,BUY,73,CHoCHBull,1.55,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:33:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.55 limit=1.5 trigger= | reason=overextended | pre=88 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",88,1,1,1,0,1,0,0,0,0,0.094,1.55,1,1,0,1,,,,,,,
11,2026-08-03 18:36:10,BUY,73,CHoCHBull,1.52,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:36:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.52 limit=1.5 trigger= | reason=overextended | pre=63 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.52,1,1,0,1,,,,,,,
12,2026-08-03 18:39:10,BUY,73,CHoCHBull,1.57,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:39:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.57 limit=1.5 trigger= | reason=overextended | pre=63 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.57,1,1,0,1,,,,,,,
13,2026-08-03 18:42:10,BUY,73,CHoCHBull,1.48,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:42:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.48 limit=1.5 trigger= | reason=overextended | pre=63 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.48,1,1,0,1,,,,,,,
14,2026-08-03 18:45:10,BUY,73,CHoCHBull,1.47,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:45:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.47 limit=1.5 trigger= | reason=overextended | pre=63 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.47,1,1,0,1,,,,,,,
15,2026-08-03 18:48:10,BUY,73,CHoCHBull,1.39,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:48:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.39 limit=1.5 trigger= | reason=overextended | pre=63 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.39,1,1,0,1,,,,,,,
16,2026-08-03 18:51:10,BUY,73,CHoCHBull,1.48,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:51:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.48 limit=1.5 trigger= | reason=overextended | pre=63 conf=73 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.48,1,1,0,1,,,,,,,
17,2026-08-03 18:54:10,BUY,69,CHoCHBull,1.43,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:54:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.43 limit=1.5 trigger= | reason=overextended | pre=63 conf=69 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.43,1,1,0,1,,,,,,,
18,2026-08-03 18:57:10,BUY,69,CHoCHBull,1.39,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 18:57:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.39 limit=1.5 trigger= | reason=overextended | pre=63 conf=69 htf=1 bosH1=1 bosM15=1 choch_h1=1 choch_m15=1\",63,1,1,1,1,0,0,0,0,0,0.094,1.39,1,1,0,1,,,,,,,
19,2026-08-03 19:00:20,BUY,69,CHoCHBull,1.5,1,EXEC,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:00:20   EXEC_EVENT | event_type=EXEC_MARKET time=2026.08.03 19:00:19 sym=BTCUSD action=BUY lot=1.00 entry=63680.48 limit_price=0.00 sl=63145.55 tp=64482.88 pre=65 ai=69 final=134 mult=1.50 rr=1.50 htfBias=1 bosH1=1 bosM15=0 microUp=0 microDn=0 raid=NONE reclaim=NONE choch_h1=1 choch_m15=0 liq=NONE bullFVG=1 bearFVG=1 bullOB=1 bearOB=1 bullOverlap=0 bearOverlap=0 dist_ema=1.50 slope=0.059 impulse=0.75 m15BodyATR=0.32 m15Panic=0 regime=TRD regimeRatio=1.00 session=NY sessionScore=0 timeDecay=36\",65,1,1,0,0,0,0,0,1,1,0.059,1.5,1,0,0,1,2026-08-03 19:00:19,63680.48,1.0,2026-08-03 19:09:00,63669.41,-31.76,-11.07
20,2026-08-03 19:11:20,BUY,69,CHoCHBull,1.55,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:11:20   ENTRY_SKIP: cooldown | 750s left | action=BUY conf=69 pre=50\",50,1,1,0,0,1,0,0,1,1,0.059,1.58,1,0,0,1,,,,,,,
21,2026-08-03 19:14:20,BUY,69,CHoCHBull,1.73,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:14:20   ENTRY_SKIP: cooldown | 570s left | action=BUY conf=69 pre=50\",50,1,1,0,0,1,0,0,1,1,0.059,1.58,1,0,0,1,,,,,,,
22,2026-08-03 19:17:20,BUY,69,CHoCHBull,2.03,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:17:20   ENTRY_SKIP: cooldown | 390s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
23,2026-08-03 19:20:20,BUY,69,CHoCHBull,1.86,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:20:30   ENTRY_SKIP: cooldown | 200s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
24,2026-08-03 19:23:30,BUY,69,CHoCHBull,2.07,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:23:30   ENTRY_SKIP: cooldown | 20s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
25,2026-08-03 19:26:30,BUY,69,CHoCHBull,2.03,1,SKIP_reentry_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:26:30   ENTRY_SKIP: reentry_cooldown | 442s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
26,2026-08-03 19:29:30,BUY,69,CHoCHBull,2.01,1,SKIP_reentry_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:29:30   ENTRY_SKIP: reentry_cooldown | 262s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
27,2026-08-03 19:32:30,BUY,69,CHoCHBull,1.85,1,SKIP_reentry_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:32:30   ENTRY_SKIP: reentry_cooldown | 82s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
28,2026-08-03 19:35:30,BUY,69,CHoCHBull,1.82,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:35:30   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.82 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
29,2026-08-03 19:38:30,BUY,69,CHoCHBull,1.8,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:38:30   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.80 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
30,2026-08-03 19:41:30,BUY,69,CHoCHBull,1.86,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:41:30   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.86 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
31,2026-08-03 19:44:30,BUY,69,CHoCHBull,1.72,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:44:30   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.72 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
32,2026-08-03 19:47:30,BUY,69,CHoCHBull,1.56,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:47:30   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.56 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
33,2026-08-03 19:50:30,BUY,69,CHoCHBull,1.49,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 19:50:30   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.49 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,0,0,0.059,1.87,1,0,0,1,,,,,,,
34,2026-08-03 20:00:20,BUY,69,CHoCHBull,1.47,1,EXEC,"2026.08.12 21:35:31.726	Core 1	2026.08.03 20:00:20   EXEC_EVENT | event_type=EXEC_MARKET time=2026.08.03 20:00:20 sym=BTCUSD action=BUY lot=1.00 entry=63702.77 limit_price=0.00 sl=63158.86 tp=64518.63 pre=65 ai=69 final=134 mult=1.50 rr=1.50 htfBias=1 bosH1=1 bosM15=0 microUp=0 microDn=1 raid=NONE reclaim=NONE choch_h1=1 choch_m15=0 liq=NONE bullFVG=1 bearFVG=1 bullOB=1 bearOB=1 bullOverlap=0 bearOverlap=0 dist_ema=1.47 slope=0.064 impulse=0.22 m15BodyATR=0.01 m15Panic=0 regime=TRD regimeRatio=1.00 session=NY sessionScore=0 timeDecay=42\",65,1,1,0,0,1,0,0,1,1,0.064,1.65,1,0,0,1,2026-08-03 20:00:20,63702.77,1.0,2026-08-03 20:55:00,63852.59,129.06,149.82
35,2026-08-03 22:42:10,BUY,69,CHoCHBull,1.39,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 22:42:10   ENTRY_SKIP: cooldown | 460s left | action=BUY conf=69 pre=50\",50,1,1,0,0,1,0,0,1,1,0.065,1.39,1,0,0,2,,,,,,,
36,2026-08-03 22:45:10,BUY,69,CHoCHBull,1.39,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 22:45:10   ENTRY_SKIP: cooldown | 280s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,1,1,0.065,1.47,1,0,0,2,,,,,,,
37,2026-08-03 22:48:10,BUY,69,CHoCHBull,1.46,1,SKIP_cooldown,"2026.08.12 21:35:31.726	Core 1	2026.08.03 22:48:10   ENTRY_SKIP: cooldown | 100s left | action=BUY conf=69 pre=65\",65,1,1,0,0,0,0,0,1,1,0.065,1.47,1,0,0,2,,,,,,,
38,2026-08-03 22:51:10,BUY,69,CHoCHBull,1.51,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 22:51:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.51 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,1,1,0.065,1.47,1,0,0,2,,,,,,,
39,2026-08-03 22:54:10,BUY,69,CHoCHBull,1.58,1,LATE,"2026.08.12 21:35:31.726	Core 1	2026.08.03 22:54:10   LATE_ENTRY_BLOCK [BTCUSD] BUY | dist=1.58 limit=1.5 trigger= | reason=overextended | pre=65 conf=69 htf=1 bosH1=1 bosM15=0 choch_h1=1 choch_m15=0\",65,1,1,0,0,0,0,0,1,1,0.065,1.47,1,0,0,2,,,,,,,
