available_time,regime,RSEQ_DIR,RSEQ_ANCHOR_TIME,RSEQ_TRANSITION_TIME,RSEQ_A_TO_B_H,RSEQ_A_TO_C_H,momentum_flip_24h,SEQ_SIGNED_CLOSE_ATR_24H,R3_RAW_REVERSAL_WINNER,competition_class,year,direction
2026-05-14 20:00:00,RANGE,-1.0,2026-05-14 04:00:00,2026-05-14 08:00:00,4.0,12.0,0.0,3.890395407894933,False,NO_R3_EVENT,2026,BEAR
2026-05-21 08:00:00,PULLBACK,-1.0,2026-05-21 00:00:00,2026-05-21 04:00:00,4.0,4.0,1.0,0.28503596966514766,False,NO_R3_EVENT,2026,BEAR
2026-05-22 00:00:00,PULLBACK,1.0,2026-05-21 08:00:00,2026-05-21 12:00:00,4.0,12.0,1.0,-0.8675713348462895,False,NO_R3_EVENT,2026,BULL
2026-05-26 08:00:00,PULLBACK,-1.0,2026-05-25 16:00:00,2026-05-25 20:00:00,4.0,12.0,0.0,0.4845854484096137,False,NO_R3_EVENT,2026,BEAR
2026-06-02 08:00:00,PULLBACK,1.0,2026-06-01 16:00:00,2026-06-01 20:00:00,4.0,12.0,1.0,-1.2990636444808406,False,NO_R3_EVENT,2026,BULL
2026-06-02 20:00:00,PULLBACK,-1.0,2026-06-02 08:00:00,2026-06-02 12:00:00,4.0,8.0,0.0,1.4163394423831965,False,NO_R3_EVENT,2026,BEAR
2026-06-04 08:00:00,PULLBACK,1.0,2026-06-03 20:00:00,2026-06-04 04:00:00,8.0,8.0,1.0,-1.0685854990245134,False,NO_R3_EVENT,2026,BULL
2026-06-04 16:00:00,PULLBACK,1.0,2026-06-04 00:00:00,2026-06-04 04:00:00,4.0,12.0,1.0,-2.843896244585049,False,NO_R3_EVENT,2026,BULL
2026-06-12 00:00:00,EXPANSION,1.0,2026-06-11 16:00:00,2026-06-11 20:00:00,4.0,4.0,0.0,0.06818187219643841,False,NO_R3_EVENT,2026,BULL
2026-06-12 08:00:00,PULLBACK,-1.0,2026-06-12 00:00:00,2026-06-12 04:00:00,4.0,4.0,,,False,NO_R3_EVENT,2026,BEAR
2026-06-12 16:00:00,PULLBACK,-1.0,2026-06-12 00:00:00,2026-06-12 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2026,BEAR
2026-06-18 04:00:00,PULLBACK,1.0,2026-06-17 20:00:00,2026-06-18 00:00:00,4.0,4.0,0.0,-2.576241777802126,False,NO_R3_EVENT,2026,BULL
2026-06-26 16:00:00,PULLBACK,1.0,2026-06-26 04:00:00,2026-06-26 08:00:00,4.0,8.0,,,False,NO_R3_EVENT,2026,BULL
2026-07-01 16:00:00,PULLBACK,1.0,2026-07-01 08:00:00,2026-07-01 12:00:00,4.0,4.0,0.0,2.4176757900503123,False,NO_R3_EVENT,2026,BULL
2026-07-07 16:00:00,PULLBACK,1.0,2026-07-07 08:00:00,2026-07-07 12:00:00,4.0,4.0,1.0,-2.9748166700736913,False,NO_R3_EVENT,2026,BULL
2026-07-10 12:00:00,RANGE,-1.0,2026-07-09 20:00:00,2026-07-10 00:00:00,4.0,12.0,,,False,NO_R3_EVENT,2026,BEAR
2026-07-14 16:00:00,PULLBACK,1.0,2026-07-14 00:00:00,2026-07-14 04:00:00,4.0,12.0,1.0,-0.2262934035579225,False,NO_R3_EVENT,2026,BULL
2026-07-14 20:00:00,PULLBACK,-1.0,2026-07-14 08:00:00,2026-07-14 12:00:00,4.0,8.0,1.0,0.7294327964815633,False,NO_R3_EVENT,2026,BEAR
2026-07-15 16:00:00,PULLBACK,1.0,2026-07-15 00:00:00,2026-07-15 04:00:00,4.0,12.0,1.0,-2.1629317785158606,False,NO_R3_EVENT,2026,BULL
2026-07-16 00:00:00,PULLBACK,1.0,2026-07-15 08:00:00,2026-07-15 12:00:00,4.0,12.0,1.0,-2.367127715052058,False,NO_R3_EVENT,2026,BULL
2026-07-21 04:00:00,PULLBACK,1.0,2026-07-20 12:00:00,2026-07-20 16:00:00,4.0,12.0,0.0,2.3045492901512667,False,NO_R3_EVENT,2026,BULL
