available_time,regime,RSEQ_DIR,RSEQ_ANCHOR_TIME,RSEQ_TRANSITION_TIME,RSEQ_A_TO_B_H,RSEQ_A_TO_C_H,momentum_flip_24h,SEQ_SIGNED_CLOSE_ATR_24H,R3_RAW_REVERSAL_WINNER,competition_class,year,direction
2023-02-17 20:00:00,PULLBACK,1.0,2023-02-17 04:00:00,2023-02-17 12:00:00,8.0,12.0,,,False,NO_R3_EVENT,2023,BULL
2023-02-22 16:00:00,PULLBACK,1.0,2023-02-22 00:00:00,2023-02-22 04:00:00,4.0,12.0,1.0,-1.6916545188361514,False,NO_R3_EVENT,2023,BULL
2023-02-22 20:00:00,PULLBACK,-1.0,2023-02-22 04:00:00,2023-02-22 08:00:00,4.0,12.0,0.0,1.5297458721914057,False,NO_R3_EVENT,2023,BEAR
2023-02-28 20:00:00,PULLBACK,1.0,2023-02-28 08:00:00,2023-02-28 16:00:00,8.0,8.0,0.0,0.9946033385920232,False,NO_R3_EVENT,2023,BULL
2023-03-09 16:00:00,PULLBACK,1.0,2023-03-09 00:00:00,2023-03-09 04:00:00,4.0,12.0,0.0,2.6468341656716268,False,NO_R3_EVENT,2023,BULL
2023-03-21 20:00:00,PULLBACK,-1.0,2023-03-21 04:00:00,2023-03-21 08:00:00,4.0,12.0,1.0,-0.30850694908038473,False,NO_R3_EVENT,2023,BEAR
2023-03-29 08:00:00,PULLBACK,-1.0,2023-03-28 16:00:00,2023-03-28 20:00:00,4.0,12.0,0.0,0.48778483483038787,False,NO_R3_EVENT,2023,BEAR
2023-03-30 12:00:00,PULLBACK,1.0,2023-03-29 20:00:00,2023-03-30 00:00:00,4.0,12.0,0.0,0.7315253160971678,False,NO_R3_EVENT,2023,BULL
2023-04-01 00:00:00,PULLBACK,-1.0,2023-03-31 12:00:00,2023-03-31 16:00:00,4.0,8.0,,,False,NO_R3_EVENT,2023,BEAR
2023-04-11 08:00:00,PULLBACK,1.0,2023-04-10 16:00:00,2023-04-11 00:00:00,8.0,12.0,0.0,2.0842895791594747,False,NO_R3_EVENT,2023,BULL
2023-04-14 20:00:00,PULLBACK,-1.0,2023-04-14 04:00:00,2023-04-14 08:00:00,4.0,12.0,,,False,NO_R3_EVENT,2023,BEAR
2023-04-21 08:00:00,PULLBACK,-1.0,2023-04-20 16:00:00,2023-04-20 20:00:00,4.0,12.0,,,False,NO_R3_EVENT,2023,BEAR
2023-04-25 08:00:00,PULLBACK,-1.0,2023-04-24 16:00:00,2023-04-25 00:00:00,8.0,12.0,0.0,-0.44629801340520814,False,NO_R3_EVENT,2023,BEAR
2023-04-26 00:00:00,PULLBACK,1.0,2023-04-25 12:00:00,2023-04-25 20:00:00,8.0,8.0,1.0,-0.6824393672294299,False,NO_R3_EVENT,2023,BULL
2023-04-26 20:00:00,PULLBACK,-1.0,2023-04-26 12:00:00,2023-04-26 16:00:00,4.0,4.0,0.0,0.2130203855872461,True,SMOOTHING_SUPPRESSED,2023,BEAR
2023-04-27 08:00:00,PULLBACK,1.0,2023-04-26 16:00:00,2023-04-26 20:00:00,4.0,12.0,1.0,-1.1963464601079956,False,NO_R3_EVENT,2023,BULL
2023-04-27 16:00:00,PULLBACK,-1.0,2023-04-27 08:00:00,2023-04-27 12:00:00,4.0,4.0,0.0,0.15375943294238287,False,NO_R3_EVENT,2023,BEAR
2023-04-28 20:00:00,PULLBACK,1.0,2023-04-28 12:00:00,2023-04-28 16:00:00,4.0,4.0,,,False,NO_R3_EVENT,2023,BULL
2023-05-02 20:00:00,RANGE,1.0,2023-05-02 08:00:00,2023-05-02 12:00:00,4.0,8.0,0.0,0.7637521670511206,False,NO_R3_EVENT,2023,BULL
2023-05-05 16:00:00,PULLBACK,-1.0,2023-05-05 00:00:00,2023-05-05 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2023,BEAR
2023-05-09 00:00:00,PULLBACK,-1.0,2023-05-08 16:00:00,2023-05-08 20:00:00,4.0,4.0,1.0,-1.2051132695552833,False,NO_R3_EVENT,2023,BEAR
2023-05-09 08:00:00,PULLBACK,1.0,2023-05-09 00:00:00,2023-05-09 04:00:00,4.0,4.0,1.0,0.49008278429543545,False,NO_R3_EVENT,2023,BULL
2023-05-16 00:00:00,PULLBACK,-1.0,2023-05-15 12:00:00,2023-05-15 16:00:00,4.0,8.0,0.0,2.8491676857726924,False,NO_R3_EVENT,2023,BEAR
2023-05-20 00:00:00,PULLBACK,-1.0,2023-05-19 08:00:00,2023-05-19 16:00:00,8.0,12.0,,,False,NO_R3_EVENT,2023,BEAR
2023-05-23 20:00:00,PULLBACK,1.0,2023-05-23 08:00:00,2023-05-23 16:00:00,8.0,8.0,1.0,-1.475829666062265,False,NO_R3_EVENT,2023,BULL
2023-05-24 20:00:00,PULLBACK,-1.0,2023-05-24 08:00:00,2023-05-24 12:00:00,4.0,8.0,0.0,1.5536264062158491,False,NO_R3_EVENT,2023,BEAR
2023-05-30 16:00:00,PULLBACK,1.0,2023-05-30 04:00:00,2023-05-30 12:00:00,8.0,8.0,0.0,0.6878574105244892,False,NO_R3_EVENT,2023,BULL
2023-06-02 20:00:00,PULLBACK,-1.0,2023-06-02 04:00:00,2023-06-02 12:00:00,8.0,12.0,,,False,NO_R3_EVENT,2023,BEAR
2023-06-05 20:00:00,PULLBACK,1.0,2023-06-05 12:00:00,2023-06-05 16:00:00,4.0,4.0,0.0,0.5651315116435105,False,NO_R3_EVENT,2023,BULL
2023-06-13 08:00:00,PULLBACK,1.0,2023-06-13 00:00:00,2023-06-13 04:00:00,4.0,4.0,1.0,-1.630417406955573,False,NO_R3_EVENT,2023,BULL
2023-06-15 00:00:00,PULLBACK,-1.0,2023-06-14 08:00:00,2023-06-14 12:00:00,4.0,12.0,1.0,-1.92544583316363,False,NO_R3_EVENT,2023,BEAR
2023-06-15 20:00:00,EXPANSION,1.0,2023-06-15 08:00:00,2023-06-15 12:00:00,4.0,8.0,1.0,-0.40545665494460276,False,NO_R3_EVENT,2023,BULL
2023-06-20 12:00:00,PULLBACK,1.0,2023-06-19 20:00:00,2023-06-20 00:00:00,4.0,12.0,1.0,-2.5852445412452565,False,NO_R3_EVENT,2023,BULL
2023-06-26 20:00:00,PULLBACK,-1.0,2023-06-26 12:00:00,2023-06-26 16:00:00,4.0,4.0,0.0,1.1712862880838897,False,NO_R3_EVENT,2023,BEAR
2023-06-27 08:00:00,PULLBACK,1.0,2023-06-26 20:00:00,2023-06-27 00:00:00,4.0,8.0,1.0,-1.8235225426164863,False,NO_R3_EVENT,2023,BULL
2023-07-05 20:00:00,PULLBACK,-1.0,2023-07-05 04:00:00,2023-07-05 08:00:00,4.0,12.0,0.0,1.7512106254356126,True,SMOOTHING_SUPPRESSED,2023,BEAR
2023-07-20 20:00:00,PULLBACK,-1.0,2023-07-20 08:00:00,2023-07-20 12:00:00,4.0,8.0,0.0,0.578832115869449,False,NO_R3_EVENT,2023,BEAR
2023-07-21 04:00:00,PULLBACK,1.0,2023-07-20 20:00:00,2023-07-21 00:00:00,4.0,4.0,,,False,NO_R3_EVENT,2023,BULL
2023-07-26 08:00:00,PULLBACK,-1.0,2023-07-25 16:00:00,2023-07-25 20:00:00,4.0,12.0,0.0,-2.0385964318953795,False,NO_R3_EVENT,2023,BEAR
2023-07-27 16:00:00,PULLBACK,-1.0,2023-07-27 04:00:00,2023-07-27 12:00:00,8.0,8.0,0.0,0.5403684394923975,False,NO_R3_EVENT,2023,BEAR
2023-08-22 08:00:00,PULLBACK,-1.0,2023-08-21 16:00:00,2023-08-21 20:00:00,4.0,12.0,0.0,-1.5224481606519829,False,NO_R3_EVENT,2023,BEAR
2023-08-25 20:00:00,PULLBACK,-1.0,2023-08-25 12:00:00,2023-08-25 16:00:00,4.0,4.0,,,False,NO_R3_EVENT,2023,BEAR
2023-09-11 20:00:00,PULLBACK,-1.0,2023-09-11 12:00:00,2023-09-11 16:00:00,4.0,4.0,0.0,1.9974486831366753,False,NO_R3_EVENT,2023,BEAR
2023-09-22 12:00:00,PULLBACK,1.0,2023-09-21 20:00:00,2023-09-22 00:00:00,4.0,12.0,,,False,NO_R3_EVENT,2023,BULL
2023-10-06 20:00:00,PULLBACK,1.0,2023-10-06 12:00:00,2023-10-06 16:00:00,4.0,4.0,,,False,NO_R3_EVENT,2023,BULL
2023-10-24 16:00:00,PULLBACK,-1.0,2023-10-24 04:00:00,2023-10-24 08:00:00,4.0,8.0,1.0,-0.9696098453742201,False,NO_R3_EVENT,2023,BEAR
2023-10-24 20:00:00,PULLBACK,1.0,2023-10-24 12:00:00,2023-10-24 16:00:00,4.0,4.0,1.0,0.35129748423318546,False,NO_R3_EVENT,2023,BULL
2023-10-31 20:00:00,PULLBACK,-1.0,2023-10-31 12:00:00,2023-10-31 16:00:00,4.0,4.0,0.0,1.3342289847358382,False,NO_R3_EVENT,2023,BEAR
2023-11-02 12:00:00,PULLBACK,1.0,2023-11-01 20:00:00,2023-11-02 00:00:00,4.0,12.0,0.0,0.20000777463666186,False,NO_R3_EVENT,2023,BULL
2023-11-02 20:00:00,PULLBACK,-1.0,2023-11-02 08:00:00,2023-11-02 12:00:00,4.0,8.0,1.0,-0.9476340779918707,False,NO_R3_EVENT,2023,BEAR
2023-11-03 12:00:00,PULLBACK,1.0,2023-11-03 00:00:00,2023-11-03 04:00:00,4.0,8.0,,,False,NO_R3_EVENT,2023,BULL
2023-12-07 12:00:00,PULLBACK,1.0,2023-12-07 00:00:00,2023-12-07 04:00:00,4.0,8.0,1.0,-0.4969316737060457,False,NO_R3_EVENT,2023,BULL
2023-12-08 04:00:00,PULLBACK,1.0,2023-12-07 20:00:00,2023-12-08 00:00:00,4.0,4.0,,,False,NO_R3_EVENT,2023,BULL
2023-12-08 08:00:00,PULLBACK,-1.0,2023-12-07 16:00:00,2023-12-07 20:00:00,4.0,12.0,,,False,NO_R3_EVENT,2023,BEAR
2023-12-21 04:00:00,PULLBACK,1.0,2023-12-20 12:00:00,2023-12-20 16:00:00,4.0,12.0,1.0,1.567657826529001,False,NO_R3_EVENT,2023,BULL
2023-12-29 04:00:00,PULLBACK,1.0,2023-12-28 16:00:00,2023-12-28 20:00:00,4.0,8.0,,,False,NO_R3_EVENT,2023,BULL
2024-01-09 20:00:00,PULLBACK,-1.0,2024-01-09 04:00:00,2024-01-09 08:00:00,4.0,12.0,0.0,0.3663730861170059,False,NO_R3_EVENT,2024,BEAR
2024-01-10 12:00:00,PULLBACK,1.0,2024-01-10 00:00:00,2024-01-10 04:00:00,4.0,8.0,1.0,-0.47182572905332554,False,NO_R3_EVENT,2024,BULL
2024-01-11 08:00:00,PULLBACK,1.0,2024-01-10 20:00:00,2024-01-11 00:00:00,4.0,8.0,0.0,0.3539325463094033,False,NO_R3_EVENT,2024,BULL
2024-01-19 04:00:00,PULLBACK,1.0,2024-01-18 12:00:00,2024-01-18 16:00:00,4.0,12.0,,,False,NO_R3_EVENT,2024,BULL
2024-01-19 08:00:00,PULLBACK,-1.0,2024-01-19 00:00:00,2024-01-19 04:00:00,4.0,4.0,,,False,NO_R3_EVENT,2024,BEAR
2024-01-23 08:00:00,RANGE,1.0,2024-01-22 16:00:00,2024-01-22 20:00:00,4.0,12.0,1.0,-0.7989333045362105,False,NO_R3_EVENT,2024,BULL
2024-01-26 04:00:00,RANGE,1.0,2024-01-25 16:00:00,2024-01-25 20:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-01-26 12:00:00,RANGE,-1.0,2024-01-26 00:00:00,2024-01-26 04:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-01-26 20:00:00,RANGE,-1.0,2024-01-26 08:00:00,2024-01-26 12:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-02-02 16:00:00,EXPANSION,-1.0,2024-02-02 00:00:00,2024-02-02 08:00:00,8.0,12.0,,,False,NO_R3_EVENT,2024,BEAR
2024-02-08 08:00:00,PULLBACK,-1.0,2024-02-07 16:00:00,2024-02-07 20:00:00,4.0,12.0,0.0,0.08962125415451534,False,NO_R3_EVENT,2024,BEAR
2024-02-08 12:00:00,PULLBACK,1.0,2024-02-07 20:00:00,2024-02-08 04:00:00,8.0,12.0,1.0,-0.5154187892813629,False,NO_R3_EVENT,2024,BULL
2024-02-13 16:00:00,PULLBACK,-1.0,2024-02-13 00:00:00,2024-02-13 08:00:00,8.0,12.0,0.0,1.8911125674689968,False,NO_R3_EVENT,2024,BEAR
2024-02-15 16:00:00,PULLBACK,1.0,2024-02-15 04:00:00,2024-02-15 08:00:00,4.0,8.0,1.0,-0.33642974625229083,False,NO_R3_EVENT,2024,BULL
2024-02-16 16:00:00,PULLBACK,-1.0,2024-02-16 00:00:00,2024-02-16 04:00:00,4.0,12.0,,,False,NO_R3_EVENT,2024,BEAR
2024-02-16 20:00:00,PULLBACK,1.0,2024-02-16 12:00:00,2024-02-16 16:00:00,4.0,4.0,,,False,NO_R3_EVENT,2024,BULL
2024-02-22 20:00:00,RANGE,-1.0,2024-02-22 08:00:00,2024-02-22 12:00:00,4.0,8.0,1.0,-2.46364576218543,False,NO_R3_EVENT,2024,BEAR
2024-02-23 00:00:00,RANGE,1.0,2024-02-22 16:00:00,2024-02-22 20:00:00,4.0,4.0,1.0,1.9159275905436104,False,NO_R3_EVENT,2024,BULL
2024-02-28 00:00:00,RANGE,-1.0,2024-02-27 08:00:00,2024-02-27 16:00:00,8.0,12.0,1.0,-0.7926136535999938,False,NO_R3_EVENT,2024,BEAR
2024-02-28 04:00:00,PULLBACK,1.0,2024-02-27 20:00:00,2024-02-28 00:00:00,4.0,4.0,1.0,0.5138388059808395,False,NO_R3_EVENT,2024,BULL
2024-03-13 20:00:00,PULLBACK,1.0,2024-03-13 04:00:00,2024-03-13 08:00:00,4.0,12.0,1.0,-1.4455632505220957,False,NO_R3_EVENT,2024,BULL
2024-03-15 12:00:00,PULLBACK,1.0,2024-03-15 00:00:00,2024-03-15 04:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-03-21 00:00:00,PULLBACK,1.0,2024-03-20 08:00:00,2024-03-20 16:00:00,8.0,12.0,1.0,-0.5305724793817398,False,NO_R3_EVENT,2024,BULL
2024-03-26 00:00:00,PULLBACK,-1.0,2024-03-25 16:00:00,2024-03-25 20:00:00,4.0,4.0,0.0,-0.4711315397851829,False,NO_R3_EVENT,2024,BEAR
2024-03-26 08:00:00,PULLBACK,-1.0,2024-03-25 16:00:00,2024-03-25 20:00:00,4.0,12.0,1.0,-0.57524306424986,False,NO_R3_EVENT,2024,BEAR
2024-03-26 12:00:00,PULLBACK,1.0,2024-03-26 04:00:00,2024-03-26 08:00:00,4.0,4.0,1.0,-0.08353404928473232,False,NO_R3_EVENT,2024,BULL
2024-04-11 00:00:00,PULLBACK,-1.0,2024-04-10 08:00:00,2024-04-10 12:00:00,4.0,12.0,1.0,-2.5322792208516507,False,NO_R3_EVENT,2024,BEAR
2024-04-11 04:00:00,PULLBACK,1.0,2024-04-10 16:00:00,2024-04-10 20:00:00,4.0,8.0,1.0,2.605095435575484,False,NO_R3_EVENT,2024,BULL
2024-04-11 16:00:00,PULLBACK,1.0,2024-04-11 00:00:00,2024-04-11 04:00:00,4.0,12.0,0.0,3.282822753029294,False,NO_R3_EVENT,2024,BULL
2024-04-13 00:00:00,PULLBACK,-1.0,2024-04-12 12:00:00,2024-04-12 16:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-04-18 08:00:00,PULLBACK,1.0,2024-04-17 20:00:00,2024-04-18 00:00:00,4.0,8.0,0.0,0.46288843000027347,False,NO_R3_EVENT,2024,BULL
2024-04-25 16:00:00,PULLBACK,1.0,2024-04-25 00:00:00,2024-04-25 04:00:00,4.0,12.0,0.0,0.9017244538817348,False,NO_R3_EVENT,2024,BULL
2024-04-26 04:00:00,PULLBACK,-1.0,2024-04-25 16:00:00,2024-04-25 20:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-04-26 20:00:00,RANGE,-1.0,2024-04-26 12:00:00,2024-04-26 16:00:00,4.0,4.0,,,False,NO_R3_EVENT,2024,BEAR
2024-05-08 08:00:00,RANGE,1.0,2024-05-07 16:00:00,2024-05-07 20:00:00,4.0,12.0,1.0,-0.4047901662154246,False,NO_R3_EVENT,2024,BULL
2024-05-08 16:00:00,RANGE,1.0,2024-05-08 00:00:00,2024-05-08 04:00:00,4.0,12.0,0.0,0.9966576168017015,False,NO_R3_EVENT,2024,BULL
2024-05-09 08:00:00,RANGE,1.0,2024-05-08 16:00:00,2024-05-08 20:00:00,4.0,12.0,1.0,3.519065549554576,False,NO_R3_EVENT,2024,BULL
2024-05-09 16:00:00,RANGE,1.0,2024-05-09 00:00:00,2024-05-09 04:00:00,4.0,12.0,0.0,3.1474942758002986,False,NO_R3_EVENT,2024,BULL
2024-05-14 08:00:00,PULLBACK,1.0,2024-05-14 00:00:00,2024-05-14 04:00:00,4.0,4.0,0.0,1.129610333331743,False,NO_R3_EVENT,2024,BULL
2024-05-28 20:00:00,PULLBACK,1.0,2024-05-28 04:00:00,2024-05-28 08:00:00,4.0,12.0,1.0,-1.2678951779321295,False,NO_R3_EVENT,2024,BULL
2024-05-29 12:00:00,PULLBACK,-1.0,2024-05-28 20:00:00,2024-05-29 00:00:00,4.0,12.0,0.0,0.9565025203723775,False,NO_R3_EVENT,2024,BEAR
2024-05-30 20:00:00,RANGE,1.0,2024-05-30 08:00:00,2024-05-30 16:00:00,8.0,8.0,1.0,-1.343359248931052,False,NO_R3_EVENT,2024,BULL
2024-05-31 16:00:00,PULLBACK,1.0,2024-05-31 04:00:00,2024-05-31 08:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BULL
2024-05-31 20:00:00,PULLBACK,-1.0,2024-05-31 08:00:00,2024-05-31 12:00:00,4.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-06-04 12:00:00,PULLBACK,-1.0,2024-06-04 00:00:00,2024-06-04 04:00:00,4.0,8.0,0.0,0.0607169994550613,False,NO_R3_EVENT,2024,BEAR
2024-06-05 08:00:00,RANGE,1.0,2024-06-04 20:00:00,2024-06-05 04:00:00,8.0,8.0,0.0,2.705919436369081,False,NO_R3_EVENT,2024,BULL
2024-06-05 16:00:00,RANGE,1.0,2024-06-05 00:00:00,2024-06-05 04:00:00,4.0,12.0,0.0,1.2856676334478008,False,NO_R3_EVENT,2024,BULL
2024-06-07 12:00:00,PULLBACK,-1.0,2024-06-07 00:00:00,2024-06-07 08:00:00,8.0,8.0,,,False,NO_R3_EVENT,2024,BEAR
2024-06-12 16:00:00,PULLBACK,1.0,2024-06-12 08:00:00,2024-06-12 12:00:00,4.0,4.0,1.0,-0.9716336723626648,False,NO_R3_EVENT,2024,BULL
2024-06-13 04:00:00,PULLBACK,-1.0,2024-06-12 16:00:00,2024-06-12 20:00:00,4.0,8.0,0.0,1.1428364756501626,False,NO_R3_EVENT,2024,BEAR
2024-06-13 16:00:00,PULLBACK,1.0,2024-06-13 00:00:00,2024-06-13 04:00:00,4.0,12.0,0.0,0.4970520460030684,False,NO_R3_EVENT,2024,BULL
