parent_id,parent_time,parent_i,signal_time,signal_i,event_time,event_i,impulse_dir,split,child_rule,event_open,event_high,event_low,event_close,child_range,parent_exit_i,router_conf,p_rev,p_cont,source_row,entry,filled,fill_time,fill_i,outcome,gross_R,cost_R,signal_net_R,stop_frac,exit_time,episode_7d,prior_virtual_fills,vf1_mature,real_fill,real_R,side
165,2025-07-02 03:45:00+00:00,157673,2025-07-02 04:00:00+00:00,157674,2025-07-02 03:45:00+00:00,157674,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,106194.7,106253.93,106152.01,106219.61,101.91999999999824,157769,0.4355152481916748,0.4355152481916748,0.1535431536080611,165,106168.65,True,2025-07-02 04:15:00+00:00,157675.0,TP,1.5,0.520843063186822,0.979156936813178,0.000959982066269,2025-07-02 04:45:00+00:00,77,3,True,True,0.979156936813178,BUY
166,2025-07-03 11:45:00+00:00,157801,2025-07-03 12:00:00+00:00,157802,2025-07-03 11:45:00+00:00,157802,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,109599.18,109638.12,109477.04,109570.43,161.08000000000175,157897,0.3567916429914199,0.3567916429914199,0.1005939039146842,166,109650.97,True,2025-07-03 12:30:00+00:00,157804.0,SL,-1.0,0.3403618388378409,-1.3403618388378409,0.0014690248522197,2025-07-03 12:30:00+00:00,77,4,True,True,-1.3403618388378409,SELL
167,2025-08-07 23:45:00+00:00,161209,2025-08-08 00:15:00+00:00,161211,2025-08-07 23:45:00+00:00,161211,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,117372.37,117372.38,116870.21,117132.17,502.1699999999983,161305,0.3300239510961924,0.3300239510961924,0.1314377240218526,167,117383.255,True,2025-08-08 00:30:00+00:00,161212.0,TP,1.5,0.1168760131031328,1.3831239868968672,0.0042780377831573,2025-08-08 05:00:00+00:00,78,0,False,False,0.0,SELL
168,2025-08-09 11:45:00+00:00,161353,2025-08-09 12:30:00+00:00,161356,2025-08-09 11:45:00+00:00,161356,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,117172.03,117184.13,117010.0,117033.7,174.13000000000466,161449,0.3243118959142411,0.3243118959142411,0.1417003882455051,168,117120.765,True,2025-08-09 12:45:00+00:00,161357.0,TP,1.5,0.33630266180439,1.16369733819561,0.0014867559992457,2025-08-09 14:00:00+00:00,78,1,True,True,1.16369733819561,SELL
169,2025-08-10 07:45:00+00:00,161433,2025-08-10 09:30:00+00:00,161440,2025-08-10 07:45:00+00:00,161440,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,118270.0,118270.01,118110.64,118110.64,159.36999999999534,161529,0.3296749807494308,0.3296749807494308,0.1947273749204836,169,118190.325,True,2025-08-10 09:45:00+00:00,161441.0,SL,-1.0,0.3708048095626637,-1.3708048095626637,0.0013484183244271,2025-08-10 09:45:00+00:00,78,2,True,True,-1.3708048095626637,SELL
170,2025-08-18 07:45:00+00:00,162201,2025-08-18 09:45:00+00:00,162209,2025-08-18 07:45:00+00:00,162209,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,115019.37,115135.29,114968.13,115038.46,167.15999999998894,162297,0.3626996429752855,0.3626996429752855,0.1991035518584289,170,114954.88,False,,,NO_FILL,0.0,0.0,0.0,0.0014541357443893,,79,0,False,False,0.0,BUY
171,2025-08-18 11:45:00+00:00,162217,2025-08-18 12:45:00+00:00,162221,2025-08-18 11:45:00+00:00,162221,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,115331.13,115520.0,115200.0,115519.99,320.0,162313,0.3808536981106811,0.3808536981106811,0.1605681370069157,171,115359.99,True,2025-08-18 13:30:00+00:00,162224.0,SL,-1.0,0.180249984375,-1.180249984375,0.0027739253444803,2025-08-18 13:45:00+00:00,79,0,False,False,0.0,BUY
172,2025-08-19 07:45:00+00:00,162297,2025-08-19 08:00:00+00:00,162298,2025-08-19 07:45:00+00:00,162298,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,114978.15,115049.99,114804.0,115040.01,245.99000000000524,162393,0.3640688889304949,0.3640688889304949,0.1518047496165648,172,114917.01499999998,True,2025-08-19 08:30:00+00:00,162300.0,TP,1.5,0.2335806638481189,1.266419336151881,0.0021405881452803,2025-08-19 08:45:00+00:00,79,1,True,True,1.266419336151881,BUY
173,2025-08-20 03:45:00+00:00,162377,2025-08-20 04:00:00+00:00,162378,2025-08-20 03:45:00+00:00,162378,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,113525.9,113666.66,113525.9,113608.83,140.7600000000093,162473,0.3982696237074742,0.3982696237074742,0.1465164672495117,173,113538.45,True,2025-08-20 04:30:00+00:00,162380.0,TP,1.5,0.4033050937766144,1.0966949062233855,0.0012397562235525,2025-08-20 05:45:00+00:00,79,2,True,True,1.0966949062233855,BUY
174,2025-08-26 03:45:00+00:00,162953,2025-08-26 04:00:00+00:00,162954,2025-08-26 03:45:00+00:00,162954,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,109879.57,110191.67,109879.57,110147.25,312.09999999999127,163049,0.4407196254020062,0.4407196254020062,0.1842271670789586,174,109991.2,True,2025-08-26 04:15:00+00:00,162955.0,TP,1.5,0.1762114706824785,1.3237885293175216,0.0028374997272508,2025-08-26 07:30:00+00:00,79,3,True,True,1.3237885293175216,BUY
175,2025-09-05 15:45:00+00:00,163961,2025-09-05 17:00:00+00:00,163966,2025-09-05 15:45:00+00:00,163966,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,110815.4,110815.4,110535.35,110696.4,280.0499999999884,164057,0.316587408489548,0.316587408489548,0.1977601862126439,175,110836.425,False,,,NO_FILL,0.0,0.0,0.0,0.0025266964357609,,80,0,False,False,0.0,SELL
176,2025-09-16 23:45:00+00:00,165049,2025-09-17 03:30:00+00:00,165064,2025-09-16 23:45:00+00:00,165064,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,116516.71,116577.4,116444.0,116478.63,133.39999999999418,165145,0.3622899888022918,0.3622899888022918,0.0933314304708608,176,116545.33,False,,,NO_FILL,0.0,0.0,0.0,0.0011446190079001,,81,0,False,False,0.0,SELL
177,2025-09-17 03:45:00+00:00,165065,2025-09-17 04:30:00+00:00,165068,2025-09-17 03:45:00+00:00,165068,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,116320.79,116320.8,116217.1,116240.03,103.69999999999708,165161,0.345821023881027,0.345821023881027,0.1243375316502359,177,116291.88,True,2025-09-17 04:45:00+00:00,165069.0,SL,-1.0,0.5607130183220987,-1.5607130183220987,0.000891721760797,2025-09-17 05:00:00+00:00,81,0,False,False,0.0,SELL
178,2025-09-22 03:45:00+00:00,165545,2025-09-22 07:30:00+00:00,165560,2025-09-22 03:45:00+00:00,165560,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,112773.17,112991.84,112737.36,112991.83,254.47999999999595,165641,0.4281586667177265,0.4281586667177265,0.1536118015523432,178,112864.59,True,2025-09-22 07:45:00+00:00,165561.0,SL,-1.0,0.2217553245834678,-1.2217553245834678,0.002254737291829,2025-09-22 07:45:00+00:00,81,1,True,True,-1.2217553245834678,BUY
179,2025-09-23 03:45:00+00:00,165641,2025-09-23 04:45:00+00:00,165645,2025-09-23 03:45:00+00:00,165645,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,112272.92,112449.56,112225.78,112442.3,223.77999999999884,165737,0.4089713934740839,0.4089713934740839,0.2084606711753374,179,112330.41,False,,,NO_FILL,0.0,0.0,0.0,0.0019921586683427,,81,2,True,False,0.0,BUY
180,2025-09-24 07:45:00+00:00,165753,2025-09-24 08:45:00+00:00,165757,2025-09-24 07:45:00+00:00,165757,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,112575.98,112636.85,112494.96,112622.8,141.88999999999942,165849,0.3158581836298881,0.3158581836298881,0.1694696520323941,180,112551.855,True,2025-09-24 09:00:00+00:00,165758.0,TP,1.5,0.3966165867925874,1.1033834132074123,0.0012606633626784,2025-09-24 09:30:00+00:00,81,2,True,True,1.1033834132074123,BUY
181,2025-09-25 15:45:00+00:00,165881,2025-09-25 18:15:00+00:00,165891,2025-09-25 15:45:00+00:00,165891,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,109222.12,109645.28,109118.76,109442.99,526.5200000000041,165977,0.3524397122110034,0.3524397122110034,0.1341188182158113,181,109179.73,False,,,NO_FILL,0.0,0.0,0.0,0.0048225068884123,,81,3,True,False,0.0,BUY
182,2025-11-04 11:45:00+00:00,169705,2025-11-04 14:45:00+00:00,169717,2025-11-04 11:45:00+00:00,169717,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,103929.42,104694.28,103822.5,104500.01,871.7799999999988,169801,0.3830940594413447,0.3830940594413447,0.1922899167008574,182,104064.12,True,2025-11-04 15:30:00+00:00,169720.0,SL,-1.0,0.059684851682764,-1.0596848516827642,0.008377335050736,2025-11-04 15:45:00+00:00,82,0,False,False,0.0,BUY
183,2025-11-11 03:45:00+00:00,170345,2025-11-11 04:15:00+00:00,170347,2025-11-11 03:45:00+00:00,170347,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,106168.61,106291.99,105978.89,105978.89,313.1000000000058,170441,0.3500022752902409,0.3500022752902409,0.157529739100245,183,106135.44,False,,,NO_FILL,0.0,0.0,0.0,0.0029500042587094,,82,1,True,False,0.0,SELL
184,2025-11-16 23:45:00+00:00,170905,2025-11-17 03:00:00+00:00,170918,2025-11-16 23:45:00+00:00,170918,-1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,94976.17,95354.99,94968.72,95354.47,386.2700000000041,171001,0.3174036567029819,0.3174036567029819,0.1891731639044807,184,95161.335,True,2025-11-17 04:00:00+00:00,170922.0,TP,1.5,0.1231798159318598,1.3768201840681402,0.0040591065688601,2025-11-17 07:30:00+00:00,82,1,True,True,1.3768201840681402,BUY
185,2025-12-03 23:45:00+00:00,172537,2025-12-04 00:00:00+00:00,172538,2025-12-03 23:45:00+00:00,172538,1.0,BRIDGE_2025,TWO_BAR_CONFIRM_12H,93429.95,93480.0,92952.98,92952.99,527.0200000000041,172633,0.3183212468875812,0.3183212468875812,0.1124127645935607,185,93216.5,True,2025-12-04 01:00:00+00:00,172542.0,SL,-1.0,0.088437345831277,-1.088437345831277,0.0056537201032006,2025-12-04 01:15:00+00:00,83,0,False,False,0.0,SELL
186,2026-01-20 11:45:00+00:00,177097,2026-01-20 12:45:00+00:00,177101,2026-01-20 11:45:00+00:00,177101,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,91169.24,91280.32,91169.23,91280.31,111.09000000001106,177193,0.3524233310465181,0.3524233310465181,0.1866999503170675,186,91224.76499999998,True,2026-01-20 13:00:00+00:00,177102.0,SL,-1.0,0.4105894544963134,-1.4105894544963131,0.0012177614269547,2026-01-20 13:00:00+00:00,84,0,False,False,0.0,BUY
187,2026-01-25 23:45:00+00:00,177625,2026-01-26 00:00:00+00:00,177626,2026-01-25 23:45:00+00:00,177626,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,86670.36,87079.32,86633.93,87051.28,445.390000000014,177721,0.3572489901050774,0.3572489901050774,0.2398550801222498,187,86828.58499999999,True,2026-01-26 00:15:00+00:00,177627.0,TP,1.5,0.0974747805294205,1.4025252194705795,0.0051295319392802,2026-01-26 01:15:00+00:00,84,1,True,True,1.4025252194705795,BUY
188,2026-02-23 19:45:00+00:00,180393,2026-02-23 20:30:00+00:00,180396,2026-02-23 19:45:00+00:00,180396,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,64004.35,64323.42,63989.85,64269.42,333.5699999999997,180489,0.3439348858777843,0.3439348858777843,0.1812039242088089,188,64102.635,False,,,NO_FILL,0.0,0.0,0.0,0.005203686244723,,85,0,False,False,0.0,BUY
189,2026-02-23 23:45:00+00:00,180409,2026-02-24 00:00:00+00:00,180410,2026-02-23 23:45:00+00:00,180410,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,64656.01,64895.02,64656.01,64895.02,239.0099999999948,180505,0.3580403390127951,0.3580403390127951,0.178904531914536,189,64775.515,True,2026-02-24 01:00:00+00:00,180414.0,SL,-1.0,0.135507959917998,-1.135507959917998,0.003689820142688,2026-02-24 01:00:00+00:00,85,0,False,False,0.0,BUY
190,2026-02-24 15:45:00+00:00,180473,2026-02-24 16:00:00+00:00,180474,2026-02-24 15:45:00+00:00,180474,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,63973.98,64428.9,63956.62,64163.3,472.2799999999989,180569,0.3255668577389677,0.3255668577389677,0.15988049231164,190,63927.16,True,2026-02-24 16:15:00+00:00,180475.0,TP,1.5,0.0676793004150082,1.4323206995849918,0.0073877832207781,2026-02-24 19:00:00+00:00,85,1,True,True,1.4323206995849918,BUY
191,2026-03-19 15:45:00+00:00,182681,2026-03-19 18:45:00+00:00,182693,2026-03-19 15:45:00+00:00,182693,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,69715.61,69853.5,69581.55,69821.21,271.9499999999971,182777,0.3178567130996702,0.3178567130996702,0.2359173646688287,191,69685.23500000002,False,,,NO_FILL,0.0,0.0,0.0,0.0039025483662356,,86,0,False,False,0.0,BUY
192,2026-03-22 03:45:00+00:00,182921,2026-03-22 04:45:00+00:00,182925,2026-03-22 03:45:00+00:00,182925,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,69349.64,69408.27,69303.08,69358.0,105.19000000000231,183017,0.4011674724431432,0.4011674724431432,0.1788569756846159,192,69305.405,True,2026-03-22 05:00:00+00:00,182926.0,SL,-1.0,0.3294296273409947,-1.329429627340995,0.0015177748402163,2026-03-22 05:15:00+00:00,86,0,False,False,0.0,BUY
193,2026-03-27 19:45:00+00:00,183465,2026-03-27 21:00:00+00:00,183470,2026-03-27 19:45:00+00:00,183470,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,66020.77,66186.01,66013.0,66151.33,173.00999999999476,183561,0.3176589320025703,0.3176589320025703,0.1984831932698346,193,66064.82500000001,True,2026-03-27 21:30:00+00:00,183472.0,TP,1.5,0.1909277642910872,1.3090722357089128,0.00261879146732,2026-03-27 23:45:00+00:00,86,1,True,True,1.3090722357089128,BUY
194,2026-03-29 23:45:00+00:00,183673,2026-03-30 01:15:00+00:00,183679,2026-03-29 23:45:00+00:00,183679,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,66400.66,66660.32,66328.38,66603.24,331.9400000000023,183769,0.3558460147952169,0.3558460147952169,0.1614650870225227,194,66437.27,False,,,NO_FILL,0.0,0.0,0.0,0.0049962919909262,,86,2,True,False,0.0,BUY
195,2026-04-06 03:45:00+00:00,184361,2026-04-06 04:15:00+00:00,184363,2026-04-06 03:45:00+00:00,184363,1.0,OOS_2026,TWO_BAR_CONFIRM_12H,69075.93,69081.31,68980.36,68999.99,100.94999999999708,184457,0.325519610349768,0.325519610349768,0.1221407169598062,195,69050.465,True,2026-04-06 04:30:00+00:00,184364.0,SL,-1.0,0.3420032937097671,-1.3420032937097672,0.001461974224214,2026-04-06 04:30:00+00:00,87,0,False,False,0.0,SELL
196,2026-04-17 11:45:00+00:00,185449,2026-04-17 15:00:00+00:00,185462,2026-04-17 11:45:00+00:00,185462,1.0,OOS_2026,TWO_BAR_CONFIRM_12H,77886.77,77969.6,77558.72,77831.99,410.8800000000047,185545,0.3495492048177286,0.3495492048177286,0.1350815558408575,196,78037.43000000001,True,2026-04-17 16:00:00+00:00,185466.0,TP,1.5,0.0949637728777248,1.4050362271222752,0.005265165703176,2026-04-17 17:00:00+00:00,88,0,False,False,0.0,SELL
197,2026-05-04 07:45:00+00:00,187065,2026-05-04 08:30:00+00:00,187068,2026-05-04 07:45:00+00:00,187068,1.0,OOS_2026,TWO_BAR_CONFIRM_12H,79740.0,79787.47,79700.67,79716.88,86.80000000000291,187161,0.3532543169382471,0.3532543169382471,0.1545095658037805,197,79760.28,True,2026-05-04 08:45:00+00:00,187069.0,TP,1.5,0.4594486175115053,1.0405513824884949,0.0010882609740086,2026-05-04 08:45:00+00:00,89,0,False,False,0.0,SELL
198,2026-05-16 11:45:00+00:00,188233,2026-05-16 14:30:00+00:00,188244,2026-05-16 11:45:00+00:00,188244,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,77982.0,78227.67,77982.0,78219.02,245.66999999999825,188329,0.4273976595820204,0.4273976595820204,0.201091527013217,198,78096.185,True,2026-05-16 15:00:00+00:00,188246.0,SL,-1.0,0.1589453026417563,-1.1589453026417562,0.0031457362481918,2026-05-17 00:45:00+00:00,90,0,False,False,0.0,BUY
199,2026-05-18 07:45:00+00:00,188409,2026-05-18 11:30:00+00:00,188424,2026-05-18 07:45:00+00:00,188424,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,76814.7,77403.48,76782.24,77356.01,621.2399999999907,188505,0.3173211504426819,0.3173211504426819,0.2647166153169488,199,77045.39,False,,,NO_FILL,0.0,0.0,0.0,0.008063298790492,,90,1,True,False,0.0,BUY
200,2026-05-23 03:45:00+00:00,188873,2026-05-23 09:30:00+00:00,188896,2026-05-23 03:45:00+00:00,188896,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,74687.73,74749.99,74661.44,74740.26,88.55000000000291,188969,0.4930194347441274,0.4930194347441274,0.1248953661784516,200,74695.98499999999,True,2026-05-23 09:45:00+00:00,188897.0,TP,1.5,0.4217729249011718,1.078227075098828,0.0011854720170033,2026-05-23 11:15:00+00:00,90,1,True,True,1.078227075098828,BUY
201,2026-05-28 07:45:00+00:00,189369,2026-05-28 08:45:00+00:00,189373,2026-05-28 07:45:00+00:00,189373,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,73292.92,73376.84,73290.42,73325.88,86.41999999999825,189465,0.3528363226557972,0.3528363226557972,0.2859582440807066,201,73282.67000000001,True,2026-05-28 09:00:00+00:00,189374.0,TP,1.5,0.4239913793103534,1.0760086206896466,0.0011792692597035,2026-05-28 09:15:00+00:00,90,2,True,True,1.0760086206896466,BUY
202,2026-05-28 15:45:00+00:00,189401,2026-05-28 16:15:00+00:00,189403,2026-05-28 15:45:00+00:00,189403,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,73109.55,73307.47,73053.42,73150.02,254.0500000000029,189497,0.368992119385178,0.368992119385178,0.1883711101869009,202,73022.995,False,,,NO_FILL,0.0,0.0,0.0,0.0034790410883585,,90,3,True,False,0.0,BUY
203,2026-06-23 11:45:00+00:00,191881,2026-06-23 13:45:00+00:00,191889,2026-06-23 11:45:00+00:00,191889,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,62400.0,62538.72,62272.0,62475.99,266.7200000000012,191977,0.3915061505749876,0.3915061505749876,0.1856019659659966,203,62342.63,False,,,NO_FILL,0.0,0.0,0.0,0.0042782923979947,,91,0,False,False,0.0,BUY
204,2026-06-25 15:45:00+00:00,192089,2026-06-25 16:00:00+00:00,192090,2026-06-25 15:45:00+00:00,192090,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,59557.99,60067.0,59468.0,59762.0,599.0,192185,0.3618013875946158,0.3618013875946158,0.2232344781398093,204,59462.5,True,2026-06-25 16:30:00+00:00,192092.0,SL,-1.0,0.0496348080133556,-1.0496348080133555,0.0100735757830565,2026-06-26 02:00:00+00:00,91,0,False,False,0.0,BUY
205,2026-07-01 03:45:00+00:00,192617,2026-07-01 04:30:00+00:00,192620,2026-07-01 03:45:00+00:00,192620,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,59274.0,59373.52,59200.0,59359.9,173.5199999999968,192713,0.3226407189631022,0.3226407189631022,0.2230102652473224,205,59273.14,True,2026-07-01 05:00:00+00:00,192622.0,SL,-1.0,0.170796277086218,-1.170796277086218,0.0029274642780861,2026-07-01 06:00:00+00:00,91,1,True,True,-1.170796277086218,BUY
206,2026-07-03 15:45:00+00:00,192857,2026-07-03 18:00:00+00:00,192866,2026-07-03 15:45:00+00:00,192866,1.0,OOS_2026,TWO_BAR_CONFIRM_12H,62193.99,62204.03,62118.0,62161.98,86.02999999999884,192953,0.3159998079907492,0.3159998079907492,0.115514374279607,206,62204.995,True,2026-07-03 18:30:00+00:00,192868.0,SL,-1.0,0.3615308322678184,-1.3615308322678183,0.0013830079079662,2026-07-03 19:15:00+00:00,91,2,True,True,-1.3615308322678183,SELL
207,2026-08-01 19:45:00+00:00,195657,2026-08-01 20:00:00+00:00,195658,2026-08-01 19:45:00+00:00,195658,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,62529.81,62571.7,62482.99,62558.0,88.70999999999913,195753,0.4323501840572097,0.4323501840572097,0.1355143997271511,207,62513.645,False,,,NO_FILL,0.0,0.0,0.0,0.0014190501929618,,92,0,False,False,0.0,BUY
208,2026-08-09 23:45:00+00:00,196441,2026-08-10 00:30:00+00:00,196444,2026-08-09 23:45:00+00:00,196444,1.0,OOS_2026,TWO_BAR_CONFIRM_12H,65006.0,65045.65,64826.78,64838.0,218.87000000000265,196537,0.3550643708953283,0.3550643708953283,0.125163448696634,208,64947.435,True,2026-08-10 00:45:00+00:00,196445.0,SL,-1.0,0.1483698885182967,-1.148369888518297,0.0033699560267469,2026-08-10 01:45:00+00:00,93,0,False,False,0.0,SELL
209,2026-08-11 19:45:00+00:00,196617,2026-08-11 20:00:00+00:00,196618,2026-08-11 19:45:00+00:00,196618,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,63536.0,63715.78,63536.0,63673.28,179.77999999999884,196713,0.3375432655624469,0.3375432655624469,0.1541894612251994,209,63583.39,False,,,NO_FILL,0.0,0.0,0.0,0.0028274679912473,,93,1,True,False,0.0,BUY
210,2026-08-13 19:45:00+00:00,196809,2026-08-13 20:15:00+00:00,196811,2026-08-13 19:45:00+00:00,196811,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,63414.26,63459.78,63414.26,63453.32,45.5199999999968,196905,0.3461510341120942,0.3461510341120942,0.1086976341013181,210,63430.56,True,2026-08-13 20:30:00+00:00,196812.0,SL,-1.0,0.6967328646749172,-1.6967328646749174,0.0007176351588256,2026-08-13 20:45:00+00:00,93,1,True,True,-1.6967328646749174,BUY
211,2026-08-14 11:45:00+00:00,196873,2026-08-14 14:30:00+00:00,196884,2026-08-14 11:45:00+00:00,196884,-1.0,OOS_2026,TWO_BAR_CONFIRM_12H,62673.26,62797.88,62658.77,62746.02,139.11000000000058,196969,0.354783598296572,0.354783598296572,0.1380487468406971,211,62676.465,True,2026-08-14 14:45:00+00:00,196885.0,SL,-1.0,0.2252766335993089,-1.225276633599309,0.0022194933935728,2026-08-14 14:45:00+00:00,93,2,True,True,-1.225276633599309,BUY
212,2026-08-28 03:45:00+00:00,198185,2026-08-28 04:30:00+00:00,198188,2026-08-28 03:45:00+00:00,198188,1.0,OOS_2026,TWO_BAR_CONFIRM_12H,79816.0,79840.0,79630.05,79705.26,209.9499999999971,198281,0.3418883503607094,0.3418883503607094,0.1497403773434314,212,79810.23499999999,True,2026-08-28 05:30:00+00:00,198192.0,TP,1.5,0.1900696237199359,1.309930376280064,0.0026306149831534,2026-08-28 08:45:00+00:00,94,0,False,False,0.0,SELL
