feed,period,shift_min,horizon,candidate_n,candidate_ev,complement_ev,incremental
AMP,LATE,3,5,13,0.2815201825958268,-0.15305520454157476,0.4345753871374015
AMP,LATE,3,15,13,0.5571231674199476,0.2282741490244074,0.3288490183955402
AMP,LATE,5,5,11,0.10474289437416706,-0.14403693228287906,0.24877982665704612
AMP,LATE,5,15,11,-0.03129378613983149,0.2512011089149176,-0.28249489505474906
AMP,LATE,10,5,12,-0.19631250200231729,-0.13322058202609202,-0.06309191997622526
AMP,LATE,10,15,12,0.8163933960954721,0.2192986853930824,0.5970947107023897
AMP,LATE,15,5,7,0.9139367980009317,-0.15881300196249667,1.0727497999634283
AMP,LATE,15,15,7,1.5603764222366963,0.21224342307728364,1.3481329991594126
AMP,LATE,30,5,10,0.23087050722001096,-0.1472717447486982,0.37814225196870915
AMP,LATE,30,15,10,-0.09466581064197174,0.2523268311904517,-0.3469926418324234
AMP,LATE,60,5,18,-0.043742008776468486,-0.14098358975792127,0.09724158098145279
AMP,LATE,60,15,18,0.5282398826302614,0.2245756425580806,0.30366424007218085
AMP,LATE,120,5,6,-0.8198297885775392,-0.12261316183809838,-0.6972166267394408
AMP,LATE,120,15,6,0.22726076996475605,0.24182198925700216,-0.014561219292246103
AMP,POST,-120,5,6,-0.1542441935404646,0.018958206765247627,-0.1732024003057122
AMP,POST,-120,15,6,-1.0099545720072987,-0.14230422628663922,-0.8676503457206595
AMP,POST,-60,5,1,-0.8990825688073905,0.018011537810078575,-0.917094106617469
AMP,POST,-60,15,1,-0.96330275229357,-0.177105048098679,-0.786197704194891
AMP,POST,-30,5,5,-0.0796123002056955,0.014552062676702816,-0.09416436288239832
AMP,POST,-30,15,5,-0.47488997165180785,-0.17134499143006637,-0.3035449802217415
AMP,POST,-15,5,4,-0.5226223318869354,0.027975068787443304,-0.5505974006743787
AMP,POST,-15,15,4,-1.1215576696572005,-0.15278299296014902,-0.9687746766970515
AMP,POST,-10,5,4,-0.052228004370440784,0.012922450306915472,-0.06515045467735625
AMP,POST,-10,15,4,0.9408428897497075,-0.21985292985143062,1.160695819601138
AMP,POST,-5,5,7,0.7929992749320809,-0.033972136505261444,0.8269714114373423
AMP,POST,-5,15,7,1.3445330668763649,-0.27241891900718074,1.6169519858835457
AMP,POST,-3,5,2,1.7267836084904589,-0.01611947201652163,1.7429030805069805
AMP,POST,-3,15,2,2.166037735848917,-0.20194108371885747,2.3679788195677745
AMP,POST,-2,5,2,0.2522971652003281,0.007100786932929238,0.24519637826739885
AMP,POST,-2,15,2,0.6304985337243435,-0.19631628704140652,0.82681482076575
AMP,POST,-1,5,5,2.0025920995790725,-0.06940779215332817,2.0719998917324007
AMP,POST,-1,15,5,1.0620708436629631,-0.2237953023364145,1.2858661459993777
AMP,POST,1,5,10,-0.026315980684782535,0.014029866199415942,-0.040345846884198476
AMP,POST,1,15,10,-1.5235501492724177,-0.08107277516335061,-1.442477374109067
AMP,POST,2,5,6,0.07478238530948854,0.007786178528664529,0.066996206780824
AMP,POST,2,15,6,-1.126188667589274,-0.14465242192443242,-0.9815362456648417
AMP,POST,3,5,5,0.28599920804768353,-0.00019033684964309128,0.2861895448973266
AMP,POST,3,15,5,0.196287810562232,-0.19563975654452082,0.3919275671067528
AMP,POST,5,5,7,-0.33063795713831035,0.03049885222008891,-0.36113680935839926
AMP,POST,5,15,7,-1.3837714917479667,-0.11326781975409468,-1.270503671993872
AMP,POST,10,5,8,-0.3141310564795566,0.03239208861751342,-0.34652314509707
AMP,POST,10,15,8,-0.23231114535869746,-0.18000041722569368,-0.052310728133003775
AMP,POST,15,5,2,-2.06572586339938,0.04360508659591679,-2.109330949995297
AMP,POST,15,15,2,-3.7633108453113215,-0.12601533697683592,-3.6372955083344856
AMP,POST,30,5,3,0.6674813561445943,-0.004730553948818363,0.6722119100934126
AMP,POST,30,15,3,0.03732781851226926,-0.18863324409890275,0.22596106261117202
AMP,POST,60,5,5,0.6199295537555054,-0.013655270144313328,0.6335848238998187
AMP,POST,60,15,5,-0.5971999755675372,-0.16633228635155278,-0.43086768921598445
AMP,POST,120,5,2,-0.6571397553740314,0.021422628201816795,-0.6785623835758482
AMP,POST,120,15,2,-0.9974886009989035,-0.1702684928858346,-0.8272201081130689
AMP,PRE_DISCOVERY,-120,5,34,0.1351409347785133,-0.09131866039741161,0.2264595951759249
AMP,PRE_DISCOVERY,-120,15,34,-0.4291832746126954,-0.0033705863045613853,-0.425812688308134
AMP,PRE_DISCOVERY,-60,5,58,-0.06549764810889395,-0.08726469301066028,0.021767044901766328
AMP,PRE_DISCOVERY,-60,15,58,0.1648487857398657,-0.01964436777602079,0.1844931535158865
AMP,PRE_DISCOVERY,-30,5,39,-0.12082993809316586,-0.08554229973368763,-0.035287638359478235
AMP,PRE_DISCOVERY,-30,15,39,-0.17743036197676745,-0.008271724943530573,-0.16915863703323689
AMP,PRE_DISCOVERY,-15,5,50,0.3726280222891672,-0.10160876209049106,0.47423678437965827
AMP,PRE_DISCOVERY,-15,15,50,2.1288763617829485,-0.08389498791492574,2.2127713496978743
AMP,PRE_DISCOVERY,-10,5,56,0.13163577598726778,-0.09471451527324937,0.22635029126051714
AMP,PRE_DISCOVERY,-10,15,56,1.6234443608378146,-0.07514768920841221,1.6985920500462268
AMP,PRE_DISCOVERY,-5,5,41,0.6489088794211176,-0.10666149238383295,0.7555703718049506
AMP,PRE_DISCOVERY,-5,15,41,1.7199347749242573,-0.06060527449682484,1.7805400494210821
AMP,PRE_DISCOVERY,-3,5,54,0.8025003143775591,-0.11891883495562737,0.9214191493331865
AMP,PRE_DISCOVERY,-3,15,54,0.9438130653409219,-0.04781485072380104,0.991627916064723
AMP,PRE_DISCOVERY,-2,5,57,0.80893604584028,-0.12104161064469493,0.9299776564849749
AMP,PRE_DISCOVERY,-2,15,57,1.0003250960667727,-0.05204713863334176,1.0523722347001145
AMP,PRE_DISCOVERY,-1,5,63,1.028856712212212,-0.13427160922899828,1.1631283214412105
AMP,PRE_DISCOVERY,-1,15,63,1.1482424704691583,-0.0627693800569021,1.2110118505260603
AMP,PRE_DISCOVERY,1,5,104,0.1216378509299924,-0.10159478822461367,0.22323263915460606
AMP,PRE_DISCOVERY,1,15,104,0.7164560834954028,-0.06611849905922948,0.7825745825546323
AMP,PRE_DISCOVERY,2,5,91,0.22669971078605525,-0.10621561052710626,0.3329153213131615
AMP,PRE_DISCOVERY,2,15,91,0.6349579286417565,-0.05381793845440988,0.6887758670961663
AMP,PRE_DISCOVERY,3,5,72,-0.05593334811175129,-0.08794508220820754,0.03201173409645625
AMP,PRE_DISCOVERY,3,15,72,0.5240714828828323,-0.03927648533538315,0.5633479682182155
AMP,PRE_DISCOVERY,5,5,75,-0.19282612486426692,-0.08096435258971107,-0.11186177227455585
AMP,PRE_DISCOVERY,5,15,75,0.19035817029697075,-0.023136475280552616,0.21349464557752337
AMP,PRE_DISCOVERY,10,5,60,0.21002871641071583,-0.09852496200589134,0.3085536784166072
AMP,PRE_DISCOVERY,10,15,60,0.6074132106405419,-0.03807205552487251,0.6454852661654144
AMP,PRE_DISCOVERY,15,5,43,0.04952330544551065,-0.0903670404447186,0.13989034589022925
AMP,PRE_DISCOVERY,15,15,43,0.49577725148703283,-0.027399798577367202,0.5231770500644001
AMP,PRE_DISCOVERY,30,5,39,-0.6094504773966352,-0.07277860178805111,-0.5366718756085841
AMP,PRE_DISCOVERY,30,15,39,-0.41087908562631426,-0.0021283374790688177,-0.40875074814724544
AMP,PRE_DISCOVERY,60,5,43,-0.22709051191803775,-0.08237886438922327,-0.1447116475288145
AMP,PRE_DISCOVERY,60,15,43,-0.3101447744240577,-0.003952811355325982,-0.3061919630687317
AMP,PRE_DISCOVERY,120,5,42,-0.5303841180888957,-0.073926770555903,-0.4564573475329927
AMP,PRE_DISCOVERY,120,15,42,-0.4454882823067103,-0.0003164115121868734,-0.4451718707945234
AMP,FULL,-120,5,54,0.2849240476331753,-0.09814908298561799,0.3830731306187933
AMP,FULL,-120,15,54,-0.09325715980843205,0.02094456008284999,-0.11420171989128204
AMP,FULL,-60,5,70,0.012644544287982071,-0.0917936760456884,0.10443822033367048
AMP,FULL,-60,15,70,0.14560013053251472,0.01322646567978513,0.13237366485272958
AMP,FULL,-30,5,52,-0.17915680460079259,-0.08565829400209503,-0.09349851059869756
AMP,FULL,-30,15,52,-0.217318607940182,0.024308061283502234,-0.24162666922368425
AMP,FULL,-15,5,61,0.2787234515957435,-0.09954853687475751,0.37827198847050103
AMP,FULL,-15,15,61,1.8005513360032295,-0.03806847446666283,1.8386198104698923
AMP,FULL,-10,5,68,0.10199666564297732,-0.09485581999739628,0.1968524856403736
AMP,FULL,-10,15,68,1.5095261389453274,-0.035397204794644796,1.544923343739972
AMP,FULL,-5,5,56,0.8118038686829545,-0.11424740378502816,0.9260512724679827
AMP,FULL,-5,15,56,1.6850138574997557,-0.030845601928484085,1.71585945942824
AMP,FULL,-3,5,63,0.8630491371977423,-0.11930248490096128,0.9823516220987036
AMP,FULL,-3,15,63,1.028906685112104,-0.014921342006332614,1.0438280271184366
AMP,FULL,-2,5,64,0.8201695108930789,-0.11838480549398224,0.9385543163870611
AMP,FULL,-2,15,64,0.9854296709542394,-0.014556770730432048,0.9999864416846714
AMP,FULL,-1,5,79,1.0912700184830095,-0.1370174852028591,1.2282875036858687
AMP,FULL,-1,15,79,1.1854259699782974,-0.03020133812338234,1.2156273081016797
AMP,FULL,1,5,131,0.06980149360085747,-0.09927251673664392,0.16907401033750138
AMP,FULL,1,15,131,0.47884935406863155,-0.01463484896742079,0.49348420303605234
AMP,FULL,2,5,112,0.14798070656736462,-0.10223387659553082,0.25021458316289547
AMP,FULL,2,15,112,0.5307202734556401,-0.012688357409740829,0.5434086308653809
AMP,FULL,3,5,90,0.011806192777089667,-0.09285667117277027,0.10466286394985994
AMP,FULL,3,15,90,0.5141674065873277,-0.005549497744499927,0.5197169043318277
AMP,FULL,5,5,93,-0.16800272286744466,-0.08417965342391141,-0.08382306944353325
AMP,FULL,5,15,93,0.045658394435471976,0.01655624040829455,0.029102154027177425
AMP,FULL,10,5,80,0.0966615563597336,-0.0958723226681027,0.1925338790278363
AMP,FULL,10,15,80,0.5547878028588574,-0.004794037195682962,0.5595818400545404
AMP,FULL,15,5,52,0.08453092294932155,-0.09275547921565919,0.17728640216498073
AMP,FULL,15,15,52,0.4752775976726278,0.00553068761725295,0.46974691005537483
AMP,FULL,30,5,52,-0.37418114380451684,-0.08040919170468631,-0.29377195209983054
AMP,FULL,30,15,52,-0.32421074981363773,0.027206075557443667,-0.3514168253710814
AMP,FULL,60,5,66,-0.11291818790415951,-0.0872551498694548,-0.02566303803470471
AMP,FULL,60,15,66,-0.10324101955647676,0.02213035778340087,-0.12537137733987763
AMP,FULL,120,5,50,-0.5701878240389384,-0.07564559806067317,-0.49454222597826525
AMP,FULL,120,15,50,-0.3868384087818221,0.028470944983311937,-0.415309353765134
