state,entry_kind,period,gc_end_ms,gc_end_utc,direction,side,r5,r10,r30,slope_5_30,xau_atr,gc_delta_frac,gc_volume,gc_impact,filled,fill_delay_ms,entry_price,hold_120s_atr,hold_300s_atr,G1_r,G1_reason,G2_r,G2_reason
ALL,MARKET_5S,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,True,5106.0,4340.47,-2.686188811188656,-2.361888111888088,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,True,27601.0,4340.633428571429,-2.5861888111883893,-2.2618881118878216,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,False,,,,,,NOFILL,,NOFILL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,True,16202.0,4340.03,-2.9554195804197567,-2.631118881119189,-1.0,SL,-1.0,SL
CROWD_PERSISTS,MARKET_5S,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,True,5106.0,4340.47,-2.686188811188656,-2.361888111888088,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,True,27601.0,4340.633428571429,-2.5861888111883893,-2.2618881118878216,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_010,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,False,,,,,,NOFILL,,NOFILL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,TRAIN,1786132650000,2026-08-07T19:57:30+00:00,-1,SHORT,-0.1988636363635399,-0.18356643356655858,-0.40078671328714394,-0.20192307692360403,1.6342857142855922,0.5636363636363636,55.0,-0.060085836910087016,True,16202.0,4340.03,-2.9554195804197567,-2.631118881119189,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,5261.0,4341.98,0.03257707969722564,-1.096761683149477,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,8708.0,4342.164178571428,0.13257707969729265,-0.9967616831494099,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,12908.0,4340.93,-0.5375218150086674,-1.66686057785537,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,12908.0,4340.93,-0.5375218150086674,-1.66686057785537,-1.0,SL,-1.0,SL
CROWD_PERSISTS,MARKET_5S,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,5261.0,4341.98,0.03257707969722564,-1.096761683149477,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,8708.0,4342.164178571428,0.13257707969729265,-0.9967616831494099,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_010,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,12908.0,4340.93,-0.5375218150086674,-1.66686057785537,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,TRAIN,1786354620000,2026-08-10T09:37:00+00:00,-1,SHORT,-0.2877642039944643,-0.41807252278435447,-0.36377738995498665,-0.07601318596052237,1.841785714285509,0.7391304347826086,69.0,0.0,True,12908.0,4340.93,-0.5375218150086674,-1.66686057785537,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,5106.0,4350.07,-1.6118421052630363,-2.298444976076616,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,27603.0,4349.831142857142,-1.5118421052629465,-2.198444976076526,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,15157.0,4350.75,-1.896531100478488,-2.583133971292068,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,1355.0,4350.48,-1.783492822966336,-2.470095693779916,-1.0,SL,-1.0,SL
CROWD_PERSISTS,MARKET_5S,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,5106.0,4350.07,-1.6118421052630363,-2.298444976076616,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,27603.0,4349.831142857142,-1.5118421052629465,-2.198444976076526,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_010,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,15157.0,4350.75,-1.896531100478488,-2.583133971292068,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,TRAIN,1786373190000,2026-08-10T14:46:30+00:00,1,LONG,-0.17165071770329973,-0.0879186602871024,-0.6635765550243634,-0.49192583732106365,2.3885714285712702,-0.46153846153846156,156.0,0.04216867469894882,True,1355.0,4350.48,-1.783492822966336,-2.470095693779916,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,5709.0,4390.9,0.15923282783237316,0.19669937555758732,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,8111.0,4390.579714285714,0.25923282783247054,0.29669937555768466,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,4652.0,4391.56,-0.04683318465673068,-0.009366636931516513,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,4356.0,4391.33,0.024977698483476106,0.06244424620869027,-1.0,SL,-1.0,SL
CROWD_PERSISTS,MARKET_5S,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,5709.0,4390.9,0.15923282783237316,0.19669937555758732,-1.0,SL,-1.0,SL
CROWD_PERSISTS,LIMIT_010_FROM_5S,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,8111.0,4390.579714285714,0.25923282783247054,0.29669937555768466,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_010,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,4652.0,4391.56,-0.04683318465673068,-0.009366636931516513,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,TRAIN,1786446660000,2026-08-11T11:11:00+00:00,1,LONG,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,-0.16859946476332172,3.2028571428568933,-0.7073170731707317,41.0,-0.05957446808505335,True,4356.0,4391.33,0.024977698483476106,0.06244424620869027,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,5106.0,4383.91,0.00545915383127524,0.22382530707731976,-1.0,SL,1.5,TP
ALL,LIMIT_010_FROM_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,9151.0,4383.543642857143,0.1054591538312185,0.32382530707726304,2.0,TP,1.5,TP
ALL,CONFIRM_010,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,20704.0,4384.95,-0.2784168453888309,-0.06005069214278637,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,19205.0,4384.64,-0.1937999610060507,0.024566192239993817,-1.0,SL,1.5,TP
STALL_THEN_GO,MARKET_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,5106.0,4383.91,0.00545915383127524,0.22382530707731976,-1.0,SL,1.5,TP
STALL_THEN_GO,LIMIT_010_FROM_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,9151.0,4383.543642857143,0.1054591538312185,0.32382530707726304,2.0,TP,1.5,TP
STALL_THEN_GO,CONFIRM_010,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,20704.0,4384.95,-0.2784168453888309,-0.06005069214278637,-1.0,SL,-1.0,SL
STALL_THEN_GO,CONFIRM_AFTER_NEGATIVE,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,19205.0,4384.64,-0.1937999610060507,0.024566192239993817,-1.0,SL,1.5,TP
CROWD_PERSISTS,MARKET_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,5106.0,4383.91,0.00545915383127524,0.22382530707731976,-1.0,SL,1.5,TP
CROWD_PERSISTS,LIMIT_010_FROM_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,9151.0,4383.543642857143,0.1054591538312185,0.32382530707726304,2.0,TP,1.5,TP
CROWD_PERSISTS,CONFIRM_010,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,20704.0,4384.95,-0.2784168453888309,-0.06005069214278637,-1.0,SL,-1.0,SL
CROWD_PERSISTS,CONFIRM_AFTER_NEGATIVE,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,19205.0,4384.64,-0.1937999610060507,0.024566192239993817,-1.0,SL,1.5,TP
REVERSAL_CONFIRM,MARKET_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,5106.0,4383.91,0.00545915383127524,0.22382530707731976,-1.0,SL,1.5,TP
REVERSAL_CONFIRM,LIMIT_010_FROM_5S,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,9151.0,4383.543642857143,0.1054591538312185,0.32382530707726304,2.0,TP,1.5,TP
REVERSAL_CONFIRM,CONFIRM_010,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,20704.0,4384.95,-0.2784168453888309,-0.06005069214278637,-1.0,SL,-1.0,SL
REVERSAL_CONFIRM,CONFIRM_AFTER_NEGATIVE,TRAIN,1786457070000,2026-08-11T14:04:30+00:00,1,LONG,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,0.37395203743440986,3.663571428571491,-0.4979253112033195,482.0,-0.3414634146341871,True,19205.0,4384.64,-0.1937999610060507,0.024566192239993817,-1.0,SL,1.5,TP
ALL,MARKET_5S,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,True,5106.0,4411.76,-0.1126627218935636,-1.2326627218935395,-1.0,SL,1.5,TP
ALL,LIMIT_010_FROM_5S,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,False,,,,,,NOFILL,,NOFILL
ALL,CONFIRM_010,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,True,1957.0,4411.76,-0.1126627218935636,-1.2326627218935395,-1.0,SL,-1.0,SL
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,True,1055.0,4411.86,-0.04639053254479855,-1.1663905325447745,-1.0,SL,-1.0,SL
DIVERGE_EARLY,MARKET_5S,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,True,5106.0,4411.76,-0.1126627218935636,-1.2326627218935395,-1.0,SL,1.5,TP
DIVERGE_EARLY,LIMIT_010_FROM_5S,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,False,,,,,,NOFILL,,NOFILL
DIVERGE_EARLY,CONFIRM_010,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,True,1957.0,4411.76,-0.1126627218935636,-1.2326627218935395,-1.0,SL,-1.0,SL
DIVERGE_EARLY,CONFIRM_AFTER_NEGATIVE,TRAIN,1786534620000,2026-08-12T11:37:00+00:00,-1,SHORT,0.15242603550330483,0.45396449704178304,0.5633136094672153,0.4108875739639105,1.5089285714282465,0.6585365853658537,41.0,-0.19718309859166716,True,1055.0,4411.86,-0.04639053254479855,-1.1663905325447745,-1.0,SL,-1.0,SL
ALL,MARKET_5S,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,5107.0,4432.5,-0.11591255719362566,0.31316725978643933,2.0,TP,1.5,TP
ALL,LIMIT_010_FROM_5S,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,7956.0,4432.99175,-0.015912557193607155,0.41316725978645785,2.0,TP,1.5,TP
ALL,CONFIRM_010,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,6007.0,4432.34,-0.1484494153532269,0.2806304016268381,-1.0,SL,1.5,TP
ALL,CONFIRM_AFTER_NEGATIVE,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,4358.0,4432.78,-0.05897305541432348,0.3701067615657415,2.0,TP,1.5,TP
DIVERGE_EARLY,MARKET_5S,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,5107.0,4432.5,-0.11591255719362566,0.31316725978643933,2.0,TP,1.5,TP
DIVERGE_EARLY,LIMIT_010_FROM_5S,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,7956.0,4432.99175,-0.015912557193607155,0.41316725978645785,2.0,TP,1.5,TP
DIVERGE_EARLY,CONFIRM_010,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,6007.0,4432.34,-0.1484494153532269,0.2806304016268381,-1.0,SL,1.5,TP
DIVERGE_EARLY,CONFIRM_AFTER_NEGATIVE,TRAIN,1786539810000,2026-08-12T13:03:30+00:00,-1,SHORT,0.0955770208437824,0.34367056431120424,0.5022877478391677,0.40671072699538535,4.917500000000473,0.5111111111111111,450.0,-0.058333333333367966,True,4358.0,4432.78,-0.05897305541432348,0.3701067615657415,2.0,TP,1.5,TP
ALL,MARKET_5S,TRAIN,1786550370000,2026-08-12T15:59:30+00:00,-1,SHORT,-0.07869313191632411,-0.22132443351432607,-0.03196908484083893,0.046724047075485185,2.0332142857141013,0.5578947368421052,95.0,-0.04912280701771943,True,5709.0,4420.93,-1.6820656947129935,0.5016687159672372,-1.0,SL,-1.0,SL
ALL,LIMIT_010_FROM_5S,TRAIN,1786550370000,2026-08-12T15:59:30+00:00,-1,SHORT,-0.07869313191632411,-0.22132443351432607,-0.03196908484083893,0.046724047075485185,2.0332142857141013,0.5578947368421052,95.0,-0.04912280701771943,True,6005.0,4421.133321428571,-1.5820656947131244,0.6016687159671061,-1.0,SL,-1.0,SL
ALL,CONFIRM_010,TRAIN,1786550370000,2026-08-12T15:59:30+00:00,-1,SHORT,-0.07869313191632411,-0.22132443351432607,-0.03196908484083893,0.046724047075485185,2.0332142857141013,0.5578947368421052,95.0,-0.04912280701771943,False,,,,,,NOFILL,,NOFILL
