cohort,signal_time_utc,window_min,stop_atr,rr,outcome
COMMON_CLOCK,2026-08-07T03:03:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T03:03:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-07T07:55:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T07:55:00+00:00,30,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T08:33:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T10:31:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T11:03:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:37:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T13:41:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,15,1.5,1.5,NEITHER
COMMON_CLOCK,2026-08-07T14:22:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-07T14:22:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-07T14:22:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:22:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-07T14:24:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,15,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-07T19:00:00+00:00,30,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-09T23:02:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-09T23:02:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-09T23:02:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-09T23:02:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T03:28:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-10T04:10:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T04:10:00+00:00,30,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-10T04:55:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T04:55:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-10T05:47:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-10T05:47:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-10T05:47:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T05:47:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T11:25:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T12:55:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,15,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T14:17:00+00:00,30,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T16:02:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:05:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:21:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,15,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,15,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,15,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,15,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,30,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,30,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,30,1.0,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,30,1.5,1.5,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,30,1.5,2.0,SL_FIRST
COMMON_CLOCK,2026-08-10T19:51:00+00:00,30,1.5,3.0,SL_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,15,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,15,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,15,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-10T22:45:00+00:00,30,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,15,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,15,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,15,1.0,3.0,NEITHER
COMMON_CLOCK,2026-08-11T00:08:00+00:00,15,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,15,1.5,2.0,NEITHER
COMMON_CLOCK,2026-08-11T00:08:00+00:00,15,1.5,3.0,NEITHER
COMMON_CLOCK,2026-08-11T00:08:00+00:00,30,1.0,1.5,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,30,1.0,2.0,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,30,1.0,3.0,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,30,1.5,1.5,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,30,1.5,2.0,TP_FIRST
COMMON_CLOCK,2026-08-11T00:08:00+00:00,30,1.5,3.0,TP_FIRST
COMMON_CLOCK,2026-08-11T00:09:00+00:00,15,1.0,1.5,SL_FIRST
COMMON_CLOCK,2026-08-11T00:09:00+00:00,15,1.0,2.0,SL_FIRST
COMMON_CLOCK,2026-08-11T00:09:00+00:00,15,1.0,3.0,SL_FIRST
