gc_end_ms,gc_end_utc,period,direction,side,xau_atr,r5,r10,r30,mfe_15m_atr,mae_15m_atr,first025_hit,first025_ms,gc_delta_frac,gc_volume,gc_impact,bias_60s_atr,bias_180s_atr,bias_300s_atr,bias_600s_atr,bias_900s_atr,state
1788249030000,2026-09-01T07:50:30+00:00,VALID,-1,SHORT,2.7464285714283636,-0.0,0.10923276983069262,-0.140182054616475,4.159947984395369,-0.2403120936280536,PRED,74407,0.6140350877192983,57.0,-0.14285714285700366,0.04369310793267444,0.6481144343305866,0.37685305591675056,2.2228868660598273,3.806762028608844,ALL
1788261660000,2026-09-01T11:21:00+00:00,VALID,-1,SHORT,2.0157142857145636,-0.24805102763993747,-0.18851878100685782,-0.48618001417496326,0.6399716513105694,-2.311835577604145,OPP,5255,0.5151515151515151,132.0,0.0,0.014883061657818709,-4.512021908157066e-13,0.024805102763632784,-1.7214741318217435,-0.9177888022679491,ALL
1788261660000,2026-09-01T11:21:00+00:00,VALID,-1,SHORT,2.0157142857145636,-0.24805102763993747,-0.18851878100685782,-0.48618001417496326,0.6399716513105694,-2.311835577604145,OPP,5255,0.5151515151515151,132.0,0.0,0.014883061657818709,-4.512021908157066e-13,0.024805102763632784,-1.7214741318217435,-0.9177888022679491,CROWD_PERSISTS
1788274050000,2026-09-01T14:47:30+00:00,VALID,1,LONG,2.921785714285761,-0.2601149003789973,0.051338467179926,-0.13690257914698814,0.17455078841224647,-4.24397995355103,OPP,4510,-0.4689655172413793,290.0,-0.0,-0.7118934115633423,-2.2999633296666615,-1.7728883999511775,-4.038626084831014,-3.15560444933417,ALL
1788276870000,2026-09-01T15:34:30+00:00,VALID,-1,SHORT,2.200357142856969,0.13634150300326608,-0.036357734134038956,0.5635448790780171,1.1952605096580806,-3.2426554130826477,PRED,2705,0.3577981651376147,109.0,-0.3456790123457615,0.37266677487410593,0.3453984742737834,0.37266677487451927,-1.5770167180650763,-2.117838013309629,ALL
1788315030000,2026-09-02T02:10:30+00:00,VALID,-1,SHORT,3.545714285714374,0.02538275584210326,0.141015310233679,0.6134165995165549,0.8926269137791778,-3.924456083803276,PRED,16203,0.6027397260273972,146.0,-0.05333333333328668,-0.09448025785657518,-0.525987107171561,-1.3579774375504723,-2.3690572119257047,-3.3942385173246126,ALL
1788315030000,2026-09-02T02:10:30+00:00,VALID,-1,SHORT,3.545714285714374,0.02538275584210326,0.141015310233679,0.6134165995165549,0.8926269137791778,-3.924456083803276,PRED,16203,0.6027397260273972,146.0,-0.05333333333328668,-0.09448025785657518,-0.525987107171561,-1.3579774375504723,-2.3690572119257047,-3.3942385173246126,DIVERGE_EARLY
1788316350000,2026-09-02T02:32:30+00:00,VALID,-1,SHORT,2.7514285714286677,0.007268951194012697,0.05451713395625216,-0.4579439252337082,0.08722741433013569,-3.9052440290756283,OPP,12305,0.5,180.0,-0.14070351758780145,-0.5742471443405558,-0.9158878504674164,-2.169781931464191,-3.042056074766209,-2.126168224299123,ALL
1788316350000,2026-09-02T02:32:30+00:00,VALID,-1,SHORT,2.7514285714286677,0.007268951194012697,0.05451713395625216,-0.4579439252337082,0.08722741433013569,-3.9052440290756283,OPP,12305,0.5,180.0,-0.14070351758780145,-0.5742471443405558,-0.9158878504674164,-2.169781931464191,-3.042056074766209,-2.126168224299123,DIVERGE_EARLY
1788362880000,2026-09-02T15:28:00+00:00,VALID,1,LONG,2.231428571428491,0.6430857874517796,0.329385403329338,0.34282970550551334,2.57682458386693,-1.0822663252240945,PRED,1362,-0.5431472081218274,197.0,-0.3913043478259531,0.4078104993597446,1.0464148527529349,1.7858514724711085,-0.26216389244560834,-0.8761203585147237,ALL
