cohort,signal_time_utc,depth_atr,expiry_min,filled,fill_time_msc,fill_delay_sec,fill_price,status,r,exit_time_msc,exit_price
COMMON_CLOCK,2026-08-07T07:55:00+00:00,1.5,15,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.5,3,True,1786102548308.0,108.308,4310.398214285715,SL,-1.0,1786102575456.0,4306.162857142857
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.5,5,True,1786102548308.0,108.308,4310.398214285715,SL,-1.0,1786102575456.0,4306.162857142857
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.5,10,True,1786102548308.0,108.308,4310.398214285715,SL,-1.0,1786102575456.0,4306.162857142857
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.5,15,True,1786102548308.0,108.308,4310.398214285715,SL,-1.0,1786102575456.0,4306.162857142857
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.75,3,True,1786102553254.0,113.254,4309.692321428572,SL,-1.0,1786102578458.0,4305.456964285714
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.75,5,True,1786102553254.0,113.254,4309.692321428572,SL,-1.0,1786102578458.0,4305.456964285714
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.75,10,True,1786102553254.0,113.254,4309.692321428572,SL,-1.0,1786102578458.0,4305.456964285714
COMMON_CLOCK,2026-08-07T08:33:00+00:00,0.75,15,True,1786102553254.0,113.254,4309.692321428572,SL,-1.0,1786102578458.0,4305.456964285714
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.0,3,True,1786102554325.0,114.325,4308.986428571429,SL,-1.0,1786102579056.0,4304.751071428572
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.0,5,True,1786102554325.0,114.325,4308.986428571429,SL,-1.0,1786102579056.0,4304.751071428572
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.0,10,True,1786102554325.0,114.325,4308.986428571429,SL,-1.0,1786102579056.0,4304.751071428572
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.0,15,True,1786102554325.0,114.325,4308.986428571429,SL,-1.0,1786102579056.0,4304.751071428572
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.25,3,True,1786102565405.0,125.405,4308.280535714286,SL,-1.0,1786102579810.0,4304.045178571429
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.25,5,True,1786102565405.0,125.405,4308.280535714286,SL,-1.0,1786102579810.0,4304.045178571429
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.25,10,True,1786102565405.0,125.405,4308.280535714286,SL,-1.0,1786102579810.0,4304.045178571429
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.25,15,True,1786102565405.0,125.405,4308.280535714286,SL,-1.0,1786102579810.0,4304.045178571429
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.5,3,True,1786102575008.0,135.008,4307.574642857143,SL,-1.0,1786102587009.0,4303.339285714285
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.5,5,True,1786102575008.0,135.008,4307.574642857143,SL,-1.0,1786102587009.0,4303.339285714285
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.5,10,True,1786102575008.0,135.008,4307.574642857143,SL,-1.0,1786102587009.0,4303.339285714285
COMMON_CLOCK,2026-08-07T08:33:00+00:00,1.5,15,True,1786102575008.0,135.008,4307.574642857143,SL,-1.0,1786102587009.0,4303.339285714285
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.5,3,True,1786109550456.0,30.456,4315.827142857143,TIMEOUT,1.290964777947656,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.5,5,True,1786109550456.0,30.456,4315.827142857143,TIMEOUT,1.290964777947656,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.5,10,True,1786109550456.0,30.456,4315.827142857143,TIMEOUT,1.290964777947656,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.5,15,True,1786109550456.0,30.456,4315.827142857143,TIMEOUT,1.290964777947656,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.75,3,True,1786109560052.0,40.052,4315.3607142857145,TIMEOUT,1.4576314446144387,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.75,5,True,1786109560052.0,40.052,4315.3607142857145,TIMEOUT,1.4576314446144387,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.75,10,True,1786109560052.0,40.052,4315.3607142857145,TIMEOUT,1.4576314446144387,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,0.75,15,True,1786109560052.0,40.052,4315.3607142857145,TIMEOUT,1.4576314446144387,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.0,3,True,1786109564707.0,44.707,4314.894285714286,TIMEOUT,1.6242981112812214,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.0,5,True,1786109564707.0,44.707,4314.894285714286,TIMEOUT,1.6242981112812214,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.0,10,True,1786109564707.0,44.707,4314.894285714286,TIMEOUT,1.6242981112812214,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.0,15,True,1786109564707.0,44.707,4314.894285714286,TIMEOUT,1.6242981112812214,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.25,3,True,1786109573104.0,53.104,4314.427857142858,TIMEOUT,1.7909647779476792,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.25,5,True,1786109573104.0,53.104,4314.427857142858,TIMEOUT,1.7909647779476792,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.25,10,True,1786109573104.0,53.104,4314.427857142858,TIMEOUT,1.7909647779476792,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.25,15,True,1786109573104.0,53.104,4314.427857142858,TIMEOUT,1.7909647779476792,1786111320305.0,4319.44
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.5,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.5,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.5,10,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T10:31:00+00:00,1.5,15,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.5,3,True,1786111462503.0,22.503,4323.475178571429,SL,-1.0,1786112081858.0,4320.730714285714
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.5,5,True,1786111462503.0,22.503,4323.475178571429,SL,-1.0,1786112081858.0,4320.730714285714
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.5,10,True,1786111462503.0,22.503,4323.475178571429,SL,-1.0,1786112081858.0,4320.730714285714
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.5,15,True,1786111462503.0,22.503,4323.475178571429,SL,-1.0,1786112081858.0,4320.730714285714
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.75,3,True,1786111510506.0,70.506,4323.017767857144,SL,-1.0,1786112087707.0,4320.273303571429
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.75,5,True,1786111510506.0,70.506,4323.017767857144,SL,-1.0,1786112087707.0,4320.273303571429
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.75,10,True,1786111510506.0,70.506,4323.017767857144,SL,-1.0,1786112087707.0,4320.273303571429
COMMON_CLOCK,2026-08-07T11:03:00+00:00,0.75,15,True,1786111510506.0,70.506,4323.017767857144,SL,-1.0,1786112087707.0,4320.273303571429
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.0,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.0,5,True,1786111631708.0,191.708,4322.560357142857,SL,-1.0,1786112089354.0,4319.815892857143
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.0,10,True,1786111631708.0,191.708,4322.560357142857,SL,-1.0,1786112089354.0,4319.815892857143
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.0,15,True,1786111631708.0,191.708,4322.560357142857,SL,-1.0,1786112089354.0,4319.815892857143
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.25,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.25,5,True,1786111652854.0,212.854,4322.102946428572,SL,-1.0,1786112117253.0,4319.358482142858
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.25,10,True,1786111652854.0,212.854,4322.102946428572,SL,-1.0,1786112117253.0,4319.358482142858
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.25,15,True,1786111652854.0,212.854,4322.102946428572,SL,-1.0,1786112117253.0,4319.358482142858
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.5,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.5,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.5,10,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T11:03:00+00:00,1.5,15,True,1786112044352.0,604.352,4321.645535714286,SL,-1.0,1786112123859.0,4318.901071428571
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.5,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.5,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.5,10,True,1786121158811.0,478.811,4357.91375,SL,-1.0,1786121767952.0,4351.445
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.5,15,True,1786121158811.0,478.811,4357.91375,SL,-1.0,1786121767952.0,4351.445
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.75,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.75,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.75,10,True,1786121163159.0,483.159,4356.835625,SL,-1.0,1786121798706.0,4350.366875
COMMON_CLOCK,2026-08-07T13:37:00+00:00,0.75,15,True,1786121163159.0,483.159,4356.835625,SL,-1.0,1786121798706.0,4350.366875
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.0,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.0,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.0,10,True,1786121172006.0,492.006,4355.7575,SL,-1.0,1786121802455.0,4349.28875
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.0,15,True,1786121172006.0,492.006,4355.7575,SL,-1.0,1786121802455.0,4349.28875
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.25,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.25,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.25,10,True,1786121174259.0,494.259,4354.679375,SL,-1.0,1786121804554.0,4348.210625
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.25,15,True,1786121174259.0,494.259,4354.679375,SL,-1.0,1786121804554.0,4348.210625
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.5,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.5,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.5,10,True,1786121178759.0,498.759,4353.60125,SL,-1.0,1786121811458.0,4347.1325
COMMON_CLOCK,2026-08-07T13:37:00+00:00,1.5,15,True,1786121178759.0,498.759,4353.60125,SL,-1.0,1786121811458.0,4347.1325
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.5,3,True,1786120994257.0,74.257,4365.124107142857,SL,-1.0,1786121100159.0,4358.266428571428
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.5,5,True,1786120994257.0,74.257,4365.124107142857,SL,-1.0,1786121100159.0,4358.266428571428
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.5,10,True,1786120994257.0,74.257,4365.124107142857,SL,-1.0,1786121100159.0,4358.266428571428
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.5,15,True,1786120994257.0,74.257,4365.124107142857,SL,-1.0,1786121100159.0,4358.266428571428
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.75,3,True,1786121000411.0,80.411,4363.981160714286,SL,-1.0,1786121162410.0,4357.123482142857
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.75,5,True,1786121000411.0,80.411,4363.981160714286,SL,-1.0,1786121162410.0,4357.123482142857
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.75,10,True,1786121000411.0,80.411,4363.981160714286,SL,-1.0,1786121162410.0,4357.123482142857
COMMON_CLOCK,2026-08-07T13:41:00+00:00,0.75,15,True,1786121000411.0,80.411,4363.981160714286,SL,-1.0,1786121162410.0,4357.123482142857
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.0,3,True,1786121004764.0,84.764,4362.8382142857145,SL,-1.0,1786121166154.0,4355.980535714286
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.0,5,True,1786121004764.0,84.764,4362.8382142857145,SL,-1.0,1786121166154.0,4355.980535714286
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.0,10,True,1786121004764.0,84.764,4362.8382142857145,SL,-1.0,1786121166154.0,4355.980535714286
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.0,15,True,1786121004764.0,84.764,4362.8382142857145,SL,-1.0,1786121166154.0,4355.980535714286
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.25,3,True,1786121065355.0,145.355,4361.695267857142,SL,-1.0,1786121172457.0,4354.837589285714
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.25,5,True,1786121065355.0,145.355,4361.695267857142,SL,-1.0,1786121172457.0,4354.837589285714
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.25,10,True,1786121065355.0,145.355,4361.695267857142,SL,-1.0,1786121172457.0,4354.837589285714
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.25,15,True,1786121065355.0,145.355,4361.695267857142,SL,-1.0,1786121172457.0,4354.837589285714
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.5,3,True,1786121098505.0,178.505,4360.552321428571,SL,-1.0,1786121174259.0,4353.694642857143
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.5,5,True,1786121098505.0,178.505,4360.552321428571,SL,-1.0,1786121174259.0,4353.694642857143
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.5,10,True,1786121098505.0,178.505,4360.552321428571,SL,-1.0,1786121174259.0,4353.694642857143
COMMON_CLOCK,2026-08-07T13:41:00+00:00,1.5,15,True,1786121098505.0,178.505,4360.552321428571,SL,-1.0,1786121174259.0,4353.694642857143
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.5,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.5,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.5,10,True,1786123814102.0,434.102,4346.883928571429,TIMEOUT,-0.214878060748962,1786125180003.0,4345.32
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.5,15,True,1786123814102.0,434.102,4346.883928571429,TIMEOUT,-0.214878060748962,1786125180003.0,4345.32
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.75,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.75,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.75,10,True,1786123815463.0,435.463,4345.670892857143,TIMEOUT,-0.04821139408225515,1786125180003.0,4345.32
COMMON_CLOCK,2026-08-07T14:22:00+00:00,0.75,15,True,1786123815463.0,435.463,4345.670892857143,TIMEOUT,-0.04821139408225515,1786125180003.0,4345.32
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.0,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.0,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.0,10,True,1786123874402.0,494.402,4344.457857142857,TIMEOUT,0.1184552725844517,1786125180003.0,4345.32
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.0,15,True,1786123874402.0,494.402,4344.457857142857,TIMEOUT,0.1184552725844517,1786125180003.0,4345.32
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.25,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.25,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.25,10,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.25,15,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.5,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.5,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.5,10,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:22:00+00:00,1.5,15,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.5,3,True,1786123573508.0,73.508,4349.510714285715,SL,-1.0,1786124674056.0,4342.732857142858
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.5,5,True,1786123573508.0,73.508,4349.510714285715,SL,-1.0,1786124674056.0,4342.732857142858
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.5,10,True,1786123573508.0,73.508,4349.510714285715,SL,-1.0,1786124674056.0,4342.732857142858
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.5,15,True,1786123573508.0,73.508,4349.510714285715,SL,-1.0,1786124674056.0,4342.732857142858
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.75,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.75,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.75,10,True,1786123804804.0,304.804,4348.381071428572,SL,-1.0,1786124898157.0,4341.603214285715
COMMON_CLOCK,2026-08-07T14:24:00+00:00,0.75,15,True,1786123804804.0,304.804,4348.381071428572,SL,-1.0,1786124898157.0,4341.603214285715
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.0,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.0,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.0,10,True,1786123806005.0,306.005,4347.25142857143,SL,-1.0,1786124903857.0,4340.4735714285725
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.0,15,True,1786123806005.0,306.005,4347.25142857143,SL,-1.0,1786124903857.0,4340.4735714285725
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.25,3,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.25,5,False,,,,NO_FILL,0.0,,
COMMON_CLOCK,2026-08-07T14:24:00+00:00,1.25,10,True,1786123814558.0,314.558,4346.1217857142865,TIMEOUT,-0.14927811149769193,1786125300003.0,4345.11
