cohort,candidate,mode,cost_r,original_signals,accepted_signals,accept_rate_pct,fills,fill_rate_original_pct,fill_rate_accepted_pct,ev_r_per_original_signal,ev_r_per_accepted_signal,ev_r_per_fill,pf,max_dd_r,positive_weeks,weeks,positive_week_pct,worst_closed_utc_day_r,early_ev_r_per_original_signal,late_ev_r_per_original_signal,dd_pct_at_025risk,dd_pct_at_050risk,worst_day_pct_at_025risk,worst_day_pct_at_050risk
COMMON_CLOCK,D0.75_E5M,ONE_ACTIVE_SETUP,0.05,245,203,82.85714285714286,123,50.204081632653065,60.591133004926114,0.034825487780845314,0.042030761114813305,0.06936784151469189,1.102238619663287,11.609422837415178,3,6,50.0,-4.2,0.06002056154138387,-0.030755807154674155,2.9023557093537944,5.804711418707589,-1.05,-2.1
COMMON_CLOCK,D0.75_E5M,ONE_ACTIVE_SETUP,0.1,245,203,82.85714285714286,123,50.204081632653065,60.591133004926114,0.009723446964518743,0.011735194612350206,0.019367841514691873,1.027208790623595,12.809422837415173,3,6,50.0,-4.4,0.0362917479820618,-0.059432277742909476,3.2023557093537933,6.404711418707587,-1.1,-2.2
AMP_ALL,D1.00_E3M,ALL_SIGNALS,0.0,279,279,100.0,117,41.935483870967744,41.935483870967744,0.07963489374320697,0.07963489374320697,0.18989859277226276,1.3113995533684635,8.0,7,7,100.0,-4.0,0.0658664721566398,0.11159730099773786,2.0,4.0,-1.0,-2.0
AMP_ALL,D1.00_E3M,ALL_SIGNALS,0.025,279,279,100.0,117,41.935483870967744,41.935483870967744,0.06915102277546506,0.06915102277546506,0.16489859277226285,1.2637501578122459,8.2,6,7,85.71428571428571,-4.1,0.05535365164381932,0.10118063433107122,2.05,4.1,-1.025,-2.05
AMP_ALL,D1.00_E3M,ALL_SIGNALS,0.05,279,279,100.0,117,41.935483870967744,41.935483870967744,0.05866715180772311,0.05866715180772311,0.13989859277226277,1.2183894808867899,8.400000000000006,6,7,85.71428571428571,-4.2,0.0448408311309988,0.09076396766440453,2.1000000000000014,4.200000000000003,-1.05,-2.1
AMP_ALL,D1.00_E3M,ALL_SIGNALS,0.1,279,279,100.0,117,41.935483870967744,41.935483870967744,0.03769940987223918,0.03769940987223918,0.08989859277226273,1.1339049159939771,8.799999999999997,6,7,85.71428571428571,-4.4,0.023815190105357723,0.06993063433107116,2.1999999999999993,4.399999999999999,-1.1,-2.2
AMP_ALL,D1.00_E3M,ONE_ACTIVE_SETUP,0.0,279,241,86.37992831541219,105,37.634408602150536,43.56846473029046,0.09762987317107662,0.11302379508186879,0.2594165201402893,1.436873250335296,8.0,7,7,100.0,-4.0,0.10186954528677125,0.08778777718821405,2.0,4.0,-1.0,-2.0
AMP_ALL,D1.00_E3M,ONE_ACTIVE_SETUP,0.025,279,241,86.37992831541219,105,37.634408602150536,43.56846473029046,0.08822127102053903,0.10213167889929622,0.2344165201402893,1.3850451322648416,8.199999999999992,5,7,71.42857142857143,-4.1,0.09263877605600208,0.07796634861678552,2.049999999999998,4.099999999999996,-1.025,-2.05
AMP_ALL,D1.00_E3M,ONE_ACTIVE_SETUP,0.05,279,241,86.37992831541219,105,37.634408602150536,43.56846473029046,0.07881266887000138,0.09123956271672358,0.20941652014028936,1.3357095386997306,8.400000000000006,5,7,71.42857142857143,-4.2,0.08340800682523282,0.06814492004535692,2.1000000000000014,4.200000000000003,-1.05,-2.1
AMP_ALL,D1.00_E3M,ONE_ACTIVE_SETUP,0.1,279,241,86.37992831541219,105,37.634408602150536,43.56846473029046,0.05999546456892605,0.06945533035157829,0.15941652014028934,1.2438297021564448,8.799999999999999,5,7,71.42857142857143,-4.4,0.06494646836369432,0.04850206290249973,2.1999999999999997,4.3999999999999995,-1.1,-2.2
