candidate,sl_atr,tp_atr,rr_nominal,cost_r,period,n,ev_r,pf,wr_pct,tp_rate_pct,sl_rate_pct,timeout_rate_pct,cum_r,maxdd_r,maxdd_pct_at_025,max_consec_losses
Q60,2.5,5.5,2.2,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,5.5,2.2,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,5.5,2.2,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,5.5,2.2,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,5.5,2.2,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,5.75,2.3,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,5.75,2.3,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,5.75,2.3,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,5.75,2.3,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,5.75,2.3,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,5.75,2.3,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,5.75,2.3,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,5.75,2.3,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,5.75,2.3,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,5.75,2.3,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,5.75,2.3,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,5.75,2.3,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,5.75,2.3,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,5.75,2.3,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,5.75,2.3,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,5.75,2.3,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,5.75,2.3,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,5.75,2.3,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,5.75,2.3,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,5.75,2.3,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,6.0,2.4,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,6.0,2.4,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,6.0,2.4,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,6.0,2.4,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,6.0,2.4,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,6.0,2.4,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,6.0,2.4,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,6.0,2.4,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,6.0,2.4,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,6.0,2.4,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,6.0,2.4,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,6.0,2.4,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,6.0,2.4,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,6.0,2.4,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,6.0,2.4,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,6.0,2.4,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,6.0,2.4,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,6.0,2.4,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,6.0,2.4,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,6.0,2.4,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,6.25,2.5,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,6.25,2.5,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,6.25,2.5,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,6.25,2.5,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,6.25,2.5,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,6.25,2.5,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,6.25,2.5,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,6.25,2.5,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,6.25,2.5,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,6.25,2.5,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,6.25,2.5,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,6.25,2.5,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,6.25,2.5,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,6.25,2.5,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,6.25,2.5,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,6.25,2.5,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,6.25,2.5,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,6.25,2.5,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,6.25,2.5,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,6.25,2.5,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,6.5,2.6,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,6.5,2.6,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,6.5,2.6,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,6.5,2.6,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,6.5,2.6,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,6.5,2.6,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,6.5,2.6,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,6.5,2.6,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,6.5,2.6,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,6.5,2.6,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,6.5,2.6,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,6.5,2.6,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,6.5,2.6,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,6.5,2.6,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,6.5,2.6,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,6.5,2.6,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,6.5,2.6,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,6.5,2.6,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,6.5,2.6,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,6.5,2.6,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,6.75,2.7,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,6.75,2.7,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,6.75,2.7,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,6.75,2.7,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,6.75,2.7,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,6.75,2.7,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,6.75,2.7,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,6.75,2.7,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,6.75,2.7,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,6.75,2.7,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,6.75,2.7,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,6.75,2.7,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,6.75,2.7,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,6.75,2.7,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,6.75,2.7,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,6.75,2.7,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,6.75,2.7,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,6.75,2.7,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,6.75,2.7,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,6.75,2.7,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,7.0,2.8,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,7.0,2.8,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,7.0,2.8,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,7.0,2.8,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,7.0,2.8,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,7.0,2.8,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,7.0,2.8,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,7.0,2.8,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,7.0,2.8,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,7.0,2.8,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,7.0,2.8,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,7.0,2.8,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,7.0,2.8,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,7.0,2.8,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,7.0,2.8,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,7.0,2.8,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
Q60,2.5,7.0,2.8,0.15,TRAIN,12,0.004411743226581152,1.018666653114101,41.66666666666667,0.0,8.333333333333332,91.66666666666666,0.05294091871897383,1.3914492415370534,0.34786231038426335,5
Q60,2.5,7.0,2.8,0.15,VALID,22,0.06882686664421513,1.2717388624404604,54.54545454545454,0.0,13.636363636363635,86.36363636363636,1.514191066172733,3.6393940008580508,0.9098485002145127,3
Q60,2.5,7.0,2.8,0.15,POST_CHECK,12,-0.17317459514216313,0.6072017758323704,33.33333333333333,0.0,25.0,75.0,-2.0780951417059574,3.7617101548316936,0.9404275387079234,5
Q60,2.5,7.0,2.8,0.15,FULL,46,-0.01110789471335327,0.9627002650375472,45.65217391304348,0.0,15.217391304347828,84.78260869565217,-0.5109631568142504,5.688630957443895,1.4221577393609737,5
Q60,2.5,7.25,2.9,0.0,TRAIN,12,0.15441174322658116,1.944822092117279,66.66666666666666,0.0,8.333333333333332,91.66666666666666,1.852940918718974,1.0,0.25,2
Q60,2.5,7.25,2.9,0.0,VALID,22,0.21882686664421513,2.1212913100057125,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.814191066172733,2.4393940008580506,0.6098485002145126,3
Q60,2.5,7.25,2.9,0.0,POST_CHECK,12,-0.023174595142163135,0.935627143910306,50.0,0.0,25.0,75.0,-0.2780951417059576,3.011710154831694,0.7529275387079235,3
Q60,2.5,7.25,2.9,0.0,FULL,46,0.13889210528664675,1.6041838715412424,63.04347826086957,0.0,15.217391304347828,84.78260869565217,6.3890368431857505,3.0117101548316936,0.7529275387079234,3
Q60,2.5,7.25,2.9,0.02,TRAIN,12,0.13441174322658114,1.7850201040589093,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.6129409187189738,1.02,0.255,2
Q60,2.5,7.25,2.9,0.02,VALID,22,0.1988268666442151,1.9866370705379814,68.18181818181817,0.0,13.636363636363635,86.36363636363636,4.374191066172732,2.5993940008580507,0.6498485002145127,3
Q60,2.5,7.25,2.9,0.02,POST_CHECK,12,-0.04317459514216315,0.8833137027413812,50.0,0.0,25.0,75.0,-0.5180951417059578,3.111710154831694,0.7779275387079235,3
Q60,2.5,7.25,2.9,0.02,FULL,46,0.11889210528664673,1.5004539355056516,60.86956521739131,0.0,15.217391304347828,84.78260869565217,5.46903684318575,3.218630957443895,0.8046577393609737,3
Q60,2.5,7.25,2.9,0.05,TRAIN,12,0.10441174322658114,1.5683175926623047,58.333333333333336,0.0,8.333333333333332,91.66666666666666,1.2529409187189737,1.0914492415370534,0.27286231038426334,2
Q60,2.5,7.25,2.9,0.05,VALID,22,0.1688268666442151,1.7947643418507022,63.63636363636363,0.0,13.636363636363635,86.36363636363636,3.714191066172732,2.83939400085805,0.7098485002145125,3
Q60,2.5,7.25,2.9,0.05,POST_CHECK,12,-0.07317459514216314,0.8099389305936234,50.0,0.0,25.0,75.0,-0.8780951417059577,3.261710154831694,0.8154275387079235,3
Q60,2.5,7.25,2.9,0.05,FULL,46,0.08889210528664672,1.3556289915246478,58.69565217391305,0.0,15.217391304347828,84.78260869565217,4.089036843185749,3.7886309574438943,0.9471577393609736,3
Q60,2.5,7.25,2.9,0.1,TRAIN,12,0.05441174322658111,1.2620892860456876,50.0,0.0,8.333333333333332,91.66666666666666,0.6529409187189733,1.2414492415370537,0.31036231038426343,3
Q60,2.5,7.25,2.9,0.1,VALID,22,0.11882686664421512,1.5146992871020406,59.09090909090909,0.0,13.636363636363635,86.36363636363636,2.6141910661727326,3.239394000858051,0.8098485002145127,3
Q60,2.5,7.25,2.9,0.1,POST_CHECK,12,-0.12317459514216315,0.700057280546954,41.66666666666667,0.0,25.0,75.0,-1.4780951417059578,3.5117101548316945,0.8779275387079236,3
Q60,2.5,7.25,2.9,0.1,FULL,46,0.038892105286646717,1.143142626710221,52.17391304347826,0.0,15.217391304347828,84.78260869565217,1.789036843185749,4.7386309574438945,1.1846577393609736,3
