flow_id,signal_time,side,signal_close,entry,atr14,failure_time,failure_close,origin_reclaim,origin_reclaim_time,full_reaccept,full_reaccept_time,origin_reclaim_h,full_reaccept_h,failure_to_end_atr,origin_reclaim_residual_atr,reaccept_residual_atr,reentry_net_atr,post_failure_mae_atr,post_failure_mfe_atr,extra_bad_closes_before_reaccept,frozen_time_only_net_atr,frozen_close2_net_atr,terminal_failure_at_horizon
55,2021-01-29 01:15:00+00:00,-1,33953.58,33787.53428571429,332.091428571428,2021-01-29 02:15:00+00:00,34071.32,True,2021-01-29 02:30:00+00:00,True,2021-01-29 03:30:00+00:00,0.25,1.25,-10.096135315575774,-10.704973673343005,-11.2985752632666,-11.349272145364473,12.905060568518168,6.357646775414698,3,-11.00154706535207,-0.9054117497762983,False
58,2021-01-30 13:15:00+00:00,1,33936.67,34095.95357142857,318.56714285714304,2021-01-30 16:15:00+00:00,33592.56,True,2021-01-30 16:45:00+00:00,True,2021-01-30 17:00:00+00:00,0.5,0.75,1.6445826625470399,0.40930147042336684,-0.046081337417096184,-0.09965112759364562,0.01707646291204157,3.8820387718220477,1,0.0108876632869687,-1.6336949992600711,False
64,2021-02-02 13:45:00+00:00,-1,34901.89,34791.76285714286,220.25428571428503,2021-02-02 16:30:00+00:00,35075.28,True,2021-02-02 17:30:00+00:00,False,,1.0,,-3.9436690059541717,-4.78910090933857,,,5.961109885975964,1.286149774935463,36,-5.3098763571975365,-1.3662073512433646,False
65,2021-02-03 01:45:00+00:00,1,35943.89,36060.14607142857,232.5121428571422,2021-02-03 09:15:00+00:00,35878.06,True,2021-02-03 10:45:00+00:00,True,2021-02-03 11:15:00+00:00,1.5,2.0,3.0078859168645766,2.3504578869920927,2.1221687346590263,2.04457278728915,0.7101994673089177,3.8657335868787372,5,2.1472162675067743,-0.8606696493578027,False
78,2021-02-09 19:45:00+00:00,-1,47162.5,46943.72928571429,437.5414285714277,2021-02-09 20:45:00+00:00,47171.3,True,2021-02-09 22:00:00+00:00,True,2021-02-09 22:00:00+00:00,1.25,1.25,1.1299272885179863,0.23874310677519367,0.23874310677519367,0.1852837461921957,0.8657008805696758,3.385507984550048,4,0.5561700108397912,-0.573757277678195,False
79,2021-02-10 08:00:00+00:00,-1,46667.01,46508.97607142857,316.06785714285746,2021-02-10 09:00:00+00:00,46901.0,True,2021-02-10 11:00:00+00:00,True,2021-02-10 12:00:00+00:00,2.0,3.0,5.677799749149702,4.776094645137228,3.8188634899829235,3.74559844744007,1.8160657182567017,9.906100633905458,8,4.36390968655013,-1.3138900625995709,False
82,2021-02-11 21:00:00+00:00,-1,47300.0,47071.64964285714,456.7007142857146,2021-02-11 22:30:00+00:00,47530.01,True,2021-02-12 06:00:00+00:00,True,2021-02-12 06:00:00+00:00,7.5,7.5,0.5814748952502603,-0.7680522255118547,-0.7680522255118547,-0.8194137392259,3.829575792837135,1.5601902465040416,29,-0.4736935485258375,-1.055168443776098,False
93,2021-02-17 13:45:00+00:00,-1,51235.0,51050.18392857143,369.63214285714326,2021-02-17 15:00:00+00:00,51488.23,True,2021-02-17 15:30:00+00:00,False,,0.5,,-2.062158323429657,-2.7834700522720452,,,3.5488526237475355,1.7266626085780332,40,-3.316300238171149,-1.2541419147414925,False
105,2021-02-24 02:00:00+00:00,-1,50298.69,49930.28785714286,736.8042857142864,2021-02-24 03:45:00+00:00,50897.64,True,2021-02-24 06:00:00+00:00,True,2021-02-24 06:00:00+00:00,2.25,2.25,1.924880225995274,0.41821146534357717,0.41821146534357717,0.3844253426476878,0.7300989020150753,2.424850173432368,8,0.5780947823903673,-1.3467854436049067,False
107,2021-02-25 02:15:00+00:00,1,50528.79,50760.15642857143,462.7328571428557,2021-02-25 03:30:00+00:00,50380.65,True,2021-02-25 12:30:00+00:00,True,2021-02-25 12:45:00+00:00,9.0,9.25,1.1542296851315017,0.7713521840741216,-1.389332938165498,-1.445042878797705,3.894212334793621,3.79119393170389,35,0.2792399355691238,-0.8749897495623778,False
116,2021-03-01 18:30:00+00:00,1,48459.99,48669.80107142857,419.6221428571423,2021-03-01 19:30:00+00:00,48058.44,True,2021-03-01 20:00:00+00:00,True,2021-03-01 21:30:00+00:00,0.5,2.0,1.9195364537143038,0.6204629675337188,0.3267225105579649,0.26866215694050966,0.39902565403229023,5.155423842198162,3,0.404611698705127,-1.514924755009177,False
117,2021-03-02 07:00:00+00:00,1,48408.26,48578.60571428572,340.69142857142754,2021-03-02 16:45:00+00:00,47557.22,False,,False,,,,-0.6280756780329192,,,,1.1792782744335206,1.4489064255882962,9,-3.697348719410972,-3.069273041378052,False
120,2021-03-03 22:15:00+00:00,-1,51052.01,50833.39142857143,437.2371428571428,2021-03-04 01:15:00+00:00,51538.08,True,2021-03-04 02:45:00+00:00,True,2021-03-04 02:45:00+00:00,1.5,1.5,5.747613259885123,4.099423000267913,4.099423000267913,4.041311022785932,0.5990341952389314,6.834003123509313,5,4.0777979684120345,-1.669815291473088,False
123,2021-03-05 11:45:00+00:00,1,47492.7,47637.43535714285,289.470714285713,2021-03-05 12:15:00+00:00,47258.34,True,2021-03-05 12:30:00+00:00,True,2021-03-05 12:30:00+00:00,0.25,0.25,5.224120870850528,3.5581837787686483,3.5581837787686483,3.4757219309133256,1.2049232712906888,7.6403583880926,0,3.8322216045788378,-1.39189926627169,False
124,2021-03-05 23:45:00+00:00,1,48770.57,48926.19571428571,311.25142857142885,2021-03-06 01:15:00+00:00,48636.69,True,2021-03-06 06:15:00+00:00,True,2021-03-06 06:45:00+00:00,5.0,5.5,-1.4510455488442937,-2.0951229139510548,-2.3936596963410324,-2.472261873726334,2.260841028842099,1.6478317942315779,19,-2.4597760584001773,-1.0087305095558836,False
127,2021-03-07 16:15:00+00:00,1,50794.91,50944.5825,299.34499999999906,2021-03-07 18:30:00+00:00,50677.76,True,2021-03-07 23:00:00+00:00,True,2021-03-07 23:15:00+00:00,4.5,4.75,-0.7335014782274646,-1.537957874693076,-2.018005979722382,-2.1032959795553507,2.932268786851308,3.9840318027693873,17,-1.7099493602699338,-0.9764478820424692,False
131,2021-03-09 16:30:00+00:00,-1,54295.6,54126.57928571429,338.0414285714272,2021-03-09 20:30:00+00:00,54470.2,True,2021-03-09 21:00:00+00:00,True,2021-03-09 21:15:00+00:00,0.5,0.75,2.3766317737893417,1.8311956691698799,1.1952381153620082,1.1152614683745297,4.200076913649663,3.6710293328374917,1,1.2800679428556967,-1.0965638309336452,False
133,2021-03-10 20:30:00+00:00,1,56125.11,56355.15678571429,460.0935714285718,2021-03-11 01:00:00+00:00,55457.43,True,2021-03-11 02:15:00+00:00,True,2021-03-11 02:45:00+00:00,1.25,1.75,-1.2554620100569538,-2.973395163406185,-3.310022340176138,-3.3713171761644696,2.3929697530471223,2.4068582322539904,5,-3.26788822421215,-2.0124262141551963,False
137,2021-03-13 01:30:00+00:00,-1,56386.04,56206.46857142857,359.1428571428566,2021-03-13 02:30:00+00:00,56572.34,False,,False,,,,-8.973198090692147,,,,10.988886237072416,0.721968973747,44,-10.070184025457449,-1.0969859347653008,False
139,2021-03-14 10:45:00+00:00,-1,60413.43,60274.51392857143,277.83214285714195,2021-03-14 12:30:00+00:00,60450.0,True,2021-03-14 13:00:00+00:00,True,2021-03-14 13:15:00+00:00,0.5,0.75,0.6323242451120312,0.25943722442894035,-0.08753486817579911,-0.19596364711477854,0.5375907858033537,3.9806769246590408,1,-0.1077748891288282,-0.7400991342408594,False
145,2021-03-17 12:45:00+00:00,1,55185.76,55431.70892857143,491.8978571428576,2021-03-17 13:45:00+00:00,55137.59,True,2021-03-17 16:00:00+00:00,True,2021-03-17 16:15:00+00:00,2.25,2.5,7.793935152042315,7.593873292509914,6.938798269675609,6.882324929536759,1.5811006059620334,9.102316537841043,8,7.139663582523659,-0.6542715695186561,False
146,2021-03-18 00:45:00+00:00,1,58971.41,59206.431071428575,470.0421428571426,2021-03-18 03:15:00+00:00,58694.58,True,2021-03-18 05:15:00+00:00,False,,2.0,,-1.279332096362189,-2.018478586266591,,,2.2223113732963204,1.2066790363781872,35,-2.431259205861493,-1.1519271094993044,False
150,2021-03-20 04:30:00+00:00,-1,58358.75,58243.14821428571,231.20357142857185,2021-03-20 06:45:00+00:00,58402.15,False,,False,,,,-3.921825231320558,,,,6.6860991395955764,0.36439748520938503,39,-4.735495014443049,-0.8136697831224904,False
151,2021-03-20 16:30:00+00:00,-1,59308.89,59111.93464285714,393.9107142857143,2021-03-20 19:15:00+00:00,59343.22,True,2021-03-20 20:00:00+00:00,True,2021-03-20 20:00:00+00:00,0.75,0.75,5.572963416292669,4.33836891971531,4.33836891971531,4.263660492316062,0.3116949997733322,5.751709506323959,2,4.91077953805703,-0.66218387823564,False
152,2021-03-21 05:00:00+00:00,-1,57148.01,56997.63321428571,300.7535714285711,2021-03-21 05:30:00+00:00,57150.0,True,2021-03-21 06:00:00+00:00,True,2021-03-21 09:30:00+00:00,0.5,4.0,0.06626687724881651,-0.053432449442470976,-3.7286340264336104,-3.8217479165429786,1.5650686964885743,5.806913586111075,11,-0.5351078677369958,-0.6013747449858123,False
153,2021-03-21 17:15:00+00:00,1,57192.15,57331.75607142857,279.21214285714296,2021-03-22 00:30:00+00:00,56699.02,True,2021-03-22 03:00:00+00:00,True,2021-03-22 03:15:00+00:00,2.5,2.75,2.6190479845074415,0.6013348784974096,0.2091957727994967,0.10645690296933688,1.3217190206115443,4.2547576471551425,9,0.2502328509812062,-2.368815133526235,False
154,2021-03-22 05:15:00+00:00,1,57430.29,57559.50785714286,258.4357142857147,2021-03-22 08:45:00+00:00,57275.95,True,2021-03-22 09:45:00+00:00,True,2021-03-22 10:00:00+00:00,1.0,1.25,-1.4828445869378695,-2.117663967275634,-4.60551670766422,-4.717890804565909,3.9969320914291853,4.736380973439101,3,-2.691414431607745,-1.2085698446698758,False
160,2021-03-25 08:15:00+00:00,1,52385.01,52548.81821428572,327.6164285714289,2021-03-25 12:00:00+00:00,51264.94,True,2021-03-25 18:30:00+00:00,False,,6.5,,3.0015283552412044,-0.6005498590468377,,,2.4811332067334835,4.511098562561167,31,-0.99751598177748,-3.999044337018684,False
161,2021-03-25 20:15:00+00:00,-1,52248.29,52028.72535714286,439.129285714285,2021-03-25 21:45:00+00:00,52468.06,True,2021-03-25 22:30:00+00:00,True,2021-03-25 22:45:00+00:00,0.75,1.0,-2.6799169135025402,-3.3891385712961184,-4.249910130599363,-4.30886615071059,3.1470003139329394,2.7738072581943807,2,-3.7396253426016735,-1.0597084290991343,False
162,2021-03-26 13:00:00+00:00,-1,53115.0,52957.62464285714,314.7507142857144,2021-03-26 13:45:00+00:00,53329.88,False,,False,,,,-5.233665644693881,,,,7.071215088584858,1.385000828319918,45,-6.5004909491865535,-1.2668253044926732,False
164,2021-03-27 13:00:00+00:00,1,54276.77,54409.97785714285,266.41571428571376,2021-03-27 13:30:00+00:00,54137.0,True,2021-03-27 13:45:00+00:00,True,2021-03-27 13:45:00+00:00,0.25,0.25,6.65606383149858,4.336756197350005,4.336756197350005,4.2339940533323315,0.0975918408931264,9.465507718871178,0,5.529317810242871,-1.1267460212557086,False
168,2021-03-30 05:30:00+00:00,-1,57651.48,57538.66,225.64000000000047,2021-03-30 06:00:00+00:00,57672.78,False,,False,,,,-5.249911363233475,,,,8.363853926608746,0.17133486970393608,46,-5.971810538911525,-0.7218991756780492,False
169,2021-03-30 17:30:00+00:00,-1,58857.37,58758.319285714286,198.10142857142844,2021-03-30 18:15:00+00:00,59091.46,True,2021-03-30 19:00:00+00:00,True,2021-03-30 20:00:00+00:00,0.75,1.75,2.4523800938912967,1.1377000237973207,0.1519423671856336,0.00394812902480679,0.49681620526280784,3.48826358791672,5,0.6224090707501966,-1.8299710231411,False
171,2021-03-31 18:00:00+00:00,1,59261.59,59440.59214285714,358.004285714285,2021-03-31 19:45:00+00:00,58644.25,True,2021-04-01 00:45:00+00:00,False,,5.0,,1.0915232459308082,-0.7524211601616988,,,0.5948532140477156,2.2119846929206837,39,-1.2158861116985813,-2.307409357629389,False
173,2021-04-01 19:00:00+00:00,-1,58931.24,58788.08892857143,286.30214285714254,2021-04-01 20:00:00+00:00,59037.04,True,2021-04-01 21:00:00+00:00,True,2021-04-01 21:15:00+00:00,1.0,1.25,-2.376824683214282,-2.785169513725518,-3.2610304298905017,-3.3636910132402598,4.753055588127425,1.8059243107306766,3,-3.349032271725921,-0.9722075885116388,False
176,2021-04-03 08:45:00+00:00,-1,59113.87,58995.82607142857,236.08785714285736,2021-04-03 09:15:00+00:00,59269.09,True,2021-04-03 15:15:00+00:00,True,2021-04-03 15:45:00+00:00,6.0,6.5,4.8883920332321615,4.194963739285905,3.277339247193073,3.152621396998079,2.2507299038191078,6.222641087004515,24,3.605980285033112,-1.2824117481990496,False
179,2021-04-05 01:45:00+00:00,-1,57863.97,57776.93642857143,174.0671428571425,2021-04-05 12:15:00+00:00,57893.01,False,,False,,,,-1.6399993434389128,,,,1.6838904527809535,0.4460922304201263,6,-2.472793156581614,-0.8327938131427011,False
183,2021-04-07 05:45:00+00:00,1,58332.31,58464.28357142857,263.94714285714247,2021-04-07 06:15:00+00:00,58126.0,False,,False,,,,-7.598339494379288,,,,9.307469569123704,1.1703479592775758,46,-8.990723246808065,-1.3923837524287777,False
184,2021-04-07 18:30:00+00:00,-1,56220.26,56038.30464285715,363.9107142857128,2021-04-07 21:30:00+00:00,56399.66,True,2021-04-07 23:45:00+00:00,True,2021-04-07 23:45:00+00:00,2.25,2.25,-2.0106855095932143,-3.0589646204426315,-3.0589646204426315,-3.135931549143746,2.5957466018941044,1.7601295451200005,8,-3.08065815447275,-1.0699726448795357,False
189,2021-04-11 06:45:00+00:00,-1,59802.99,59658.555714285714,288.8685714285712,2021-04-11 08:15:00+00:00,60143.87,True,2021-04-11 09:30:00+00:00,True,2021-04-11 09:30:00+00:00,1.25,1.25,0.6658391359392445,-1.0313340718468058,-1.0313340718468058,-1.1345879663514744,0.051961346732059766,2.9073775518278433,4,-1.1174755425106793,-1.7833146784499236,False
190,2021-04-11 20:30:00+00:00,-1,59712.56,59603.28,218.5599999999997,2021-04-11 22:30:00+00:00,59938.28,False,,False,,,,-3.3800329428989704,,,,6.916315885797982,1.2152726939970762,40,-5.049147327964858,-1.6691143850658878,False
191,2021-04-12 08:30:00+00:00,1,60677.02,60806.786785714285,259.5335714285705,2021-04-12 09:45:00+00:00,60114.99,False,,False,,,,0.3776390062392241,,,,2.3695971068978148,2.1384902035795137,43,-2.40504600492092,-2.782685011160144,False
197,2021-04-15 19:30:00+00:00,1,63393.43,63503.51357142857,220.1671428571421,2021-04-15 23:00:00+00:00,63364.06,True,2021-04-16 00:30:00+00:00,True,2021-04-16 00:30:00+00:00,1.5,1.5,-7.8048430737686365,-8.509625803772492,-8.509625803772492,-8.653878095862268,10.233407086823672,1.0716403771161014,5,-8.58245832549299,-0.7776152517243533,False
198,2021-04-16 07:30:00+00:00,-1,61645.69,61408.47071428572,474.43857142857087,2021-04-16 17:00:00+00:00,61781.99,True,2021-04-16 18:00:00+00:00,True,2021-04-16 18:15:00+00:00,1.0,1.25,-0.0017494361756940475,-0.6158858440201447,-1.0641630558825879,-1.128742480586072,0.3701427551963691,1.2603528380913376,3,-0.853753352835079,-0.8520039166593849,False
199,2021-04-16 21:15:00+00:00,1,61828.39,61961.56357142857,266.3471428571419,2021-04-16 22:00:00+00:00,61726.23,True,2021-04-16 22:30:00+00:00,True,2021-04-17 01:30:00+00:00,0.5,3.5,0.4249717071705391,-0.1758231738386603,-0.6586892508702503,-0.7751066063086421,1.9712619942824454,3.3181133107705842,11,-0.5749051841581538,-0.9998768913286932,False
203,2021-04-19 00:45:00+00:00,1,56753.21,56965.58321428571,424.7464285714278,2021-04-19 02:00:00+00:00,56657.0,True,2021-04-19 02:15:00+00:00,True,2021-04-19 02:30:00+00:00,0.25,0.5,-0.19157312346022226,-0.6938492714140361,-1.1391502493084267,-1.2063191248560223,1.0288491452883672,2.06170067855611,0,-0.98514308242733,-0.7935699589671078,False
205,2021-04-20 00:45:00+00:00,1,54641.36,54874.26285714286,465.8057142857132,2021-04-20 02:15:00+00:00,53975.04,True,2021-04-20 04:00:00+00:00,True,2021-04-20 04:00:00+00:00,1.75,1.75,3.996752171352871,2.032692968251629,2.032692968251629,1.9737736502649759,1.383022964816729,5.313288188821837,6,2.0073820108935707,-1.9893701604593004,False
207,2021-04-21 01:00:00+00:00,-1,55736.92,55555.045,363.7500000000005,2021-04-21 01:30:00+00:00,55835.82,True,2021-04-21 03:45:00+00:00,True,2021-04-21 03:45:00+00:00,2.25,2.25,1.3727285223367727,-0.3596701030927678,-0.3596701030927678,-0.43555417182129,1.1313539518900295,4.337979381443299,8,0.5244741649484537,-0.848254357388319,False
208,2021-04-21 13:00:00+00:00,1,55336.49,55530.86928571428,388.7585714285727,2021-04-21 18:45:00+00:00,55316.97,True,2021-04-21 19:00:00+00:00,True,2021-04-21 19:15:00+00:00,0.25,0.5,-2.1215223550422393,-2.3707258636465434,-2.7286600938518517,-2.8001093223484212,5.4454619282624765,1.0575200914265401,0,-2.743154231785409,-0.6216318767431701,False
210,2021-04-22 14:45:00+00:00,-1,54769.08,54569.4025,399.3550000000006,2021-04-22 16:30:00+00:00,54949.26,True,2021-04-22 17:00:00+00:00,True,2021-04-22 17:15:00+00:00,0.5,0.75,12.305642849094145,11.510560779256524,10.930199947415188,10.862090157879562,0.25225676403199615,16.03605814375679,1,11.286143403112506,-1.0194994459816396,False
211,2021-04-23 02:45:00+00:00,1,50034.94,50453.430714285714,836.981428571428,2021-04-23 04:15:00+00:00,49977.06,True,2021-04-23 11:30:00+00:00,False,,7.25,,-0.2734349797827918,-0.4406429908839139,,,2.9043655175827374,0.4097343003002316,40,-0.872728360161605,-0.5992933803788133,False
213,2021-04-24 02:45:00+00:00,1,50109.77,50328.528928571424,437.5178571428577,2021-04-24 07:15:00+00:00,49952.76,True,2021-04-24 08:30:00+00:00,False,,1.25,,-1.39397738867801,-1.7993551283621054,,,2.8861907677237677,0.6985543447206168,29,-2.3103587122974387,-0.9163813236194286,False
214,2021-04-24 18:00:00+00:00,1,50259.35,50427.8775,337.0549999999998,2021-04-25 00:00:00+00:00,50242.0,True,2021-04-25 01:15:00+00:00,False,,1.25,,-1.139190933230486,-1.2222634288172596,,,2.325110145228532,0.7156102119831993,20,-1.765472812300653,-0.6262818790701671,False
215,2021-04-25 06:00:00+00:00,-1,49858.03,49744.48285714286,227.09428571428413,2021-04-25 09:00:00+00:00,49870.01,True,2021-04-25 09:15:00+00:00,True,2021-04-25 09:15:00+00:00,0.25,0.25,0.07217266585307344,-1.8700602644590811,-1.8700602644590811,-1.9788893788609037,3.1171634185926744,2.906281846432591,0,-0.5901046072745197,-0.6622772731275931,False
236,2021-05-07 14:30:00+00:00,1,57101.01,57286.465,370.90999999999934,2021-05-07 22:45:00+00:00,57096.62,True,2021-05-07 23:00:00+00:00,True,2021-05-07 23:00:00+00:00,0.25,0.25,2.4819767598608777,1.8172872125313333,1.8172872125313333,1.739986573562311,0.364967242727354,2.570380954948637,0,1.8929167924833423,-0.5890599673775352,False
239,2021-05-09 04:15:00+00:00,-1,58440.98,58240.97178571429,400.0164285714288,2021-05-09 06:00:00+00:00,58490.0,True,2021-05-09 06:45:00+00:00,True,2021-05-09 07:00:00+00:00,0.75,1.0,1.9560946603978784,1.7344787624793965,1.2756726063036712,1.2029033200422141,0.3249866523339218,5.4347767859534315,2,1.2607514686896906,-0.6953431917081877,False
241,2021-05-10 04:15:00+00:00,1,59256.59,59384.25464285714,255.32928571428627,2021-05-10 05:30:00+00:00,58910.93,False,,False,,,,-3.23186585389735,,,,8.659132045174141,1.390126475335777,43,-5.2019366539286525,-1.970070800031303,False
244,2021-05-11 23:30:00+00:00,1,56529.23,56644.87285714286,231.28571428571428,2021-05-12 10:15:00+00:00,56461.24,False,,False,,,,-0.10043854231005032,,,,1.8386781964175192,0.21972822730080172,5,-1.0168604416306322,-0.916421899320582,False
247,2021-05-13 11:30:00+00:00,1,49757.17,50061.58857142857,608.8371428571429,2021-05-13 16:45:00+00:00,48685.42,True,2021-05-13 21:00:00+00:00,False,,4.25,,1.273772484314367,-0.5568812678032524,,,2.776522457330832,2.0489551510373456,26,-1.027662935901218,-2.3014354202155847,False
249,2021-05-14 11:30:00+00:00,-1,50771.54,50622.39964285714,298.2807142857143,2021-05-14 15:00:00+00:00,51369.59,True,2021-05-14 17:30:00+00:00,True,2021-05-14 18:15:00+00:00,2.5,3.25,4.760079790609505,2.559367613920743,1.5957116139398928,1.5111843254077575,0.5478396429059034,7.727217649721132,9,2.1702323081325527,-2.5898474824769524,False
251,2021-05-15 11:30:00+00:00,1,48765.25,49000.987857142856,471.4757142857151,2021-05-15 16:15:00+00:00,47902.01,False,,False,,,,-2.3319122633191234,,,,2.793123717931231,1.9046368090463603,29,-4.71480986977059,-2.3828976064514653,False
252,2021-05-16 02:30:00+00:00,1,48048.21,48300.73321428571,505.0464285714287,2021-05-16 03:30:00+00:00,47923.39,True,2021-05-16 03:45:00+00:00,True,2021-05-16 03:45:00+00:00,0.25,0.25,0.8319631151308582,-0.1830128771753663,-0.1830128771753663,-0.2309649042167274,0.04631257380863029,3.7739104608487186,0,0.0369994084702291,-0.7949637066606291,False
258,2021-05-19 02:45:00+00:00,1,40337.06,40657.50714285714,640.8942857142865,2021-05-19 04:30:00+00:00,39349.92,True,2021-05-19 07:45:00+00:00,False,,3.25,,-2.9865611890527926,-4.582222162781466,,,16.63600415490852,2.345285382478947,36,-5.058534564425592,-2.0719733753728,False
262,2021-05-21 06:00:00+00:00,1,39222.64,39453.61714285714,461.9542857142857,2021-05-21 14:30:00+00:00,37956.95,False,,False,,,,-2.539493703767838,,,,4.106358699685801,0.9590775834343598,14,-5.822056499096998,-3.2825627953291603,False
