impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,parent_family,raw_24h,cont_24h,rev_24h,p_cont,p_rev,router_conf,router_side
1.0,0.11906562258873488,-0.3959969437956376,0.4766358928983477,0.2664354339002739,-0.29010702317271303,-0.5694264832790246,0.01319979677028284,0.8314696123025451,0.5555702330196024,170345,2025-11-11 03:45:00+00:00,BRIDGE_2025,106011.13,107500.0,105500.0,106456.0,103310.0,H4_7D_PIVOT_SWEEP_RECLAIM,-0.029552115427970205,-0.029552115427970205,0.029552115427970205,0.15752973910021156,0.3500022752902395,0.3500022752902395,REV
-1.0,-0.12907380247093594,-1.2462358473326216,-0.9672815147322985,-2.9812288395701287,1.2929599517720236,0.8770969252724742,-0.041503520643749854,0.06540312923014312,-0.9978589232386035,170665,2025-11-14 11:45:00+00:00,BRIDGE_2025,97151.97,97553.7,95711.0,96167.44,95696.87,H4_7D_PIVOT_SWEEP_RECLAIM,-0.004893339690300591,0.004893339690300591,-0.004893339690300591,0.21887268505014873,0.36550939250199926,0.36550939250199926,REV
-1.0,-0.27048718740226757,-1.2471971760843674,-1.1785683629650283,-2.141631618947017,0.7878542645639477,1.3496132225763469,-0.04944149214972609,-0.0654031292301428,0.9978589232386035,170713,2025-11-14 23:45:00+00:00,BRIDGE_2025,95778.3,95940.0,94012.45,94594.0,95596.24,H4_7D_PIVOT_SWEEP_RECLAIM,0.010595175169672455,-0.010595175169672455,0.010595175169672455,0.19409377342121592,0.3655119578297888,0.3655119578297888,REV
-1.0,-0.3721669107841428,0.21660201701768403,0.3493652609212921,-0.47363801058192134,0.3209492568502363,0.0377113938327334,-0.03831309530383602,-0.0654031292301428,0.9978589232386035,170905,2025-11-16 23:45:00+00:00,BRIDGE_2025,94020.49,94739.74,93005.55,94261.44,92215.14,H4_7D_PIVOT_SWEEP_RECLAIM,-0.021708874624780328,0.021708874624780328,-0.021708874624780328,0.18917316390448094,0.31740365670298093,0.31740365670298093,REV
-1.0,0.213485719527575,2.0524777063203463,-0.2762099983930519,-2.2959088024526118,1.2786166288890777,-0.6753434208013936,-0.0532843736663065,0.8968727415326884,-0.44228869021900113,171033,2025-11-18 07:45:00+00:00,BRIDGE_2025,90842.72,90851.66,89253.78,90512.1,91863.64,H4_7D_PIVOT_SWEEP_RECLAIM,0.014932147193579492,-0.014932147193579492,0.014932147193579492,0.30335960606513124,0.3557541336077941,0.3557541336077941,REV
-1.0,-0.9474062946927625,-0.8879831280193973,-1.870839154246661,-4.328222481481951,0.7143072184964857,0.14329071576992397,-0.04166128909411105,0.06540312923014312,-0.9978589232386035,171337,2025-11-21 11:45:00+00:00,BRIDGE_2025,84049.38,84709.89,81648.0,82309.66,84098.94,H4_7D_PIVOT_SWEEP_RECLAIM,0.021738272064509623,-0.021738272064509623,0.021738272064509623,0.2284958630016278,0.4347424365768177,0.4347424365768177,REV
1.0,-0.33240079539364936,-0.6320403342012547,0.42858797687458844,0.9427227483146743,-0.6648233199096615,-0.3738197370203711,-0.046204488036963205,-0.0654031292301428,0.9978589232386035,172537,2025-12-03 23:45:00+00:00,BRIDGE_2025,93025.0,94150.0,92825.56,93429.95,92078.06,H4_7D_PIVOT_SWEEP_RECLAIM,-0.014469557138797606,-0.014469557138797606,0.014469557138797606,0.11241276459352613,0.3183212468875796,0.3183212468875796,REV
-1.0,-0.7304959866498341,-0.17539629972558496,0.04292749058107369,-1.6101990283820387,0.34689196917428566,-0.4500871350879643,-0.04333213649838621,0.06540312923014312,-0.9978589232386035,177097,2026-01-20 11:45:00+00:00,OOS_2026,91177.99,91442.88,90693.0,91218.99,88789.99,H4_7D_PIVOT_SWEEP_RECLAIM,-0.02662822730223169,0.02662822730223169,-0.02662822730223169,0.18669995031708203,0.35242333104651713,0.35242333104651713,REV
-1.0,1.5671265312491538,0.4930626721393112,0.2989303173195232,-1.8926620819208644,0.7854425747281789,1.0667602932094733,0.016496449772044248,-0.0654031292301428,0.9978589232386035,177625,2026-01-25 23:45:00+00:00,OOS_2026,86495.17,87013.79,86074.72,86670.36,88347.08,H4_7D_PIVOT_SWEEP_RECLAIM,0.019345944795891024,-0.019345944795891024,0.019345944795891024,0.23985508012227533,0.35724899010507655,0.35724899010507655,REV
-1.0,-0.22864298326576304,-0.5075417647409408,-2.661370085404846,-0.9271241313315611,0.9479467945453758,0.4477889165331684,-0.06883801374198492,-0.8314696123025452,-0.5555702330196022,178169,2026-01-31 15:45:00+00:00,OOS_2026,83020.0,83140.0,80825.76,81302.15,77593.4,H4_7D_PIVOT_SWEEP_RECLAIM,-0.045616992217673014,0.045616992217673014,-0.045616992217673014,0.1767715137829119,0.33482786805011705,0.33482786805011705,REV
